time,external
"Jul 22 2009 09:30:52",29.34
"Jul 22 2009 09:30:53",29.34
"Jul 22 2009 09:30:55",29.34
"Jul 22 2009 09:30:56",29.34
"Jul 22 2009 09:30:57",29.34
"Jul 22 2009 09:30:58",29.34
"Jul 22 2009 09:30:59",29.34
"Jul 22 2009 09:31:00",28.89
"Jul 22 2009 09:31:01",28.89
"Jul 22 2009 09:31:02",28.89
"Jul 22 2009 09:31:03",28.89
"Jul 22 2009 09:31:04",28.89
"Jul 22 2009 09:31:05",28.89
"Jul 22 2009 09:31:06",28.89
"Jul 22 2009 09:31:07",28.89
"Jul 22 2009 09:31:08",28.89
"Jul 22 2009 09:31:09",28.89
"Jul 22 2009 09:31:10",28.89
"Jul 22 2009 09:31:11",28.44
"Jul 22 2009 09:31:12",28.44
"Jul 22 2009 09:31:13",28.44
"Jul 22 2009 09:31:14",28.44
"Jul 22 2009 09:31:15",28.44
"Jul 22 2009 09:31:17",28.44
"Jul 22 2009 09:31:18",28.44
"Jul 22 2009 09:31:19",28.44
"Jul 22 2009 09:31:20",28.44
"Jul 22 2009 09:31:21",28.44
"Jul 22 2009 09:31:22",27.99
"Jul 22 2009 09:31:23",28.44
"Jul 22 2009 09:31:24",27.99
"Jul 22 2009 09:31:25",27.99
"Jul 22 2009 09:31:26",27.99
"Jul 22 2009 09:31:27",27.99
"Jul 22 2009 09:31:28",27.99
"Jul 22 2009 09:31:29",27.99
"Jul 22 2009 09:31:30",27.54
"Jul 22 2009 09:31:31",26.20
"Jul 22 2009 09:31:32",25.30
"Jul 22 2009 09:31:33",23.95
"Jul 22 2009 09:31:34",22.15
"Jul 22 2009 09:31:34",21.25
"Jul 22 2009 09:31:36",20.35
"Jul 22 2009 09:31:38",19.90
"Jul 22 2009 09:31:39",19.45
"Jul 22 2009 09:31:40",19.00
"Jul 22 2009 09:31:41",18.55
"Jul 22 2009 09:31:42",18.10
"Jul 22 2009 09:31:43",17.65
"Jul 22 2009 09:31:44",17.65
"Jul 22 2009 09:31:45",17.20
"Jul 22 2009 09:31:46",17.20
"Jul 22 2009 09:31:47",17.20
"Jul 22 2009 09:31:48",17.20
"Jul 22 2009 09:31:49",17.20
"Jul 22 2009 09:31:50",18.55
"Jul 22 2009 09:31:51",18.10
"Jul 22 2009 09:31:52",17.65
"Jul 22 2009 09:31:53",17.65
"Jul 22 2009 09:31:54",17.65
"Jul 22 2009 09:31:55",17.20
"Jul 22 2009 09:31:56",17.65
"Jul 22 2009 09:31:57",17.20
