time,ext
"Jun 26 2009 15:00:28",22.15
"Jun 26 2009 15:00:29",22.15
"Jun 26 2009 15:00:30",22.15
"Jun 26 2009 15:00:31",22.15
"Jun 26 2009 15:00:32",22.15
"Jun 26 2009 15:00:33",22.15
"Jun 26 2009 15:00:34",22.15
"Jun 26 2009 15:00:35",22.15
"Jun 26 2009 15:00:36",22.15
"Jun 26 2009 15:00:37",22.15
"Jun 26 2009 15:00:38",22.15
"Jun 26 2009 15:00:40",22.15
"Jun 26 2009 15:00:41",22.15
"Jun 26 2009 15:00:42",22.15
"Jun 26 2009 15:00:43",22.15
"Jun 26 2009 15:00:44",22.15
"Jun 26 2009 15:00:45",22.15
"Jun 26 2009 15:00:46",22.60
"Jun 26 2009 15:00:47",22.60
"Jun 26 2009 15:00:48",22.60
"Jun 26 2009 15:00:49",22.60
"Jun 26 2009 15:00:50",22.60
"Jun 26 2009 15:00:52",22.60
"Jun 26 2009 15:00:53",22.60
"Jun 26 2009 15:00:54",22.60
"Jun 26 2009 15:00:55",22.60
"Jun 26 2009 15:00:56",22.60
"Jun 26 2009 15:00:57",22.60
"Jun 26 2009 15:00:58",22.60
"Jun 26 2009 15:00:59",22.60
"Jun 26 2009 15:01:00",25.75
"Jun 26 2009 15:01:01",24.40
"Jun 26 2009 15:01:02",22.15
"Jun 26 2009 15:01:03",20.80
"Jun 26 2009 15:01:05",19.90
"Jun 26 2009 15:01:06",19.00
"Jun 26 2009 15:01:07",17.65
"Jun 26 2009 15:01:08",17.20
"Jun 26 2009 15:01:09",16.30
"Jun 26 2009 15:01:10",16.30
"Jun 26 2009 15:01:11",17.20
"Jun 26 2009 15:01:12",16.30
"Jun 26 2009 15:01:13",15.85
"Jun 26 2009 15:01:14",15.40
"Jun 26 2009 15:01:15",15.40
"Jun 26 2009 15:01:17",15.40
"Jun 26 2009 15:01:18",14.95
"Jun 26 2009 15:01:19",14.95
"Jun 26 2009 15:01:20",14.95
"Jun 26 2009 15:01:21",14.50
"Jun 26 2009 15:01:22",14.50
"Jun 26 2009 15:01:23",14.95
"Jun 26 2009 15:01:24",15.40
"Jun 26 2009 15:01:25",15.85
"Jun 26 2009 15:01:26",15.85
"Jun 26 2009 15:01:27",15.85
"Jun 26 2009 15:01:29",15.40
"Jun 26 2009 15:01:30",15.40
"Jun 26 2009 15:01:31",15.40
"Jun 26 2009 15:01:32",14.95
"Jun 26 2009 15:01:33",14.95
"Jun 26 2009 15:01:34",15.40
"Jun 26 2009 15:01:35",14.95
"Jun 26 2009 15:01:36",14.95
"Jun 26 2009 15:01:37",14.95
"Jun 26 2009 15:01:38",14.95
"Jun 26 2009 15:01:39",14.95
"Jun 26 2009 15:01:40",14.50
"Jun 26 2009 15:01:42",14.50
"Jun 26 2009 15:01:43",14.50
"Jun 26 2009 15:01:44",14.50
"Jun 26 2009 15:01:45",14.50
"Jun 26 2009 15:01:46",14.50
"Jun 26 2009 15:01:47",14.50
"Jun 26 2009 15:01:48",14.50
"Jun 26 2009 15:01:49",14.50
"Jun 26 2009 15:01:50",14.50
"Jun 26 2009 15:01:51",14.05
"Jun 26 2009 15:01:52",14.05
"Jun 26 2009 15:01:54",14.05
"Jun 26 2009 15:01:55",14.05
"Jun 26 2009 15:01:56",14.05
"Jun 26 2009 15:01:57",14.05
"Jun 26 2009 15:01:58",14.05
"Jun 26 2009 15:01:59",14.05
"Jun 26 2009 15:02:00",14.05
"Jun 26 2009 15:02:01",14.05
"Jun 26 2009 15:02:02",14.05
"Jun 26 2009 15:02:03",13.60
"Jun 26 2009 15:02:04",13.60
"Jun 26 2009 15:02:06",14.05
"Jun 26 2009 15:02:07",13.60
"Jun 26 2009 15:02:08",13.60
"Jun 26 2009 15:02:09",13.60
"Jun 26 2009 15:02:10",13.60
"Jun 26 2009 15:02:11",13.60
"Jun 26 2009 15:02:12",13.60
"Jun 26 2009 15:02:13",13.60
"Jun 26 2009 15:02:14",13.60
"Jun 26 2009 15:02:15",13.60
"Jun 26 2009 15:02:16",13.60
"Jun 26 2009 15:02:17",13.60
"Jun 26 2009 15:02:19",13.60
"Jun 26 2009 15:02:20",13.60
"Jun 26 2009 15:02:21",13.60
"Jun 26 2009 15:02:22",13.60
"Jun 26 2009 15:02:23",13.60
"Jun 26 2009 15:02:24",13.60
"Jun 26 2009 15:02:25",13.60
"Jun 26 2009 15:02:26",13.60
"Jun 26 2009 15:02:27",13.60
"Jun 26 2009 15:02:28",13.60
"Jun 26 2009 15:02:29",13.60
"Jun 26 2009 15:02:31",13.60
"Jun 26 2009 15:02:32",13.60
"Jun 26 2009 15:02:33",13.60
"Jun 26 2009 15:02:34",13.60
"Jun 26 2009 15:02:35",13.60
"Jun 26 2009 15:02:36",13.60
"Jun 26 2009 15:02:37",13.60
"Jun 26 2009 15:02:38",13.60
"Jun 26 2009 15:02:39",13.60
"Jun 26 2009 15:02:40",13.60
"Jun 26 2009 15:02:41",13.60
"Jun 26 2009 15:02:42",13.60
"Jun 26 2009 15:02:44",13.60
"Jun 26 2009 15:02:45",13.60
"Jun 26 2009 15:02:46",13.60
"Jun 26 2009 15:02:47",13.60
"Jun 26 2009 15:02:48",13.60
"Jun 26 2009 15:02:49",13.60
"Jun 26 2009 15:02:50",13.60
"Jun 26 2009 15:02:51",13.60
"Jun 26 2009 15:02:52",13.60
"Jun 26 2009 15:02:53",13.60
"Jun 26 2009 15:02:54",13.60
"Jun 26 2009 15:02:56",13.60
"Jun 26 2009 15:02:57",13.60
"Jun 26 2009 15:02:58",13.60
"Jun 26 2009 15:02:59",13.60
"Jun 26 2009 15:03:00",13.60
"Jun 26 2009 15:03:01",13.60
"Jun 26 2009 15:03:02",13.60
"Jun 26 2009 15:03:03",13.60
"Jun 26 2009 15:03:04",13.60
"Jun 26 2009 15:03:05",13.15
"Jun 26 2009 15:03:06",13.15
"Jun 26 2009 15:03:07",13.15
"Jun 26 2009 15:03:09",13.15
