time,ext
"Jun 26 2009 15:1:10",19.49
"Jun 26 2009 15:1:11",19.49
"Jun 26 2009 15:1:12",19.49
"Jun 26 2009 15:1:13",19.49
"Jun 26 2009 15:1:14",19.49
"Jun 26 2009 15:1:15",19.49
"Jun 26 2009 15:1:16",19.49
"Jun 26 2009 15:1:17",19.49
"Jun 26 2009 15:1:18",19.49
"Jun 26 2009 15:1:19",19.49
"Jun 26 2009 15:1:21",19.49
"Jun 26 2009 15:1:22",19.49
"Jun 26 2009 15:1:23",19.49
"Jun 26 2009 15:1:24",19.49
"Jun 26 2009 15:1:25",18.60
"Jun 26 2009 15:1:26",18.01
"Jun 26 2009 15:1:27",17.72
"Jun 26 2009 15:1:28",17.15
"Jun 26 2009 15:1:29",16.60
"Jun 26 2009 15:1:30",16.32
"Jun 26 2009 15:1:31",15.78
"Jun 26 2009 15:1:32",15.52
"Jun 26 2009 15:1:34",15.25
"Jun 26 2009 15:1:35",14.99
"Jun 26 2009 15:1:36",14.74
"Jun 26 2009 15:1:37",14.74
"Jun 26 2009 15:1:38",14.48
"Jun 26 2009 15:1:39",14.23
"Jun 26 2009 15:1:40",14.23
"Jun 26 2009 15:1:41",13.98
"Jun 26 2009 15:1:42",13.98
"Jun 26 2009 15:1:43",13.98
"Jun 26 2009 15:1:44",13.98
"Jun 26 2009 15:1:45",14.23
"Jun 26 2009 15:1:46",14.23
"Jun 26 2009 15:1:48",14.23
"Jun 26 2009 15:1:49",14.23
"Jun 26 2009 15:1:50",14.48
"Jun 26 2009 15:1:51",14.48
"Jun 26 2009 15:1:52",14.74
"Jun 26 2009 15:1:53",14.74
"Jun 26 2009 15:1:54",14.74
"Jun 26 2009 15:1:55",14.74
"Jun 26 2009 15:1:56",14.74
"Jun 26 2009 15:1:57",14.74
"Jun 26 2009 15:1:58",14.74
"Jun 26 2009 15:1:59",14.74
"Jun 26 2009 15:2:0",14.74
"Jun 26 2009 15:2:2",14.74
"Jun 26 2009 15:2:3",14.74
"Jun 26 2009 15:2:4",14.74
"Jun 26 2009 15:2:5",14.74
"Jun 26 2009 15:2:6",14.74
"Jun 26 2009 15:2:7",14.74
"Jun 26 2009 15:2:8",14.48
"Jun 26 2009 15:2:9",14.48
"Jun 26 2009 15:2:10",14.48
"Jun 26 2009 15:2:11",14.48
"Jun 26 2009 15:2:12",14.48
"Jun 26 2009 15:2:13",14.48
"Jun 26 2009 15:2:15",14.48
"Jun 26 2009 15:2:16",14.48
"Jun 26 2009 15:2:17",14.48
"Jun 26 2009 15:2:18",14.48
"Jun 26 2009 15:2:19",14.48
"Jun 26 2009 15:2:20",14.48
"Jun 26 2009 15:2:21",14.48
"Jun 26 2009 15:2:22",14.48
"Jun 26 2009 15:2:23",14.48
"Jun 26 2009 15:2:24",14.48
"Jun 26 2009 15:2:25",14.48
"Jun 26 2009 15:2:26",14.48
"Jun 26 2009 15:2:27",14.23
"Jun 26 2009 15:2:29",14.23
"Jun 26 2009 15:2:30",14.23
"Jun 26 2009 15:2:31",14.23
"Jun 26 2009 15:2:32",14.23
"Jun 26 2009 15:2:33",14.23
"Jun 26 2009 15:2:34",14.23
"Jun 26 2009 15:2:35",14.23
"Jun 26 2009 15:2:36",14.23
"Jun 26 2009 15:2:37",14.23
"Jun 26 2009 15:2:38",14.23
"Jun 26 2009 15:2:39",14.23
"Jun 26 2009 15:2:40",14.23
"Jun 26 2009 15:2:42",14.23
"Jun 26 2009 15:2:43",14.23
"Jun 26 2009 15:2:44",14.23
"Jun 26 2009 15:2:45",14.23
"Jun 26 2009 15:2:46",14.23
"Jun 26 2009 15:2:47",14.23
"Jun 26 2009 15:2:48",14.23
"Jun 26 2009 15:2:49",14.23
"Jun 26 2009 15:2:50",14.23
"Jun 26 2009 15:2:51",14.23
"Jun 26 2009 15:2:52",14.23
"Jun 26 2009 15:2:53",14.23
"Jun 26 2009 15:2:54",14.23
"Jun 26 2009 15:2:56",14.23
"Jun 26 2009 15:2:57",14.23
"Jun 26 2009 15:2:58",14.23
"Jun 26 2009 15:2:59",14.23
"Jun 26 2009 15:3:0",14.23
"Jun 26 2009 15:3:1",14.23
"Jun 26 2009 15:3:2",14.23
"Jun 26 2009 15:3:3",14.23
"Jun 26 2009 15:3:4",14.23
"Jun 26 2009 15:3:5",14.23
"Jun 26 2009 15:3:6",14.23
"Jun 26 2009 15:3:7",14.23
"Jun 26 2009 15:3:9",14.23
"Jun 26 2009 15:3:10",14.23
"Jun 26 2009 15:3:11",14.23
"Jun 26 2009 15:3:12",14.23
"Jun 26 2009 15:3:13",13.98
"Jun 26 2009 15:3:14",14.23
"Jun 26 2009 15:3:15",14.23
"Jun 26 2009 15:3:16",14.23
"Jun 26 2009 15:3:17",14.23
"Jun 26 2009 15:3:18",13.98
"Jun 26 2009 15:3:19",14.23
"Jun 26 2009 15:3:20",13.98
"Jun 26 2009 15:3:21",13.98
"Jun 26 2009 15:3:23",13.98
"Jun 26 2009 15:3:24",14.23
"Jun 26 2009 15:3:25",13.98
"Jun 26 2009 15:3:26",13.98
