time,ext
"Jun 26 2009 15:24:50",21.70
"Jun 26 2009 15:24:51",21.70
"Jun 26 2009 15:24:52",21.70
"Jun 26 2009 15:24:53",21.70
"Jun 26 2009 15:24:54",21.70
"Jun 26 2009 15:24:55",21.70
"Jun 26 2009 15:24:56",21.70
"Jun 26 2009 15:24:57",21.70
"Jun 26 2009 15:24:58",21.70
"Jun 26 2009 15:24:59",21.70
"Jun 26 2009 15:25:01",21.70
"Jun 26 2009 15:25:02",21.70
"Jun 26 2009 15:25:03",21.70
"Jun 26 2009 15:25:04",21.70
"Jun 26 2009 15:25:05",21.70
"Jun 26 2009 15:25:06",21.70
"Jun 26 2009 15:25:07",21.25
"Jun 26 2009 15:25:08",20.80
"Jun 26 2009 15:25:09",20.35
"Jun 26 2009 15:25:10",20.35
"Jun 26 2009 15:25:11",19.90
"Jun 26 2009 15:25:12",19.45
"Jun 26 2009 15:25:14",18.55
"Jun 26 2009 15:25:15",18.10
"Jun 26 2009 15:25:16",17.65
"Jun 26 2009 15:25:17",17.20
"Jun 26 2009 15:25:18",16.75
"Jun 26 2009 15:25:19",16.75
"Jun 26 2009 15:25:20",16.30
"Jun 26 2009 15:25:21",16.30
"Jun 26 2009 15:25:22",16.30
"Jun 26 2009 15:25:23",16.30
"Jun 26 2009 15:25:24",16.30
"Jun 26 2009 15:25:25",16.30
"Jun 26 2009 15:25:27",16.30
"Jun 26 2009 15:25:28",16.30
"Jun 26 2009 15:25:29",16.75
"Jun 26 2009 15:25:30",16.75
"Jun 26 2009 15:25:31",16.30
"Jun 26 2009 15:25:32",15.85
"Jun 26 2009 15:25:33",15.85
"Jun 26 2009 15:25:34",16.30
"Jun 26 2009 15:25:35",16.30
"Jun 26 2009 15:25:36",16.30
"Jun 26 2009 15:25:37",16.30
"Jun 26 2009 15:25:38",15.85
"Jun 26 2009 15:25:40",15.85
"Jun 26 2009 15:25:41",15.85
"Jun 26 2009 15:25:42",15.85
"Jun 26 2009 15:25:43",15.85
"Jun 26 2009 15:25:44",15.85
"Jun 26 2009 15:25:45",15.85
"Jun 26 2009 15:25:46",15.40
"Jun 26 2009 15:25:47",15.85
"Jun 26 2009 15:25:48",15.40
"Jun 26 2009 15:25:49",15.40
"Jun 26 2009 15:25:50",15.40
"Jun 26 2009 15:25:51",15.40
"Jun 26 2009 15:25:53",15.40
"Jun 26 2009 15:25:54",15.40
"Jun 26 2009 15:25:55",15.40
"Jun 26 2009 15:25:56",15.40
"Jun 26 2009 15:25:57",15.40
"Jun 26 2009 15:25:58",15.40
"Jun 26 2009 15:25:59",15.40
"Jun 26 2009 15:26:00",15.40
"Jun 26 2009 15:26:01",15.40
"Jun 26 2009 15:26:02",15.40
"Jun 26 2009 15:26:03",15.40
"Jun 26 2009 15:26:04",14.95
"Jun 26 2009 15:26:06",15.40
"Jun 26 2009 15:26:07",15.40
"Jun 26 2009 15:26:08",15.40
"Jun 26 2009 15:26:09",15.40
"Jun 26 2009 15:26:10",15.40
"Jun 26 2009 15:26:11",15.40
"Jun 26 2009 15:26:12",15.40
"Jun 26 2009 15:26:13",15.40
"Jun 26 2009 15:26:14",15.40
"Jun 26 2009 15:26:15",15.40
"Jun 26 2009 15:26:16",15.40
"Jun 26 2009 15:26:17",15.40
"Jun 26 2009 15:26:19",15.40
"Jun 26 2009 15:26:20",15.40
"Jun 26 2009 15:26:21",15.40
"Jun 26 2009 15:26:22",14.95
"Jun 26 2009 15:26:23",15.40
"Jun 26 2009 15:26:24",15.40
"Jun 26 2009 15:26:25",15.40
"Jun 26 2009 15:26:26",14.95
"Jun 26 2009 15:26:27",15.40
"Jun 26 2009 15:26:28",15.40
"Jun 26 2009 15:26:29",14.95
"Jun 26 2009 15:26:31",14.95
"Jun 26 2009 15:26:32",14.95
"Jun 26 2009 15:26:33",14.95
"Jun 26 2009 15:26:34",15.40
"Jun 26 2009 15:26:35",14.95
"Jun 26 2009 15:26:36",14.95
"Jun 26 2009 15:26:37",14.95
"Jun 26 2009 15:26:38",14.95
"Jun 26 2009 15:26:39",14.95
"Jun 26 2009 15:26:40",15.40
"Jun 26 2009 15:26:41",15.40
"Jun 26 2009 15:26:42",14.95
"Jun 26 2009 15:26:44",14.95
"Jun 26 2009 15:26:45",14.95
"Jun 26 2009 15:26:46",14.95
"Jun 26 2009 15:26:47",14.95
"Jun 26 2009 15:26:48",14.95
"Jun 26 2009 15:26:49",14.95
"Jun 26 2009 15:26:50",14.95
"Jun 26 2009 15:26:51",14.95
"Jun 26 2009 15:26:52",14.95
"Jun 26 2009 15:26:53",14.95
"Jun 26 2009 15:26:54",14.95
"Jun 26 2009 15:26:55",14.95
"Jun 26 2009 15:26:57",14.95
"Jun 26 2009 15:26:58",14.95
"Jun 26 2009 15:26:59",14.95
"Jun 26 2009 15:27:00",14.95
"Jun 26 2009 15:27:01",14.95
"Jun 26 2009 15:27:02",14.95
"Jun 26 2009 15:27:03",14.95
"Jun 26 2009 15:27:04",14.95
"Jun 26 2009 15:27:05",14.95
"Jun 26 2009 15:27:06",14.95
"Jun 26 2009 15:27:07",14.95
"Jun 26 2009 15:27:08",14.95
"Jun 26 2009 15:27:10",14.95
"Jun 26 2009 15:27:11",14.95
"Jun 26 2009 15:27:12",14.95
"Jun 26 2009 15:27:13",14.95
"Jun 26 2009 15:27:14",14.95
"Jun 26 2009 15:27:15",14.95
"Jun 26 2009 15:27:16",14.95
"Jun 26 2009 15:27:17",14.95
"Jun 26 2009 15:27:18",14.95
