time,ext
"Jun 26 2009 15:31:47",24.40
"Jun 26 2009 15:31:48",24.40
"Jun 26 2009 15:31:49",29.34
"Jun 26 2009 15:31:50",31.14
"Jun 26 2009 15:31:51",31.59
"Jun 26 2009 15:31:52",32.04
"Jun 26 2009 15:31:53",32.49
"Jun 26 2009 15:31:55",32.94
"Jun 26 2009 15:31:56",33.39
"Jun 26 2009 15:31:57",33.84
"Jun 26 2009 15:31:58",33.84
"Jun 26 2009 15:31:59",33.84
"Jun 26 2009 15:32:00",34.29
"Jun 26 2009 15:32:01",34.29
"Jun 26 2009 15:32:02",34.74
"Jun 26 2009 15:32:03",33.84
"Jun 26 2009 15:32:04",32.04
"Jun 26 2009 15:32:05",30.24
"Jun 26 2009 15:32:06",29.34
"Jun 26 2009 15:32:07",29.79
"Jun 26 2009 15:32:08",29.79
"Jun 26 2009 15:32:10",29.79
"Jun 26 2009 15:32:11",29.79
"Jun 26 2009 15:32:12",29.34
"Jun 26 2009 15:32:13",28.89
"Jun 26 2009 15:32:14",28.44
"Jun 26 2009 15:32:15",27.99
"Jun 26 2009 15:32:16",27.54
"Jun 26 2009 15:32:17",27.10
"Jun 26 2009 15:32:18",27.10
"Jun 26 2009 15:32:19",26.65
"Jun 26 2009 15:32:20",27.10
"Jun 26 2009 15:32:21",26.65
"Jun 26 2009 15:32:22",26.20
"Jun 26 2009 15:32:23",26.20
"Jun 26 2009 15:32:25",26.20
"Jun 26 2009 15:32:26",26.20
"Jun 26 2009 15:32:27",26.20
"Jun 26 2009 15:32:28",25.75
"Jun 26 2009 15:32:29",25.75
"Jun 26 2009 15:32:30",25.75
"Jun 26 2009 15:32:31",25.75
"Jun 26 2009 15:32:32",25.75
"Jun 26 2009 15:32:33",25.30
"Jun 26 2009 15:32:34",25.30
"Jun 26 2009 15:32:35",25.30
"Jun 26 2009 15:32:36",25.30
"Jun 26 2009 15:32:37",25.75
"Jun 26 2009 15:32:38",25.30
"Jun 26 2009 15:32:40",25.30
"Jun 26 2009 15:32:41",25.30
"Jun 26 2009 15:32:42",25.30
"Jun 26 2009 15:32:43",25.75
"Jun 26 2009 15:32:44",25.30
"Jun 26 2009 15:32:45",25.75
"Jun 26 2009 15:32:46",25.75
"Jun 26 2009 15:32:47",25.30
"Jun 26 2009 15:32:48",25.75
"Jun 26 2009 15:32:49",25.30
"Jun 26 2009 15:32:50",25.75
"Jun 26 2009 15:32:51",25.30
"Jun 26 2009 15:32:52",25.75
"Jun 26 2009 15:32:54",25.30
"Jun 26 2009 15:32:55",25.30
"Jun 26 2009 15:32:56",25.30
"Jun 26 2009 15:32:57",25.30
"Jun 26 2009 15:32:58",25.30
"Jun 26 2009 15:32:59",25.30
"Jun 26 2009 15:33:00",25.75
"Jun 26 2009 15:33:01",25.30
"Jun 26 2009 15:33:02",25.30
"Jun 26 2009 15:33:03",25.30
"Jun 26 2009 15:33:04",25.75
"Jun 26 2009 15:33:05",25.30
"Jun 26 2009 15:33:06",25.30
"Jun 26 2009 15:33:07",25.30
"Jun 26 2009 15:33:09",25.30
"Jun 26 2009 15:33:10",25.30
"Jun 26 2009 15:33:11",25.30
"Jun 26 2009 15:33:12",25.30
"Jun 26 2009 15:33:13",25.30
"Jun 26 2009 15:33:14",25.30
"Jun 26 2009 15:33:15",25.30
"Jun 26 2009 15:33:16",25.30
"Jun 26 2009 15:33:17",25.30
"Jun 26 2009 15:33:18",25.30
"Jun 26 2009 15:33:19",25.30
"Jun 26 2009 15:33:20",25.30
