,
1241539888,226
1241539889,238
1241539891,238
1241539892,266
1241539893,246
1241539895,268
1241539896,272
1241539897,244
1241539899,270
1241539900,242
1241539901,226
1241539903,230
1241539904,242
1241539905,216
1241539907,246
1241539908,244
1241539909,256
1241539911,254
1241539912,248
1241539913,266
1241539915,256
1241539916,242
1241539917,240
1241539919,260
1241539920,254
1241539921,228
1241539923,248
1241539924,238
1241539925,242
1241539927,242
1241539928,256
1241539929,252
1241539931,260
1241539932,260
1241539933,258
1241539935,234
1241539936,250
1241539937,262
1241539939,256
1241539940,230
1241539941,232
1241539942,276
1241539944,238
1241539945,238
1241539946,250
1241539948,230
1241539949,242
1241539950,244
1241539952,258
1241539953,252
1241539954,148
1241539956,244
1241539957,242
1241539958,262
1241539960,252
1241539961,250
1241539962,246
1241539964,196
1241539965,164
1241539966,184
1241539968,176
1241539969,224
1241539970,184
1241539972,194
1241539973,206
1241539974,214
1241539976,232
1241539977,178
1241539978,232
1241539981,212
1241539982,208
1241539984,210
1241539985,148
1241539986,178
1241539988,224
1241539989,204
1241539990,64
1241539992,18
1241539993,16
1241539994,216
1241539996,226
1241539997,226
1241539998,20
1241540000,10
1241540001,14
1241540002,12
1241540003,14
1241540005,10
1241540006,84
1241540007,216
1241540009,210
1241540010,234
1241540011,210
1241540013,232
1241540014,200
1241540015,260
1241540017,256
1241540018,62
1241540019,50
1241540021,126
1241540022,194
1241540023,228
1241540025,222
1241540026,236
1241540027,212
1241540029,228
1241540030,244
1241540031,222
1241540033,206
1241540034,190
1241540035,2
1241540038,6
1241540039,2
1241540041,4
1241540042,2
1241540043,2
1241540045,4
1241540046,4
1241540049,6
1241540057,2
1241540058,0
1241540059,226
1241540071,222
1241540072,230
1241540074,230
1241540075,256
1241540076,220
1241540078,228
1241540079,232
1241540080,224
1241540082,218
1241540083,232
1241540084,222
1241540086,238
1241540087,226
1241540088,236
1241540090,212
1241540091,228
1241540092,224
1241540094,212
1241540095,224
1241540096,240
1241540098,238
1241540099,234
1241540100,242
1241540102,234
1241540103,232
1241540104,210
1241540106,232
1241540107,156
1241540108,142
1241540110,44
1241540111,144
1241540112,56
1241540114,52
1241540115,42
1241540116,178
1241540118,196
1241540119,192
1241702549,388
1241702550,684
1241702554,594
1241702557,678
1241702564,528
1241702565,534
1241702567,516
1241702568,504
1241702569,508
1241702570,548
1241702571,560
1241702572,396
1241702573,480
1241702574,444
1241702575,96
1241702576,90
1241702577,396
1241702578,452
1241702580,364
1241702581,42
1241702582,32
1241702583,68
1241702584,524
1241702585,666
1241702586,508
1241702587,522
1241702588,500
1241702589,542
1241702590,584
1241702591,536
1241702593,748
1241702594,740
1241702595,778
1241702596,982
1241702597,1396
1241702598,1468
1241702599,1140
1241702602,546
1241702606,720
1241702607,724
1241702608,746
1241702609,544
1241702610,576
1241702612,440
1241702613,690
1241702614,430
1241702615,416
1241702616,314
1241702618,16
1241702619,180
1241702620,446
1241702621,450
1241702623,318
1241702624,550
1241702625,526
1241702626,234
1241702629,200
1241702631,196
1241702632,172
1241702633,238
1241702634,312
1241702635,254
1241702636,218
1241702637,394
1241702638,428
1241702639,376
