time,"cricket temperature probe"
"10/28/2006 20:39:52",18.21165
"10/28/2006 20:39:52",18.3241
"10/28/2006 20:39:52",18.66145
"10/28/2006 20:39:52",18.88635
"10/28/2006 20:39:52",19.11125
"10/28/2006 20:39:52",19.2237
"10/28/2006 20:39:52",19.2237
"10/28/2006 20:40:16",19.33615
"10/28/2006 20:40:17",19.56105
"10/28/2006 20:40:17",19.6735
"10/28/2006 20:40:17",19.78595
"10/28/2006 20:40:17",19.78595
"10/28/2006 20:40:17",19.8984
"10/28/2006 20:40:17",20.01085
"10/28/2006 20:40:17",19.8984
"10/28/2006 20:40:17",19.6735
"10/28/2006 20:40:17",19.56105
"10/28/2006 20:40:17",19.56105
"10/28/2006 20:40:17",19.56105
"10/28/2006 20:40:17",19.56105
"10/28/2006 20:40:30",19.56105
"10/28/2006 20:40:30",19.56105
"10/28/2006 20:40:30",19.6735
"10/28/2006 20:40:30",19.6735
"10/28/2006 20:40:30",19.6735
"10/28/2006 20:40:30",19.6735
"10/28/2006 20:40:30",19.78595
"10/28/2006 20:40:30",19.8984
"10/28/2006 20:40:30",19.8984
"10/28/2006 20:40:30",20.01085
"10/28/2006 20:40:30",20.01085
"10/28/2006 20:40:30",20.1233
"10/28/2006 20:40:43",20.23575
"10/28/2006 20:40:44",20.3482
"10/28/2006 20:40:44",20.46065
"10/28/2006 20:40:44",20.5731
"10/28/2006 20:40:44",20.68555
"10/28/2006 20:40:44",20.7980
"10/28/2006 20:40:44",20.7980
"10/28/2006 20:40:44",20.7980
"10/28/2006 20:40:44",20.91045
"10/28/2006 20:40:44",20.91045
"10/28/2006 20:40:44",21.0229
"10/28/2006 20:40:44",21.0229
"10/28/2006 20:40:44",21.0229
"10/28/2006 20:40:57",20.91045
"10/28/2006 20:40:58",21.0229
"10/28/2006 20:40:58",21.0229
"10/28/2006 20:40:58",21.0229
"10/28/2006 20:40:58",21.0229
"10/28/2006 20:40:58",21.0229
"10/28/2006 20:40:58",21.0229
"10/28/2006 20:40:58",20.91045
"10/28/2006 20:40:58",20.7980
"10/28/2006 20:40:58",20.7980
"10/28/2006 20:40:58",20.7980
"10/28/2006 20:40:58",20.68555
"10/28/2006 20:40:58",20.68555
"10/28/2006 20:41:11",20.5731
"10/28/2006 20:41:12",20.5731
"10/28/2006 20:41:12",20.46065
"10/28/2006 20:41:12",20.3482
"10/28/2006 20:41:12",20.3482
"10/28/2006 20:41:12",20.23575
"10/28/2006 20:41:12",20.23575
"10/28/2006 20:41:12",20.1233
"10/28/2006 20:41:12",20.23575
"10/28/2006 20:41:12",20.1233
"10/28/2006 20:41:12",20.1233
"10/28/2006 20:41:12",20.23575
"10/28/2006 20:41:12",20.23575
"10/28/2006 20:41:25",20.23575
"10/28/2006 20:41:26",20.23575
"10/28/2006 20:41:26",20.23575
"10/28/2006 20:41:26",20.23575
"10/28/2006 20:41:26",20.3482
"10/28/2006 20:41:26",20.46065
"10/28/2006 20:41:26",20.46065
"10/28/2006 20:41:26",20.5731
"10/28/2006 20:41:26",20.68555
"10/28/2006 20:41:26",20.5731
"10/28/2006 20:41:26",20.68555
"10/28/2006 20:41:26",20.7980
"10/28/2006 20:41:26",20.91045
"10/28/2006 20:41:39",21.0229
"10/28/2006 20:41:40",20.91045
"10/28/2006 20:41:40",21.0229
"10/28/2006 20:41:40",21.0229
"10/28/2006 20:41:40",21.0229
"10/28/2006 20:41:40",20.91045
"10/28/2006 20:41:40",21.0229
"10/28/2006 20:41:40",20.91045
"10/28/2006 20:41:40",21.0229
"10/28/2006 20:41:40",20.91045
"10/28/2006 20:41:40",20.7980
"10/28/2006 20:41:40",20.7980
"10/28/2006 20:41:40",20.68555
"10/28/2006 20:41:53",20.5731
"10/28/2006 20:41:54",20.5731
"10/28/2006 20:41:54",20.46065
"10/28/2006 20:41:54",20.46065
"10/28/2006 20:41:54",20.46065
"10/28/2006 20:41:54",20.46065
"10/28/2006 20:41:54",20.5731
"10/28/2006 20:41:54",20.5731
"10/28/2006 20:41:54",20.5731
"10/28/2006 20:41:54",20.68555
"10/28/2006 20:41:54",20.7980
"10/28/2006 20:41:54",20.91045
"10/28/2006 20:41:54",20.91045
"10/28/2006 20:42:07",20.91045
"10/28/2006 20:42:08",20.91045
"10/28/2006 20:42:08",21.13535
"10/28/2006 20:42:08",21.2478
"10/28/2006 20:42:08",21.2478
"10/28/2006 20:42:08",21.36025
"10/28/2006 20:42:08",21.4727
"10/28/2006 20:42:08",21.58515
"10/28/2006 20:42:08",21.6976
"10/28/2006 20:42:08",21.81005
"10/28/2006 20:42:08",21.9225
"10/28/2006 20:42:08",22.03495
"10/28/2006 20:42:08",22.1474
"10/28/2006 20:42:21",22.25985
"10/28/2006 20:42:22",22.1474
