time,"cricket temperature probe"
"10/28/2006 21:08:18",18.66145
"10/28/2006 21:08:18",18.66145
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.5490
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.5490
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.66145
"10/28/2006 21:08:21",18.7739
"10/28/2006 21:08:21",18.7739
"10/28/2006 21:08:21",18.88635
"10/28/2006 21:08:21",18.88635
"10/28/2006 21:08:35",18.88635
"10/28/2006 21:08:35",18.9988
"10/28/2006 21:08:35",18.9988
"10/28/2006 21:08:35",18.9988
"10/28/2006 21:08:35",19.11125
"10/28/2006 21:08:35",19.11125
"10/28/2006 21:08:35",19.11125
"10/28/2006 21:08:35",19.2237
"10/28/2006 21:08:35",19.2237
"10/28/2006 21:08:35",19.33615
"10/28/2006 21:08:35",19.33615
"10/28/2006 21:08:35",19.33615
"10/28/2006 21:08:35",19.4486
"10/28/2006 21:08:49",19.4486
"10/28/2006 21:08:49",19.56105
"10/28/2006 21:08:49",19.56105
"10/28/2006 21:08:49",19.6735
"10/28/2006 21:08:49",19.8984
"10/28/2006 21:08:49",20.1233
"10/28/2006 21:08:49",20.3482
"10/28/2006 21:08:49",20.5731
"10/28/2006 21:08:49",20.68555
"10/28/2006 21:08:49",20.91045
"10/28/2006 21:08:49",21.0229
"10/28/2006 21:08:49",21.2478
"10/28/2006 21:09:02",21.36025
"10/28/2006 21:09:03",21.4727
"10/28/2006 21:09:03",21.6976
"10/28/2006 21:09:03",21.81005
"10/28/2006 21:09:03",21.9225
"10/28/2006 21:09:03",22.03495
"10/28/2006 21:09:03",22.1474
"10/28/2006 21:09:03",22.1474
"10/28/2006 21:09:03",22.25985
"10/28/2006 21:09:03",22.3723
"10/28/2006 21:09:03",22.48475
"10/28/2006 21:09:03",22.5972
"10/28/2006 21:09:03",22.70965
"10/28/2006 21:09:03",22.70965
"10/28/2006 21:09:17",22.8221
"10/28/2006 21:09:18",22.93455
"10/28/2006 21:09:18",23.0470
"10/28/2006 21:09:18",23.15945
"10/28/2006 21:09:18",23.15945
"10/28/2006 21:09:18",23.38435
"10/28/2006 21:09:18",23.38435
"10/28/2006 21:09:18",23.4968
"10/28/2006 21:09:18",23.4968
"10/28/2006 21:09:18",23.4968
"10/28/2006 21:09:18",23.4968
"10/28/2006 21:09:18",23.4968
"10/28/2006 21:09:18",23.4968
"10/28/2006 21:09:31",23.4968
"10/28/2006 21:09:32",23.4968
"10/28/2006 21:09:32",23.60925
"10/28/2006 21:09:32",23.60925
"10/28/2006 21:09:32",23.60925
"10/28/2006 21:09:32",23.7217
"10/28/2006 21:09:32",23.7217
"10/28/2006 21:09:32",23.7217
"10/28/2006 21:09:32",23.4968
"10/28/2006 21:09:32",23.2719
"10/28/2006 21:09:32",23.15945
"10/28/2006 21:09:32",23.0470
"10/28/2006 21:09:32",22.93455
"10/28/2006 21:09:32",22.93455
"10/28/2006 21:09:46",22.8221
"10/28/2006 21:09:47",22.8221
"10/28/2006 21:09:47",22.70965
"10/28/2006 21:09:47",22.8221
"10/28/2006 21:09:47",23.0470
"10/28/2006 21:09:47",23.4968
"10/28/2006 21:09:47",23.83415
"10/28/2006 21:09:47",24.05905
"10/28/2006 21:09:47",24.28395
"10/28/2006 21:09:47",24.3964
"10/28/2006 21:09:47",24.50885
"10/28/2006 21:09:47",24.6213
"10/28/2006 21:09:47",24.1715
"10/28/2006 21:09:47",23.7217
"10/28/2006 21:10:01",23.4968
"10/28/2006 21:10:02",23.2719
"10/28/2006 21:10:02",23.0470
"10/28/2006 21:10:02",22.93455
"10/28/2006 21:10:02",22.8221
"10/28/2006 21:10:02",22.70965
"10/28/2006 21:10:02",22.5972
"10/28/2006 21:10:02",22.48475
