time,"cricket temperature probe"
"2009-9-29 06:44:43.0",20.46065
"2009-9-29 06:44:44.0",20.46065
"2009-9-29 06:44:45.0",20.46065
"2009-9-29 06:44:46.0",20.46065
"2009-9-29 06:44:47.0",20.46065
"2009-9-29 06:44:48.0",20.46065
"2009-9-29 06:44:49.0",20.46065
"2009-9-29 06:44:50.0",20.46065
"2009-9-29 06:44:51.0",20.3482
"2009-9-29 06:44:52.0",20.3482
"2009-9-29 06:44:53.0",20.3482
"2009-9-29 06:44:54.0",20.3482
"2009-9-29 06:44:56.0",20.3482
"2009-9-29 06:44:57.0",20.3482
"2009-9-29 06:44:58.0",20.3482
"2009-9-29 06:44:59.0",20.3482
"2009-9-29 06:45:00.0",20.3482
"2009-9-29 06:45:01.0",20.3482
"2009-9-29 06:45:02.0",20.3482
"2009-9-29 06:45:03.0",20.3482
"2009-9-29 06:45:04.0",20.3482
"2009-9-29 06:45:05.0",20.3482
"2009-9-29 06:45:06.0",20.3482
"2009-9-29 06:45:07.0",20.3482
"2009-9-29 06:45:09.0",20.3482
"2009-9-29 06:45:10.0",20.3482
"2009-9-29 06:45:11.0",20.3482
"2009-9-29 06:45:12.0",20.3482
"2009-9-29 06:45:13.0",20.3482
"2009-9-29 06:45:14.0",20.3482
"2009-9-29 06:45:15.0",20.3482
"2009-9-29 06:45:16.0",20.3482
"2009-9-29 06:45:17.0",20.3482
"2009-9-29 06:45:18.0",20.3482
"2009-9-29 06:45:19.0",20.3482
"2009-9-29 06:45:20.0",20.3482
"2009-9-29 06:45:22.0",20.23575
"2009-9-29 06:45:23.0",20.23575
