time,"cricket temperature probe"
"2006-10-28 16:00:03.0",20.1233
"2006-10-28 16:00:04.0",20.23575
"2006-10-28 16:00:05.0",20.68555
"2006-10-28 16:00:06.0",21.2478
"2006-10-28 16:00:07.0",21.58515
"2006-10-28 16:00:08.0",21.58515
"2006-10-28 16:00:10.0",21.2478
"2006-10-28 16:00:11.0",21.0229
"2006-10-28 16:00:12.0",20.7980
"2006-10-28 16:00:13.0",20.68555
"2006-10-28 16:00:14.0",20.5731
"2006-10-28 16:00:15.0",20.5731
"2006-10-28 16:00:16.0",20.5731
"2006-10-28 16:00:17.0",20.5731
"2006-10-28 16:00:18.0",20.5731
"2006-10-28 16:00:19.0",20.5731
"2006-10-28 16:00:20.0",20.5731
"2006-10-28 16:00:21.0",20.5731
"2006-10-28 16:00:22.0",20.5731
"2006-10-28 16:00:23.0",20.5731
"2006-10-28 16:00:24.0",20.5731
"2006-10-28 16:00:26.0",20.5731
"2006-10-28 16:00:27.0",20.5731
"2006-10-28 16:00:28.0",20.5731
"2006-10-28 16:00:29.0",20.5731
"2006-10-28 16:00:30.0",20.5731
"2006-10-28 16:00:31.0",20.5731
"2006-10-28 16:00:32.0",20.5731
"2006-10-28 16:00:33.0",20.5731
"2006-10-28 16:00:34.0",20.5731
"2006-10-28 16:00:35.0",20.5731
"2006-10-28 16:00:36.0",20.5731
"2006-10-28 16:00:37.0",20.5731
"2006-10-28 16:00:38.0",20.5731
"2006-10-28 16:00:39.0",20.5731
"2006-10-28 16:00:41.0",20.5731
"2006-10-28 16:00:42.0",20.5731
"2006-10-28 16:00:43.0",20.5731
"2006-10-28 16:00:44.0",20.5731
"2006-10-28 16:00:45.0",20.5731
"2006-10-28 16:00:46.0",20.5731
"2006-10-28 16:00:47.0",20.5731
"2006-10-28 16:00:48.0",20.5731
"2006-10-28 16:00:49.0",20.5731
"2006-10-28 16:00:50.0",20.46065
"2006-10-28 16:00:51.0",20.46065
"2006-10-28 16:00:52.0",20.46065
"2006-10-28 16:00:53.0",20.46065
"2006-10-28 16:00:55.0",20.46065
"2006-10-28 16:00:56.0",20.46065
"2006-10-28 16:00:57.0",20.46065
"2006-10-28 16:00:58.0",20.46065
"2006-10-28 16:00:59.0",20.46065
"2006-10-28 16:01:00.0",20.46065
"2006-10-28 16:01:01.0",20.46065
"2006-10-28 16:01:02.0",20.46065
"2006-10-28 16:01:03.0",20.46065
"2006-10-28 16:01:04.0",20.3482
"2006-10-28 16:01:05.0",20.3482
"2006-10-28 16:01:06.0",20.3482
"2006-10-28 16:01:07.0",20.3482
"2006-10-28 16:01:08.0",20.3482
"2006-10-28 16:01:10.0",20.3482
"2006-10-28 16:01:11.0",20.3482
"2006-10-28 16:01:12.0",20.3482
"2006-10-28 16:01:13.0",20.3482
"2006-10-28 16:01:14.0",20.3482
"2006-10-28 16:01:15.0",20.3482
"2006-10-28 16:01:16.0",20.3482
"2006-10-28 16:01:17.0",20.23575
"2006-10-28 16:01:18.0",20.23575
"2006-10-28 16:01:19.0",20.23575
"2006-10-28 16:01:20.0",20.23575
"2006-10-28 16:01:21.0",20.23575
"2006-10-28 16:01:22.0",20.23575
"2006-10-28 16:01:23.0",20.23575
"2006-10-28 16:01:25.0",20.23575
"2006-10-28 16:01:26.0",20.1233
"2006-10-28 16:01:27.0",20.1233
"2006-10-28 16:01:28.0",20.1233
"2006-10-28 16:01:29.0",20.1233
"2006-10-28 16:01:30.0",20.1233
"2006-10-28 16:01:31.0",20.1233
"2006-10-28 16:01:32.0",20.01085
"2006-10-28 16:01:33.0",20.01085
"2006-10-28 16:01:34.0",20.01085
"2006-10-28 16:01:35.0",20.01085
"2006-10-28 16:01:36.0",20.01085
"2006-10-28 16:01:37.0",20.01085
"2006-10-28 16:01:39.0",20.01085
"2006-10-28 16:01:40.0",19.8984
"2006-10-28 16:01:41.0",19.8984
"2006-10-28 16:01:42.0",19.8984
"2006-10-28 16:01:43.0",19.8984
"2006-10-28 16:01:44.0",19.8984
"2006-10-28 16:01:45.0",19.8984
"2006-10-28 16:01:46.0",19.8984
"2006-10-28 16:01:47.0",19.8984
"2006-10-28 16:01:48.0",19.8984
"2006-10-28 16:01:49.0",19.78595
"2006-10-28 16:01:50.0",19.78595
"2006-10-28 16:01:51.0",25.85825
"2006-10-28 16:01:52.0",29.7940
"2006-10-28 16:01:54.0",31.03095
"2006-10-28 16:01:55.0",32.0430
"2006-10-28 16:01:56.0",32.38035
"2006-10-28 16:01:57.0",32.60525
"2006-10-28 16:01:58.0",32.9426
"2006-10-28 16:01:59.0",32.9426
"2006-10-28 16:02:00.0",32.9426
"2006-10-28 16:02:01.0",32.9426
"2006-10-28 16:02:02.0",32.9426
"2006-10-28 16:02:03.0",32.9426
"2006-10-28 16:02:04.0",32.9426
"2006-10-28 16:02:05.0",32.9426
"2006-10-28 16:02:06.0",32.9426
"2006-10-28 16:02:07.0",32.9426
"2006-10-28 16:02:09.0",33.05505
"2006-10-28 16:02:10.0",33.05505
"2006-10-28 16:02:11.0",33.05505
"2006-10-28 16:02:12.0",33.05505
"2006-10-28 16:02:13.0",32.7177
"2006-10-28 16:02:14.0",30.58115
"2006-10-28 16:02:15.0",28.55705
"2006-10-28 16:02:16.0",27.5450
"2006-10-28 16:02:17.0",26.75785
"2006-10-28 16:02:18.0",26.1956
"2006-10-28 16:02:19.0",25.7458
"2006-10-28 16:02:20.0",25.18355
"2006-10-28 16:02:21.0",26.08315
"2006-10-28 16:02:22.0",29.90645
"2006-10-28 16:02:24.0",30.80605
"2006-10-28 16:02:25.0",31.3683
"2006-10-28 16:02:26.0",31.48075
"2006-10-28 16:02:27.0",31.5932
"2006-10-28 16:02:28.0",31.70565
"2006-10-28 16:02:29.0",31.70565
"2006-10-28 16:02:30.0",31.8181
"2006-10-28 16:02:31.0",31.8181
"2006-10-28 16:02:32.0",31.8181
"2006-10-28 16:02:33.0",31.8181
"2006-10-28 16:02:34.0",31.8181
"2006-10-28 16:02:35.0",31.8181
"2006-10-28 16:02:36.0",31.8181
"2006-10-28 16:02:37.0",31.8181
