time,"cricket temperature probe"
"10/28/2006 18:59:59",19.8984
"10/28/2006 19:00:01",19.8984
"10/28/2006 19:00:02",19.8984
"10/28/2006 19:00:03",19.78595
"10/28/2006 19:00:04",19.78595
"10/28/2006 19:00:05",19.8984
"10/28/2006 19:00:06",19.8984
"10/28/2006 19:00:07",19.8984
"10/28/2006 19:00:08",19.8984
"10/28/2006 19:00:09",20.01085
"10/28/2006 19:00:10",20.01085
"10/28/2006 19:00:11",20.01085
"10/28/2006 19:00:12",20.01085
"10/28/2006 19:00:13",20.1233
"10/28/2006 19:00:14",20.1233
"10/28/2006 19:00:16",20.23575
"10/28/2006 19:00:17",20.23575
"10/28/2006 19:00:18",20.23575
"10/28/2006 19:00:19",20.23575
"10/28/2006 19:00:20",20.23575
"10/28/2006 19:00:21",20.23575
"10/28/2006 19:00:22",20.23575
"10/28/2006 19:00:23",20.3482
"10/28/2006 19:00:24",20.46065
"10/28/2006 19:00:25",20.5731
"10/28/2006 19:00:26",20.5731
"10/28/2006 19:00:27",20.5731
"10/28/2006 19:00:28",20.68555
"10/28/2006 19:00:30",20.68555
"10/28/2006 19:00:31",20.91045
"10/28/2006 19:00:32",21.0229
"10/28/2006 19:00:33",21.13535
"10/28/2006 19:00:34",21.13535
"10/28/2006 19:00:35",21.2478
"10/28/2006 19:00:36",21.2478
"10/28/2006 19:00:37",21.36025
"10/28/2006 19:00:38",21.36025
"10/28/2006 19:00:39",21.4727
"10/28/2006 19:00:40",21.4727
"10/28/2006 19:00:41",21.58515
"10/28/2006 19:00:42",21.58515
"10/28/2006 19:00:44",21.58515
"10/28/2006 19:00:45",21.58515
"10/28/2006 19:00:46",21.81005
"10/28/2006 19:00:47",21.9225
"10/28/2006 19:00:48",22.03495
"10/28/2006 19:00:49",22.03495
"10/28/2006 19:00:50",22.1474
"10/28/2006 19:00:51",22.1474
"10/28/2006 19:00:52",22.25985
"10/28/2006 19:00:53",22.48475
"10/28/2006 19:00:54",22.5972
"10/28/2006 19:00:55",22.70965
"10/28/2006 19:00:56",22.8221
"10/28/2006 19:00:57",22.93455
"10/28/2006 19:00:59",23.0470
"10/28/2006 19:01:00",23.38435
"10/28/2006 19:01:01",23.60925
"10/28/2006 19:01:02",23.83415
"10/28/2006 19:01:03",23.7217
"10/28/2006 19:01:04",24.1715
