time,"cricket temperature probe"
"10/28/2006 19:00:06",18.43655
"10/28/2006 19:00:07",18.5490
"10/28/2006 19:00:08",18.5490
"10/28/2006 19:00:09",18.43655
"10/28/2006 19:00:10",18.43655
"10/28/2006 19:00:11",18.5490
"10/28/2006 19:00:12",18.66145
"10/28/2006 19:00:13",18.7739
"10/28/2006 19:00:14",18.7739
"10/28/2006 19:00:15",18.88635
"10/28/2006 19:00:16",18.88635
"10/28/2006 19:00:18",18.9988
"10/28/2006 19:00:19",19.11125
"10/28/2006 19:00:20",19.2237
"10/28/2006 19:00:21",19.4486
"10/28/2006 19:00:22",19.56105
"10/28/2006 19:00:23",19.56105
"10/28/2006 19:00:24",19.78595
"10/28/2006 19:00:25",19.8984
"10/28/2006 19:00:26",20.01085
"10/28/2006 19:00:27",20.23575
"10/28/2006 19:00:28",20.46065
"10/28/2006 19:00:29",20.7980
"10/28/2006 19:00:30",21.0229
"10/28/2006 19:00:32",21.58515
"10/28/2006 19:00:33",22.03495
"10/28/2006 19:00:34",22.48475
"10/28/2006 19:00:35",22.5972
"10/28/2006 19:00:36",23.2719
"10/28/2006 19:00:37",23.9466
"10/28/2006 19:00:38",24.73375
"10/28/2006 19:00:39",25.5209
"10/28/2006 19:00:40",26.1956
"10/28/2006 19:00:41",27.0952
"10/28/2006 19:00:42",27.88235
"10/28/2006 19:00:43",28.55705
"10/28/2006 19:00:44",29.23175
"10/28/2006 19:00:46",29.5691
"10/28/2006 19:00:47",29.7940
"10/28/2006 19:00:48",29.45665
"10/28/2006 19:00:49",29.3442
"10/28/2006 19:00:50",29.5691
"10/28/2006 19:00:51",29.3442
"10/28/2006 19:00:52",29.1193
"10/28/2006 19:00:53",28.78195
"10/28/2006 19:00:54",28.4446
"10/28/2006 19:00:55",28.33215
"10/28/2006 19:00:56",28.2197
"10/28/2006 19:00:57",27.9948
"10/28/2006 19:00:58",27.7699
"10/28/2006 19:00:59",27.5450
"10/28/2006 19:01:01",27.20765
"10/28/2006 19:01:02",27.0952
"10/28/2006 19:01:03",26.98275
"10/28/2006 19:01:04",26.75785
"10/28/2006 19:01:05",26.75785
"10/28/2006 19:01:06",26.75785
"10/28/2006 19:01:07",26.8703
"10/28/2006 19:01:08",27.0952
"10/28/2006 19:01:09",27.43255
"10/28/2006 19:01:10",27.65745
"10/28/2006 19:01:11",27.9948
"10/28/2006 19:01:12",28.33215
"10/28/2006 19:01:13",28.78195
"10/28/2006 19:01:15",29.23175
"10/28/2006 19:01:16",29.5691
"10/28/2006 19:01:17",30.0189
"10/28/2006 19:01:18",30.4687
"10/28/2006 19:01:19",30.9185
"10/28/2006 19:01:20",31.25585
"10/28/2006 19:01:21",31.5932
"10/28/2006 19:01:22",31.5932
"10/28/2006 19:01:23",31.48075
"10/28/2006 19:01:24",31.3683
"10/28/2006 19:01:25",31.25585
"10/28/2006 19:01:26",31.25585
"10/28/2006 19:01:27",30.9185
"10/28/2006 19:01:29",30.58115
"10/28/2006 19:01:30",30.13135
"10/28/2006 19:01:31",29.7940
"10/28/2006 19:01:32",29.3442
"10/28/2006 19:01:33",29.00685
"10/28/2006 19:01:34",28.55705
"10/28/2006 19:01:35",28.10725
"10/28/2006 19:01:36",27.7699
"10/28/2006 19:01:37",27.3201
