time,external
1284393000,19.92
1284393030,20.24
1284393060,20.24
1284393090,20.24
1284393120,20.24
1284393150,20.57
1284393180,20.57
1284393210,20.89
1284393240,20.89
1284393270,21.21
1284393300,21.53
1284393330,21.86
1284393360,22.18
1284393390,22.18
1284393420,22.50
1284393450,22.82
1284393480,22.82
1284393510,23.14
1284393540,23.47
1284393570,23.47
1284393600,23.79
1284393630,23.79
1284393660,24.11
1284393690,24.11
1284393720,24.43
1284393750,24.76
1284393780,24.76
1284393810,24.76
1284393840,25.08
1284393870,25.08
1284393900,25.40
1284393930,25.40
1284393960,25.72
1284393990,25.72
1284394020,25.72
1284394050,26.04
1284394080,26.37
1284394110,26.37
1284394140,26.69
1284394170,26.69
1284394200,27.01
1284394230,27.01
1284394260,27.33
1284394290,27.66
1284394320,27.66
1284394350,27.98
1284394380,27.98
1284394410,28.30
1284394440,28.62
1284394470,28.62
1284394500,28.62
1284394530,28.62
1284394560,28.95
1284394590,28.95
1284394620,28.95
1284394650,28.95
1284394680,29.27
1284394710,29.27
1284394740,29.27
1284394770,29.59
1284394800,29.59
1284394830,29.59
1284394860,29.91
1284394890,29.91
1284394920,30.23
1284394950,30.23
1284394980,30.56
1284395010,30.56
1284395040,30.56
1284395070,30.56
1284395100,30.88
1284395130,30.88
1284395160,30.88
1284395190,31.20
1284395220,31.20
1284395250,31.20
1284395280,31.52
1284395310,31.52
1284395340,31.52
1284395370,31.85
1284395400,31.85
1284395430,31.85
1284395460,32.17
