time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
03/08/2010 14:50:36,42.365616,-71.10372,0.98,1063.47,26.04,14,2,0
03/08/2010 14:50:37,42.36555,-71.10374,1.09,1068.00,25.72,28,3,2
03/08/2010 14:50:39,42.3655,-71.10374,1.13,1065.74,25.72,29,0,1
03/08/2010 14:50:40,42.365486,-71.10375,0.94,1068.75,25.40,31,0,1
03/08/2010 14:50:41,42.365444,-71.10377,1.02,1054.23,25.08,25,3,1
03/08/2010 14:50:42,42.365444,-71.10378,0.86,1057.34,25.08,12,5,2
03/08/2010 14:50:43,42.365444,-71.1038,1.09,1066.50,25.08,10,5,2
03/08/2010 14:50:44,42.36547,-71.10381,1.09,1067.25,25.08,11,6,2
03/08/2010 14:50:45,42.365486,-71.103836,1.17,1068.75,25.08,12,7,2
03/08/2010 14:50:46,42.36552,-71.10385,1.25,1065.74,24.76,36,10,3
03/08/2010 14:50:47,42.365536,-71.10387,1.25,1064.99,24.76,17,12,2
03/08/2010 14:50:48,42.36555,-71.10388,1.13,1063.47,24.76,20,15,2
03/08/2010 14:50:49,42.365566,-71.1039,1.17,1054.23,24.43,43,16,2
03/08/2010 14:50:50,42.365566,-71.1039,1.13,1047.92,24.43,38,16,2
03/08/2010 14:50:52,42.365585,-71.1039,1.02,1025.77,24.43,38,15,2
03/08/2010 14:50:53,42.365616,-71.1039,0.94,1031.64,24.43,43,14,2
03/08/2010 14:50:54,42.36565,-71.10388,1.02,1009.41,24.43,36,14,2
03/08/2010 14:50:55,42.365665,-71.10387,1.17,985.95,24.11,24,14,2
03/08/2010 14:50:56,42.36568,-71.10385,0.94,974.72,24.11,20,14,2
03/08/2010 14:50:57,42.3657,-71.103836,0.86,1043.11,24.11,16,16,2
03/08/2010 14:50:58,42.365715,-71.10381,1.09,1058.88,24.11,17,19,0
03/08/2010 14:50:59,42.365746,-71.10381,1.17,1064.99,23.79,29,21,0
03/08/2010 14:51:00,42.36582,-71.103836,1.17,1066.50,23.47,28,24,0
03/08/2010 14:51:01,42.365837,-71.103836,1.25,1057.34,23.14,44,24,0
03/08/2010 14:51:02,42.365868,-71.103836,1.25,1061.95,23.14,41,24,2
03/08/2010 14:51:04,42.365887,-71.103836,1.25,1058.11,22.82,32,25,1
03/08/2010 14:51:05,42.365902,-71.103836,1.33,1058.11,22.82,24,25,1
03/08/2010 14:51:06,42.365932,-71.103836,1.17,1058.11,22.50,36,25,1
03/08/2010 14:51:07,42.365967,-71.103836,1.45,1058.11,22.18,15,26,2
03/08/2010 14:51:08,42.365967,-71.103836,1.33,1058.88,22.18,24,25,1
03/08/2010 14:51:09,42.365982,-71.10381,1.05,1061.19,21.86,18,26,0
03/08/2010 14:51:09,42.366,-71.1038,0.98,1062.71,21.86,37,23,1
03/08/2010 14:51:10,42.366,-71.1038,1.13,1068.00,21.53,35,21,0
03/08/2010 14:51:11,42.366016,-71.10375,0.98,1068.00,21.53,46,16,1
03/08/2010 14:51:12,42.366016,-71.10374,0.94,1061.19,21.21,26,13,1
03/08/2010 14:51:14,42.36603,-71.10372,1.05,1064.23,21.21,7,11,0
03/08/2010 14:51:15,42.36603,-71.10368,1.13,1062.71,21.21,6,9,0
03/08/2010 14:51:16,42.36603,-71.10368,1.09,1061.95,21.21,8,6,0
03/08/2010 14:51:17,42.36603,-71.10367,1.13,1061.95,21.21,6,4,0
03/08/2010 14:51:18,42.36603,-71.10363,1.29,1061.19,21.21,12,3,0
03/08/2010 14:51:19,42.366016,-71.103615,1.29,1058.88,20.89,33,2,1
03/08/2010 14:51:20,42.366016,-71.1036,1.25,1056.56,20.57,31,1,0
03/08/2010 14:51:21,42.36603,-71.103584,1.33,1056.56,20.24,28,0,2
03/08/2010 14:51:22,42.366047,-71.103584,1.29,1056.56,20.24,24,0,1
03/08/2010 14:51:23,42.366096,-71.10356,1.25,1057.34,20.24,27,65535,2
03/08/2010 14:51:24,42.36611,-71.103546,1.09,1060.42,19.92,32,4,1
03/08/2010 14:51:25,42.36613,-71.10353,1.13,1064.23,19.92,34,5,1
03/08/2010 14:51:27,42.366154,-71.103516,1.09,1064.23,19.60,34,11,1
03/08/2010 14:51:28,42.366154,-71.1035,1.21,1067.25,19.60,43,16,1
03/08/2010 14:51:29,42.36617,-71.103485,1.17,1070.98,19.28,46,17,0
03/08/2010 14:51:30,42.366188,-71.10347,1.17,1071.72,19.28,45,19,0
03/08/2010 14:51:31,42.366203,-71.10345,1.17,1072.46,18.96,43,23,0
03/08/2010 14:51:32,42.366203,-71.10343,1.29,1068.75,18.96,36,23,0
03/08/2010 14:51:33,42.36622,-71.10342,1.33,1060.42,18.96,23,26,0
03/08/2010 14:51:34,42.36622,-71.10342,1.33,1058.11,18.96,27,28,0
03/08/2010 14:51:35,42.366234,-71.103386,1.21,1055.79,18.63,32,32,0
03/08/2010 14:51:36,42.366253,-71.10337,1.21,1055.01,18.63,29,36,1
03/08/2010 14:51:37,42.36627,-71.103355,1.25,1055.01,18.63,29,38,0
03/08/2010 14:51:39,42.36627,-71.103355,1.29,1054.23,18.63,19,40,0
03/08/2010 14:51:40,42.366283,-71.10334,1.17,1055.01,18.31,35,41,0
03/08/2010 14:51:41,42.3663,-71.10334,1.17,1055.79,18.31,29,43,0
03/08/2010 14:51:42,42.366318,-71.10334,1.37,1055.01,18.31,20,43,0
03/08/2010 14:51:43,42.3663,-71.10334,1.52,1055.01,18.31,33,41,0
03/08/2010 14:51:44,42.3663,-71.10334,1.37,1058.11,17.99,29,41,2
03/08/2010 14:51:45,42.366318,-71.10332,1.05,1060.42,17.99,22,40,3
03/08/2010 14:51:46,42.366333,-71.10332,1.09,1056.56,17.99,30,39,1
03/08/2010 14:51:47,42.366333,-71.10328,1.09,1055.79,17.99,24,37,0
03/08/2010 14:51:48,42.366333,-71.10328,1.05,1051.87,17.67,40,36,0
03/08/2010 14:51:49,42.36635,-71.103264,1.17,1051.87,17.67,33,34,0
