time,latitude,longitude,acceleration,light,temperature,sound,counts,altitude
06/29/2010 21:01:56,42.736004,-71.21029,0.86,0.00,19.28,0,21,31
06/29/2010 21:03:01,42.735847,-71.21023,0.90,0.00,19.28,0,10,57
06/29/2010 21:04:05,42.73588,-71.21025,0.90,0.00,19.28,0,41,58
06/29/2010 21:05:09,42.735638,-71.21011,0.90,0.00,19.28,0,14,87
06/29/2010 21:06:13,42.735817,-71.210304,0.90,0.00,19.28,0,26,60
06/29/2010 21:07:17,42.73602,-71.21023,0.86,0.00,19.28,0,7,30
06/29/2010 21:08:22,42.73588,-71.21027,0.90,0.00,19.28,0,29,45
06/29/2010 21:09:26,42.735897,-71.210335,0.86,0.00,19.28,0,15,45
06/29/2010 21:10:30,42.73588,-71.21021,0.90,0.00,19.60,0,36,44
06/29/2010 21:11:34,,,0.90,0.00,19.28,0,18, 
06/29/2010 21:12:38,,,0.90,0.00,19.28,0,25, 
06/29/2010 21:13:43,,,0.86,0.00,19.28,0,22, 
06/29/2010 21:14:47,,,0.86,0.00,19.28,0,22, 
06/29/2010 21:15:51,42.735897,-71.21029,0.90,0.00,19.28,0,24,36
06/29/2010 21:16:55,42.735897,-71.210304,0.90,0.00,19.28,0,24,41
06/29/2010 21:18:00,42.736004,-71.2104,0.86,0.00,19.28,0,26,39
06/29/2010 21:19:04,42.735832,-71.21015,0.90,0.00,19.28,0,12,47
06/29/2010 21:20:08,42.735897,-71.21018,0.90,0.00,19.28,0,39,35
06/29/2010 21:21:12,,,0.90,0.00,19.28,0,18, 
06/29/2010 21:22:16,42.735703,-71.21013,0.86,0.00,19.28,0,25,54
06/29/2010 21:23:21,42.735832,-71.21023,0.90,0.00,19.28,0,23,52
06/29/2010 21:24:25,,,0.90,0.00,19.28,0,25, 
06/29/2010 21:25:29,,,0.86,0.00,19.28,0,28, 
06/29/2010 21:26:34,,,0.90,0.00,19.28,0,9, 
06/29/2010 21:27:38,42.735863,-71.21021,0.90,0.00,19.28,0,35,56
06/29/2010 21:28:42,42.735817,-71.21029,0.90,0.00,19.28,0,13,43
06/29/2010 21:29:46,42.736004,-71.210304,0.90,0.00,19.28,0,32,41
06/29/2010 21:30:51,42.735928,-71.21029,0.90,0.00,19.28,0,24,47
06/29/2010 21:31:55,42.735954,-71.21035,0.86,0.00,19.28,0,23,40
06/29/2010 21:32:59,42.735912,-71.21025,0.86,0.00,19.28,0,18,46
06/29/2010 21:34:03,42.735985,-71.21032,0.90,0.00,19.28,0,7,35
06/29/2010 21:35:07,42.735897,-71.21025,0.86,0.00,19.28,0,42,42
06/29/2010 21:36:11,42.735817,-71.21017,0.90,0.00,19.28,0,24,47
06/29/2010 21:37:16,42.735863,-71.21018,0.90,0.00,19.28,0,22,44
06/29/2010 21:38:20,42.735863,-71.21023,0.86,0.00,19.28,0,15,41
06/29/2010 21:39:24,42.73588,-71.21025,0.90,0.00,19.28,2,37,42
06/29/2010 21:40:28,42.735863,-71.21023,0.90,0.00,19.28,0,28,47
06/29/2010 21:41:32,42.735928,-71.21027,0.90,0.00,19.28,1,30,44
06/29/2010 21:42:37,42.735928,-71.21027,0.86,0.00,19.28,0,21,40
06/29/2010 21:43:41,42.735817,-71.21023,0.90,0.00,19.60,0,9,40
06/29/2010 21:44:45,42.735912,-71.210304,0.86,0.00,19.28,0,32,39
06/29/2010 21:45:49,42.735954,-71.21029,0.86,0.00,19.60,0,18,41
06/29/2010 21:46:53,42.735832,-71.21023,0.90,4.19,20.24,0,19,31
06/29/2010 21:47:58,42.735863,-71.21021,0.90,2.10,20.57,1,11,34
06/29/2010 21:49:02,42.735783,-71.21011,0.86,4.19,20.57,0,13,46
06/29/2010 21:50:06,42.735683,-71.21011,0.86,8.38,20.89,0,15,59
06/29/2010 21:51:10,42.735718,-71.21011,0.86,8.38,20.89,1,8,66
06/29/2010 21:52:15,42.735752,-71.21011,0.90,8.38,21.53,0,11,38
06/29/2010 21:53:19,42.735752,-71.21011,0.90,8.38,21.53,1,14,48
06/29/2010 21:54:23,42.735767,-71.21015,0.90,8.38,21.86,0,15,47
06/29/2010 21:55:27,42.735752,-71.21011,0.86,8.38,22.18,0,14,48
06/29/2010 21:56:32,42.735767,-71.21011,0.90,8.38,22.50,0,4,44
06/29/2010 21:57:36,42.735767,-71.21011,0.90,8.38,22.50,0,25,43
06/29/2010 21:58:40,42.735863,-71.21023,0.90,8.38,22.82,0,18,40
06/29/2010 21:59:44,42.735832,-71.21025,0.90,8.38,22.82,0,16,36
06/29/2010 22:00:48,42.735954,-71.210304,0.86,0.00,23.14,0,16,15
06/29/2010 22:01:52,42.735847,-71.21023,0.86,0.00,23.14,0,20,24
06/29/2010 22:02:57,42.735798,-71.21017,0.86,0.00,23.14,0,13,42
06/29/2010 22:04:01,42.735832,-71.21017,0.86,0.00,23.47,0,9,34
06/29/2010 22:05:05,42.735733,-71.21015,0.90,0.00,23.47,0,25,48
06/29/2010 22:06:09,42.735912,-71.21025,0.90,0.00,23.47,0,19,25
06/29/2010 22:07:13,42.735897,-71.21021,0.90,0.00,23.47,0,14,29
06/29/2010 22:08:17,42.735752,-71.209984,0.90,0.00,23.47,0,13,66
06/29/2010 22:09:22,42.735798,-71.21008,0.86,0.00,23.79,0,11,44
06/29/2010 22:10:26,42.735798,-71.21017,0.86,0.00,23.79,0,12,39
06/29/2010 22:11:30,42.735832,-71.21017,0.90,0.00,23.79,0,19,39
06/29/2010 22:12:34,42.735832,-71.2101,0.90,0.00,23.79,0,6,37
06/29/2010 22:13:38,42.735798,-71.2101,0.86,0.00,23.79,0,19,41
06/29/2010 22:14:42,42.735798,-71.21017,0.90,0.00,24.11,0,19,31
06/29/2010 22:15:46,42.735798,-71.21015,0.90,0.00,24.11,0,10,40
06/29/2010 22:16:50,42.735897,-71.21029,0.86,0.00,24.11,0,23,29
06/29/2010 22:17:55,42.735603,-71.21008,0.90,0.00,24.11,0,10,65532
06/29/2010 22:18:59,42.735817,-71.21011,0.90,0.00,24.11,0,15,40
06/29/2010 22:20:03,42.735733,-71.2102,0.90,0.00,24.11,0,14,24
06/29/2010 22:21:07,42.735783,-71.21017,0.90,0.00,24.11,0,13,34
06/29/2010 22:22:11,42.735783,-71.21023,0.86,0.00,24.11,0,3,37
06/29/2010 22:23:16,42.735798,-71.21015,0.86,0.00,24.11,0,21,50
06/29/2010 22:24:20,42.735783,-71.2101,0.90,0.00,24.11,0,13,36
06/29/2010 22:25:24,42.735847,-71.210365,0.86,0.00,24.43,0,13,3
06/29/2010 22:26:28,42.735718,-71.2102,0.90,0.00,24.43,0,10,15
06/29/2010 22:27:32,42.735718,-71.21013,0.86,0.00,24.43,0,19,33
06/29/2010 22:28:37,42.735832,-71.21023,0.86,0.00,24.43,0,16,31
06/29/2010 22:29:41,42.735798,-71.21023,0.86,0.00,24.43,0,11,34
06/29/2010 22:30:45,42.735817,-71.21018,0.86,0.00,24.43,0,22,35
06/29/2010 22:31:49,42.735817,-71.21018,0.90,0.00,24.43,0,19,30
06/29/2010 22:32:53,42.735817,-71.21018,0.90,0.00,24.43,0,10,38
06/29/2010 22:33:57,42.735733,-71.2102,0.86,0.00,24.43,0,2,16
06/29/2010 22:35:02,42.735767,-71.21013,0.86,0.00,24.43,0,21,34
06/29/2010 22:36:06,42.735817,-71.2101,0.90,0.00,24.43,0,12,58
06/29/2010 22:37:10,42.735798,-71.21015,0.90,0.00,24.43,0,11,46
06/29/2010 22:38:14,42.735783,-71.2101,0.90,0.00,24.43,0,14,40
06/29/2010 22:39:19,42.735767,-71.21025,0.86,0.00,24.43,0,5,20
06/29/2010 22:40:23,42.735798,-71.21017,0.90,0.00,24.43,0,29,41
06/29/2010 22:41:27,42.735783,-71.21023,0.90,0.00,24.43,0,21,31
06/29/2010 22:42:31,42.735783,-71.21018,0.90,0.00,24.43,0,9,41
06/29/2010 22:43:35,42.735798,-71.21021,0.86,0.00,24.43,0,22,45
06/29/2010 22:44:39,42.735798,-71.2102,0.86,0.00,24.43,0,19,40
06/29/2010 22:45:44,42.735798,-71.209984,0.86,0.00,24.43,0,18,63
06/29/2010 22:46:48,42.735817,-71.21017,0.86,0.00,24.43,0,16,50
06/29/2010 22:47:52,42.735798,-71.21015,0.86,0.00,24.43,0,21,47
06/29/2010 22:48:56,42.735798,-71.21013,0.86,0.00,24.43,0,4,48
06/29/2010 22:50:01,42.735817,-71.21032,0.90,0.00,24.76,0,16,31
06/29/2010 22:51:05,42.735847,-71.21052,0.86,0.00,24.43,0,18,16
06/29/2010 22:52:09,42.735832,-71.21032,0.90,0.00,24.43,0,16,34
06/29/2010 22:53:13,42.735832,-71.21027,0.90,0.00,24.43,0,14,37
06/29/2010 22:54:17,42.735817,-71.21023,0.90,0.00,24.76,0,6,39
06/29/2010 22:55:21,42.735767,-71.21008,0.90,0.00,24.43,0,19,42
06/29/2010 22:56:26,42.735897,-71.210365,0.90,0.00,24.43,0,13,53
06/29/2010 22:57:30,42.735798,-71.21017,0.90,0.00,24.43,0,13,39
06/29/2010 22:58:34,42.735798,-71.21007,0.90,0.00,24.43,0,9,56
06/29/2010 22:59:38,42.735798,-71.21011,0.90,0.00,24.43,0,16,46
06/29/2010 23:00:42,42.735783,-71.21008,0.90,0.00,24.43,0,17,48
06/29/2010 23:01:46,42.735783,-71.2101,0.86,0.00,24.76,0,14,49
06/29/2010 23:02:50,42.735783,-71.21007,0.86,0.00,24.43,0,13,50
06/29/2010 23:03:55,42.735767,-71.2101,0.90,0.00,24.43,0,5,51
06/29/2010 23:04:59,42.735798,-71.21025,0.86,0.00,24.43,0,27,37
06/29/2010 23:06:03,42.735783,-71.21,0.86,0.00,24.76,0,12,65
06/29/2010 23:07:07,42.735703,-71.209984,0.90,0.00,24.43,0,5,48
06/29/2010 23:08:11,42.73567,-71.21011,0.90,0.00,24.43,0,28,37
06/29/2010 23:09:16,42.735718,-71.21013,0.86,0.00,24.76,0,18,36
06/29/2010 23:10:20,42.735798,-71.21032,0.90,0.00,24.76,0,22,36
06/29/2010 23:11:24,42.735798,-71.21025,0.90,0.00,24.76,0,12,37
06/29/2010 23:12:28,42.735752,-71.21018,0.86,0.00,24.43,0,17,26
06/29/2010 23:13:32,42.735783,-71.210365,0.90,0.00,24.43,0,13,14
06/29/2010 23:14:37,42.735783,-71.210365,0.90,0.00,24.43,0,9,15
06/29/2010 23:15:41,42.735783,-71.21008,0.86,0.00,24.43,0,18,58
06/29/2010 23:16:45,42.735798,-71.21011,0.86,0.00,24.76,0,8,51
06/29/2010 23:17:49,42.735783,-71.2101,0.90,0.00,24.43,0,13,48
06/29/2010 23:18:53,42.735798,-71.21018,0.86,0.00,24.76,0,18,47
06/29/2010 23:19:58,42.735798,-71.2102,0.86,0.00,24.43,0,6,40
06/29/2010 23:21:02,42.735798,-71.21007,0.86,0.00,24.43,0,26,40
06/29/2010 23:22:06,42.735817,-71.21025,0.90,0.00,24.43,0,5,43
06/29/2010 23:23:10,42.735767,-71.21018,0.90,0.00,24.43,0,15,46
06/29/2010 23:24:15,42.735767,-71.21008,0.90,0.00,24.43,0,16,44
06/29/2010 23:25:19,42.735767,-71.2101,0.86,0.00,24.43,0,17,49
06/29/2010 23:26:23,42.735817,-71.21018,0.90,0.00,24.43,0,18,47
06/29/2010 23:27:27,42.735798,-71.21015,0.86,0.00,24.43,0,10,46
06/29/2010 23:28:31,42.735798,-71.21015,0.86,0.00,24.43,0,10,47
06/29/2010 23:29:36,42.735798,-71.21017,0.86,0.00,24.43,0,10,46
06/29/2010 23:30:40,42.735798,-71.21017,0.86,0.00,24.43,0,17,45
06/29/2010 23:31:44,42.735767,-71.210014,0.86,0.00,24.43,0,8,46
06/29/2010 23:32:48,42.735752,-71.209984,0.90,0.00,24.43,0,3,40
06/29/2010 23:33:52,42.73567,-71.2097,0.86,0.00,24.43,0,20,43
06/29/2010 23:34:56,42.735752,-71.20997,0.90,0.00,24.43,0,16,43
06/29/2010 23:36:01,42.735752,-71.20995,0.86,0.00,24.43,0,16,41
06/29/2010 23:37:05,42.735817,-71.21015,0.86,0.00,24.76,0,13,42
06/29/2010 23:38:09,42.735798,-71.21013,0.86,0.00,24.43,0,14,44
06/29/2010 23:39:13,42.735798,-71.2101,0.90,0.00,24.43,0,18,46
06/29/2010 23:40:17,42.735783,-71.210014,0.86,0.00,24.43,0,16,61
06/29/2010 23:41:21,42.735832,-71.21023,0.86,0.00,24.76,0,15,38
06/29/2010 23:42:25,42.735817,-71.21011,0.90,0.00,24.43,0,11,47
06/29/2010 23:43:30,42.735798,-71.21008,0.90,0.00,24.43,0,7,47
06/29/2010 23:44:34,42.735798,-71.2101,0.86,0.00,24.43,0,26,44
06/29/2010 23:45:38,42.735832,-71.21023,0.90,0.00,24.43,0,13,49
06/29/2010 23:46:42,42.735783,-71.209984,0.86,0.00,24.43,0,23,55
06/29/2010 23:47:46,42.735798,-71.21013,0.86,0.00,24.76,0,16,46
06/29/2010 23:48:51,42.735783,-71.210014,0.90,0.00,24.76,0,10,44
06/29/2010 23:49:55,42.735798,-71.21008,0.90,0.00,24.76,0,5,42
06/29/2010 23:50:59,42.735767,-71.210014,0.86,0.00,24.76,0,17,51
06/29/2010 23:52:03,42.735767,-71.21005,0.86,0.00,24.76,0,21,46
06/29/2010 23:53:07,42.735817,-71.21013,0.86,0.00,24.43,0,8,45
06/29/2010 23:54:12,42.735817,-71.21011,0.86,0.00,24.76,0,17,45
06/29/2010 23:55:16,42.735817,-71.21017,0.86,0.00,24.43,0,17,43
06/29/2010 23:56:20,42.735897,-71.21021,0.86,0.00,24.43,0,21,44
06/29/2010 23:57:24,42.735832,-71.21007,0.90,0.00,24.43,0,4,39
06/29/2010 23:58:28,42.735798,-71.2101,0.90,0.00,24.43,0,13,47
06/29/2010 23:59:32,42.735798,-71.21008,0.86,0.00,24.43,0,17,47
06/30/2010 00:00:37,42.735783,-71.21007,0.86,0.00,24.43,0,14,48
06/30/2010 00:01:41,42.735767,-71.21004,0.90,0.00,24.43,0,13,51
06/30/2010 00:02:45,42.735752,-71.21007,0.90,0.00,24.43,0,15,61
06/30/2010 00:03:49,42.735783,-71.2101,0.90,0.00,24.43,0,15,52
06/30/2010 00:04:53,42.735817,-71.2101,0.90,0.00,24.43,0,8,49
06/30/2010 00:05:58,42.735832,-71.21013,0.90,0.00,24.43,0,25,47
06/30/2010 00:07:02,42.735783,-71.21007,0.90,0.00,24.43,0,8,50
06/30/2010 00:08:06,42.735752,-71.21011,0.86,0.00,24.43,0,14,58
06/30/2010 00:09:10,42.735752,-71.21013,0.90,0.00,24.43,0,6,45
06/30/2010 00:10:14,42.735752,-71.21007,0.90,0.00,24.43,0,27,43
06/30/2010 00:11:18,42.735733,-71.21005,0.90,0.00,24.43,0,8,56
06/30/2010 00:12:23,42.735832,-71.21018,0.90,0.00,24.43,0,19,29
06/30/2010 00:13:27,42.735798,-71.2101,0.86,0.00,24.43,0,20,48
06/30/2010 00:14:31,42.735733,-71.21011,0.86,0.00,24.43,0,15,40
06/30/2010 00:15:35,42.735733,-71.21005,0.90,0.00,24.43,0,12,56
06/30/2010 00:16:39,42.735767,-71.21008,0.90,0.00,24.43,0,19,47
06/30/2010 00:17:43,42.735817,-71.21011,0.90,0.00,24.43,0,13,46
06/30/2010 00:18:48,42.735817,-71.21013,0.90,0.00,24.43,0,10,47
06/30/2010 00:19:52,42.735817,-71.21008,0.90,0.00,24.43,0,12,47
06/30/2010 00:20:56,42.735817,-71.2101,0.86,0.00,24.43,0,18,45
06/30/2010 00:22:00,42.735783,-71.21011,0.86,0.00,24.43,0,10,43
06/30/2010 00:23:04,42.735817,-71.2101,0.90,0.00,24.43,0,15,50
06/30/2010 00:24:09,42.735817,-71.2101,0.90,0.00,24.43,0,22,40
06/30/2010 00:25:13,42.735817,-71.21007,0.86,0.00,24.43,0,11,59
06/30/2010 00:26:17,42.735817,-71.21015,0.86,0.00,24.11,0,12,46
06/30/2010 00:27:21,42.735817,-71.21013,0.86,0.00,24.11,0,14,55
06/30/2010 00:28:25,42.735767,-71.21015,0.86,0.00,24.11,0,9,47
06/30/2010 00:29:29,42.735783,-71.2101,0.90,0.00,24.11,0,22,53
06/30/2010 00:30:34,42.735798,-71.21013,0.90,0.00,24.43,0,11,46
06/30/2010 00:31:38,42.735798,-71.2101,0.90,0.00,24.11,0,17,50
06/30/2010 00:32:42,42.735767,-71.21008,0.90,0.00,24.11,0,11,51
06/30/2010 00:33:46,42.735783,-71.21011,0.86,0.00,24.11,0,7,51
06/30/2010 00:34:50,42.735847,-71.21013,0.90,0.00,24.11,0,19,41
06/30/2010 00:35:55,42.735847,-71.21017,0.90,0.00,24.11,0,16,34
06/30/2010 00:36:59,42.735847,-71.21017,0.90,0.00,24.11,0,13,41
06/30/2010 00:38:03,42.735798,-71.21011,0.90,0.00,24.11,0,11,52
06/30/2010 00:39:07,42.73588,-71.21015,0.86,0.00,24.11,0,26,46
06/30/2010 00:40:11,42.735863,-71.21023,0.90,0.00,24.11,0,17,24
06/30/2010 00:41:16,42.735832,-71.21018,0.90,0.00,24.11,0,16,31
06/30/2010 00:42:20,42.735783,-71.21017,0.86,0.00,24.11,0,15,24
06/30/2010 00:43:24,42.735798,-71.21013,0.90,0.00,24.11,0,18,20
06/30/2010 00:44:28,42.735767,-71.21013,0.90,0.00,24.11,0,12,37
06/30/2010 00:45:33,42.735832,-71.21018,0.90,0.00,24.11,0,10,39
06/30/2010 00:46:37,42.735767,-71.21013,0.86,0.00,24.11,0,15,35
06/30/2010 00:47:41,42.735847,-71.21017,0.90,0.00,24.11,0,14,44
06/30/2010 00:48:45,42.735817,-71.21011,0.90,0.00,24.11,0,7,42
06/30/2010 00:49:49,42.735832,-71.21018,0.90,0.00,24.11,0,28,44
06/30/2010 00:50:54,42.735798,-71.21015,0.90,0.00,23.79,0,18,46
06/30/2010 00:51:58,42.735767,-71.21005,0.90,0.00,24.11,0,16,55
06/30/2010 00:53:02,42.735733,-71.21007,0.90,0.00,23.79,0,15,57
06/30/2010 00:54:06,42.735798,-71.21018,0.90,0.00,23.79,0,6,42
06/30/2010 00:55:11,42.735752,-71.21011,0.86,0.00,23.79,0,17,49
06/30/2010 00:56:15,42.735767,-71.21011,0.90,0.00,24.11,0,14,44
06/30/2010 00:57:19,42.735767,-71.21011,0.90,0.00,23.79,0,12,47
06/30/2010 00:58:23,42.735733,-71.2102,0.90,0.00,23.79,0,14,31
06/30/2010 00:59:27,42.735767,-71.21004,0.90,0.00,24.11,0,16,51
06/30/2010 01:00:32,42.735767,-71.21011,0.90,0.00,23.79,0,14,45
06/30/2010 01:01:36,42.735718,-71.21011,0.86,0.00,23.79,0,11,40
06/30/2010 01:02:40,42.735783,-71.21017,0.86,0.00,23.79,0,21,41
06/30/2010 01:03:44,42.735847,-71.210304,0.90,0.00,23.79,0,16,35
06/30/2010 01:04:48,42.735832,-71.21018,0.90,0.00,23.79,0,17,47
06/30/2010 01:05:52,42.735832,-71.21023,0.90,0.00,23.79,0,14,42
06/30/2010 01:06:57,42.735798,-71.2101,0.90,0.00,23.79,0,12,55
06/30/2010 01:08:01,42.735798,-71.2101,0.90,0.00,23.79,0,20,56
06/30/2010 01:09:05,42.735832,-71.210014,0.86,0.00,23.79,0,3,83
06/30/2010 01:10:09,42.735767,-71.21005,0.90,0.00,23.79,0,23,52
06/30/2010 01:11:14,42.735817,-71.21018,0.90,0.00,23.79,0,26,39
06/30/2010 01:12:18,42.735798,-71.21013,0.86,0.00,23.79,0,16,41
06/30/2010 01:13:22,42.735798,-71.21005,0.86,0.00,23.79,0,4,52
06/30/2010 01:14:26,42.735832,-71.21018,0.90,0.00,23.79,0,20,45
06/30/2010 01:15:30,42.735817,-71.2102,0.90,0.00,23.79,0,9,43
06/30/2010 01:16:35,42.735832,-71.21021,0.86,0.00,23.79,0,28,45
06/30/2010 01:17:39,42.735703,-71.21008,0.86,0.00,23.79,0,6,40
06/30/2010 01:18:43,42.735897,-71.21032,0.90,0.00,23.79,0,17,15
06/30/2010 01:19:47,42.73597,-71.21042,0.90,0.00,23.79,0,17,27
06/30/2010 01:20:51,42.735832,-71.21021,0.90,0.00,23.79,0,14,39
06/30/2010 01:21:56,42.735817,-71.21018,0.90,0.00,23.79,0,22,39
06/30/2010 01:23:00,42.735817,-71.2102,0.90,0.00,23.79,0,21,40
06/30/2010 01:24:04,42.735817,-71.21018,0.86,0.00,23.79,0,10,38
06/30/2010 01:25:08,42.735817,-71.2102,0.86,0.00,23.79,0,3,34
06/30/2010 01:26:13,42.735817,-71.21021,0.90,0.00,23.47,0,20,36
06/30/2010 01:27:17,42.73588,-71.21035,0.90,0.00,23.79,0,10,27
06/30/2010 01:28:21,42.735817,-71.21007,0.86,0.00,23.79,0,9,43
06/30/2010 01:29:25,42.735847,-71.21013,0.90,0.00,23.79,0,24,40
06/30/2010 01:30:29,42.735832,-71.2101,0.86,0.00,23.79,0,22,52
06/30/2010 01:31:33,42.735798,-71.21017,0.90,0.00,23.47,0,15,37
06/30/2010 01:32:38,42.735767,-71.21017,0.90,0.00,23.47,0,14,32
06/30/2010 01:33:42,42.735798,-71.21021,0.90,0.00,23.47,0,14,28
06/30/2010 01:34:46,42.735847,-71.21029,0.90,0.00,23.47,0,17,19
06/30/2010 01:35:50,42.735798,-71.21018,0.86,0.00,23.47,0,19,38
06/30/2010 01:36:55,42.735798,-71.2102,0.90,0.00,23.47,0,16,32
06/30/2010 01:37:59,42.735817,-71.21013,0.86,0.00,23.47,0,17,45
06/30/2010 01:39:03,42.735798,-71.21013,0.86,0.00,23.47,0,18,43
06/30/2010 01:40:07,42.735798,-71.21011,0.90,0.00,23.47,0,15,40
06/30/2010 01:41:11,42.735783,-71.21013,0.90,0.00,23.47,0,10,41
06/30/2010 01:42:16,42.735783,-71.21011,0.90,0.00,23.47,0,19,59
06/30/2010 01:43:20,42.735847,-71.21027,0.86,0.00,23.47,0,17,21
06/30/2010 01:44:24,42.735832,-71.21023,0.86,0.00,23.47,0,16,31
06/30/2010 01:45:28,42.735817,-71.21029,0.86,0.00,23.47,0,11,28
06/30/2010 01:46:32,42.735798,-71.21017,0.90,0.00,23.47,0,16,45
06/30/2010 01:47:36,42.735798,-71.21017,0.86,0.00,23.47,0,14,53
06/30/2010 01:48:41,42.735798,-71.21011,0.90,0.00,23.47,0,18,53
06/30/2010 01:49:45,42.735832,-71.21018,0.90,0.00,23.47,0,9,49
06/30/2010 01:50:49,42.735783,-71.21011,0.86,0.00,23.47,0,18,33
06/30/2010 01:51:53,42.735733,-71.21004,0.86,0.00,23.47,0,14,35
06/30/2010 01:52:57,42.735783,-71.21021,0.90,0.00,23.47,0,13,40
06/30/2010 01:54:01,42.735798,-71.21018,0.86,0.00,23.47,0,19,37
06/30/2010 01:55:06,42.735798,-71.21017,0.90,0.00,23.47,0,17,39
06/30/2010 01:56:10,42.735817,-71.21021,0.90,0.00,23.47,0,19,27
06/30/2010 01:57:14,42.735832,-71.21027,0.90,0.00,23.47,0,22,17
06/30/2010 01:58:18,42.735847,-71.21025,0.86,0.00,23.47,0,13,29
06/30/2010 01:59:23,42.735752,-71.21007,0.86,0.00,23.47,0,14,52
06/30/2010 02:00:27,42.735752,-71.21008,0.90,0.00,23.47,0,11,42
06/30/2010 02:01:31,42.735817,-71.21023,0.90,0.00,23.47,0,12,27
06/30/2010 02:02:35,42.735733,-71.21011,0.86,0.00,23.47,0,18,39
06/30/2010 02:03:39,42.73562,-71.209984,0.90,0.00,23.47,0,15,52
06/30/2010 02:04:44,42.73562,-71.20995,0.86,0.00,23.47,0,17,43
06/30/2010 02:05:48,42.735798,-71.21021,0.90,0.00,23.47,0,11,33
06/30/2010 02:06:52,42.735863,-71.21027,0.86,0.00,23.47,0,14,36
06/30/2010 02:07:56,42.735767,-71.21013,0.86,0.00,23.47,0,16,44
06/30/2010 02:09:00,42.735767,-71.21017,0.90,0.00,23.47,0,8,35
06/30/2010 02:10:05,42.735897,-71.21017,0.90,0.00,23.47,0,32,70
06/30/2010 02:11:09,42.735817,-71.21015,0.86,0.00,23.47,0,4,47
06/30/2010 02:12:13,42.735798,-71.21015,0.86,0.00,23.47,0,4,42
06/30/2010 02:13:17,42.735767,-71.2101,0.90,0.00,23.47,0,18,33
06/30/2010 02:14:22,42.735718,-71.21011,0.86,0.00,23.47,0,13,23
06/30/2010 02:15:26,42.735832,-71.21013,0.90,0.00,23.47,0,8,44
06/30/2010 02:16:30,42.735767,-71.21015,0.86,0.00,23.47,0,18,41
06/30/2010 02:17:34,42.735817,-71.2102,0.90,0.00,23.47,0,14,39
06/30/2010 02:18:38,42.735798,-71.21017,0.86,0.00,23.14,0,13,39
06/30/2010 02:19:42,42.735863,-71.21013,0.90,0.00,23.14,0,21,44
06/30/2010 02:20:47,42.73567,-71.21008,0.90,0.00,23.14,0,12,30
06/30/2010 02:21:51,42.735683,-71.21007,0.90,0.00,23.14,0,11,34
06/30/2010 02:22:55,42.735817,-71.2101,0.86,0.00,23.14,0,17,50
06/30/2010 02:23:59,42.735832,-71.21015,0.90,0.00,23.14,0,11,45
06/30/2010 02:25:03,42.736004,-71.21021,0.90,0.00,23.14,0,12,52
06/30/2010 02:26:07,42.73588,-71.21018,0.90,0.00,23.14,0,19,40
06/30/2010 02:27:12,42.735817,-71.21011,0.90,0.00,23.14,0,14,41
06/30/2010 02:28:16,42.735928,-71.21017,0.90,0.00,23.14,0,17,49
06/30/2010 02:29:20,42.7361,-71.21038,0.86,0.00,23.14,0,18,57
06/30/2010 02:30:24,42.735847,-71.21005,0.90,0.00,23.14,0,13,51
06/30/2010 02:31:28,42.735516,-71.20973,0.90,0.00,23.14,0,15,43
06/30/2010 02:32:32,42.736004,-71.21027,0.86,0.00,23.14,0,5,49
06/30/2010 02:33:36,42.735928,-71.21018,0.90,0.00,23.14,0,21,48
06/30/2010 02:34:40,42.73588,-71.2102,0.90,0.00,23.14,0,19,41
06/30/2010 02:35:45,42.735897,-71.2102,0.90,0.00,23.14,0,9,43
06/30/2010 02:36:49,42.735928,-71.21025,0.86,0.00,23.14,0,16,58
06/30/2010 02:37:53,42.73588,-71.21021,0.86,0.00,23.14,0,14,53
06/30/2010 02:38:57,42.735832,-71.21015,0.90,0.00,23.14,0,15,55
06/30/2010 02:40:02,42.735832,-71.21021,0.86,0.00,23.14,0,11,37
06/30/2010 02:41:06,42.735897,-71.21023,0.86,0.00,23.14,0,12,47
06/30/2010 02:42:10,42.735954,-71.210304,0.90,0.00,23.14,0,4,45
06/30/2010 02:43:14,42.735897,-71.21017,0.86,0.00,23.14,0,20,38
06/30/2010 02:44:18,42.735863,-71.21013,0.86,0.00,22.82,0,11,38
06/30/2010 02:45:23,42.735832,-71.21018,0.90,0.00,22.82,0,12,36
06/30/2010 02:46:27,42.735863,-71.21017,0.90,0.00,22.82,0,13,44
06/30/2010 02:47:31,42.735767,-71.21015,0.86,0.00,22.82,0,7,56
06/30/2010 02:48:35,42.735832,-71.2102,0.90,0.00,22.82,0,24,35
06/30/2010 02:49:40,42.735928,-71.21032,0.90,0.00,22.82,0,15,58
06/30/2010 02:50:44,42.735863,-71.21017,0.86,0.00,22.82,0,11,52
06/30/2010 02:51:48,42.735832,-71.2102,0.90,0.00,22.82,0,11,39
06/30/2010 02:52:52,42.735767,-71.2102,0.90,0.00,22.82,0,11,41
06/30/2010 02:53:56,42.735783,-71.21013,0.86,0.00,22.82,0,17,42
06/30/2010 02:55:01,42.735783,-71.21017,0.86,0.00,22.82,0,20,45
06/30/2010 02:56:05,42.735847,-71.21025,0.90,0.00,22.82,0,11,44
06/30/2010 02:57:09,42.735718,-71.21011,0.86,0.00,22.82,0,14,45
06/30/2010 02:58:13,42.735683,-71.20997,0.90,0.00,22.82,0,8,35
