time,latitude,longitude,acceleration,light,temperature,sound,counts,altitude
06/29/2010 16:18:21,42.735718,-71.21075,0.90,1066.50,36.04,2,18,40
06/29/2010 16:19:25,42.735703,-71.21073,0.90,1067.25,36.36,0,11,44
06/29/2010 16:20:29,42.735703,-71.21073,0.90,1067.25,37.00,0,6,46
06/29/2010 16:21:33,42.735718,-71.210785,0.90,1066.50,37.32,0,25,33
06/29/2010 16:22:37,42.735703,-71.21077,0.90,1067.25,37.97,0,13,43
06/29/2010 16:23:41,42.735683,-71.21075,0.90,1066.50,38.29,0,12,49
06/29/2010 16:24:45,42.73567,-71.21073,0.90,0.00,37.32,17,6,52
06/29/2010 16:25:49,42.735863,-71.20995,0.94,1062.71,37.00,17,6,49
06/29/2010 16:26:53,42.73588,-71.20997,0.90,1063.47,36.36,7,23,45
06/29/2010 16:27:58,42.73588,-71.20997,0.94,1053.44,35.71,0,12,40
06/29/2010 16:29:02,42.735847,-71.20995,0.78,669.07,34.10,0,14,46
06/29/2010 16:30:06,42.73588,-71.21027,0.94,0.00,33.13,1,12,45
06/29/2010 16:31:10,42.735847,-71.21025,0.90,0.00,31.85,0,37,49
06/29/2010 16:32:14,42.735863,-71.21021,0.90,0.00,30.88,0,21,50
06/29/2010 16:33:18,42.735798,-71.2102,0.90,0.00,29.91,0,21,49
06/29/2010 16:34:22,42.735863,-71.2102,0.90,0.00,28.95,0,22,53
06/29/2010 16:35:27,42.735912,-71.210304,0.86,0.00,27.98,0,15,44
06/29/2010 16:36:31,42.735832,-71.21027,0.90,0.00,27.33,0,44,52
06/29/2010 16:37:35,42.735817,-71.21025,0.90,0.00,26.69,0,28,41
06/29/2010 16:38:39,42.73588,-71.21025,0.90,0.00,26.04,0,12,39
06/29/2010 16:39:43,42.735863,-71.21025,0.86,0.00,25.40,0,37,53
06/29/2010 16:40:47,42.735863,-71.21023,0.90,0.00,24.76,0,25,49
06/29/2010 16:41:52,42.735912,-71.2102,0.90,0.00,24.43,0,32,48
06/29/2010 16:42:56,42.73588,-71.21025,0.90,0.00,24.11,0,10,55
06/29/2010 16:44:00,42.735912,-71.21029,0.90,0.00,23.47,0,44,62
06/29/2010 16:45:04,42.735954,-71.21032,0.86,0.00,23.14,0,17,50
06/29/2010 16:46:09,42.735863,-71.21027,0.90,0.00,22.82,0,5,45
06/29/2010 16:47:13,42.73588,-71.21025,0.90,0.00,22.82,0,31,39
06/29/2010 16:48:17,42.736004,-71.210304,0.90,0.00,22.50,0,26,47
06/29/2010 16:49:21,42.73588,-71.21023,0.90,0.00,22.18,0,25,56
06/29/2010 16:50:25,42.73588,-71.21029,0.90,0.00,22.18,0,14,49
06/29/2010 16:51:30,42.735912,-71.210304,0.90,0.00,21.86,0,34,67
06/29/2010 16:52:34,42.735897,-71.21032,0.90,0.00,21.53,0,21,48
06/29/2010 16:53:38,42.735863,-71.21025,0.90,0.00,21.53,0,32,49
06/29/2010 16:54:42,42.735832,-71.21025,0.90,0.00,21.21,0,27,49
06/29/2010 16:55:47,42.735897,-71.21029,0.90,0.00,21.21,0,13,44
06/29/2010 16:56:51,42.735847,-71.21025,0.90,0.00,20.89,0,35,42
06/29/2010 16:57:55,42.735912,-71.2102,0.90,0.00,20.89,0,18,51
06/29/2010 16:58:59,42.735863,-71.21023,0.90,0.00,20.89,0,13,46
06/29/2010 17:00:03,42.735832,-71.2102,0.90,0.00,20.57,0,15,64
06/29/2010 17:01:08,42.735897,-71.21029,0.90,0.00,20.57,0,25,31
06/29/2010 17:02:12,42.735832,-71.21025,0.90,0.00,20.57,0,32,21
06/29/2010 17:03:16,42.73597,-71.21025,0.90,0.00,20.57,0,27,46
06/29/2010 17:04:20,42.735897,-71.2102,0.86,0.00,20.57,0,10,55
06/29/2010 17:05:24,42.735897,-71.21021,0.90,0.00,20.24,0,47,46
06/29/2010 17:06:28,42.735897,-71.2102,0.90,0.00,20.24,0,14,39
06/29/2010 17:07:33,42.735928,-71.21025,0.90,0.00,20.24,1,22,48
06/29/2010 17:08:37,42.735897,-71.21029,0.90,0.00,20.24,2,18,39
06/29/2010 17:09:41,42.735954,-71.21032,0.90,0.00,20.24,2,26,34
06/29/2010 17:10:45,42.735928,-71.21025,0.90,0.00,19.92,0,28,41
06/29/2010 17:11:49,42.735912,-71.21027,0.90,0.00,19.92,0,18,37
06/29/2010 17:12:54,42.735954,-71.21027,0.90,0.00,19.92,1,20,33
06/29/2010 17:13:58,42.73597,-71.21025,0.90,0.00,19.92,0,30,36
06/29/2010 17:15:02,42.735928,-71.21025,0.90,0.00,19.92,1,25,36
06/29/2010 17:16:06,42.73588,-71.21027,0.86,0.00,19.92,0,10,39
06/29/2010 17:17:10,42.735817,-71.2102,0.90,0.00,19.92,0,31,49
06/29/2010 17:18:15,42.735897,-71.21029,0.86,0.00,19.92,1,26,34
06/29/2010 17:19:19,42.73597,-71.210304,0.90,0.00,19.92,1,23,33
06/29/2010 17:20:23,42.735985,-71.21025,0.90,0.00,19.92,0,11,47
06/29/2010 17:21:27,42.73597,-71.21032,0.86,0.00,19.92,1,40,37
06/29/2010 17:22:31,42.735832,-71.21017,0.90,0.00,19.92,0,19,54
06/29/2010 17:23:36,42.735847,-71.21023,0.86,0.00,19.92,0,22,43
06/29/2010 17:24:40,42.735897,-71.21025,0.90,0.00,19.92,0,14,42
06/29/2010 17:25:44,42.735863,-71.210304,0.86,0.00,19.92,3,33,38
06/29/2010 17:26:48,42.735912,-71.21025,0.90,0.00,19.92,0,32,46
06/29/2010 17:27:52,42.73588,-71.21025,0.90,0.00,19.60,1,31,45
06/29/2010 17:28:57,42.735897,-71.21023,0.90,0.00,19.92,0,29,44
06/29/2010 17:30:01,42.735897,-71.21025,0.86,0.00,19.60,0,25,42
06/29/2010 17:31:05,42.73588,-71.21029,0.90,0.00,19.60,2,30,40
06/29/2010 17:32:09,42.735897,-71.21025,0.90,0.00,19.60,0,25,47
06/29/2010 17:33:13,42.735912,-71.210304,0.90,0.00,19.92,0,27,44
06/29/2010 17:34:18,42.73588,-71.21027,0.86,0.00,19.60,2,26,44
06/29/2010 17:35:22,42.735897,-71.21029,0.90,0.00,19.60,1,25,43
06/29/2010 17:36:26,42.735897,-71.21029,0.90,0.00,19.60,1,32,41
06/29/2010 17:37:30,42.735897,-71.21025,0.90,0.00,19.92,0,31,44
06/29/2010 17:38:34,42.735928,-71.21032,0.86,0.00,19.60,1,22,39
06/29/2010 17:39:38,42.735847,-71.21023,0.86,0.00,19.60,1,13,46
06/29/2010 17:40:43,42.735847,-71.21021,0.90,0.00,19.60,1,41,48
06/29/2010 17:41:47,42.735847,-71.21023,0.86,0.00,19.60,1,25,50
06/29/2010 17:42:51,42.735847,-71.21023,0.90,0.00,19.60,1,13,51
06/29/2010 17:43:55,42.735912,-71.21032,0.90,0.00,19.60,0,35,36
06/29/2010 17:45:00,42.735897,-71.210304,0.90,0.00,19.60,1,32,40
06/29/2010 17:46:04,42.735863,-71.21027,0.86,0.00,19.60,0,19,37
06/29/2010 17:47:08,42.735847,-71.21027,0.90,0.00,19.60,0,21,46
06/29/2010 17:48:12,42.735863,-71.21025,0.90,0.00,19.60,0,18,43
06/29/2010 17:49:16,42.736004,-71.21042,0.86,0.00,19.60,0,26,43
06/29/2010 17:50:21,42.736084,-71.21052,0.90,0.00,19.60,0,18,38
06/29/2010 17:51:25,42.73602,-71.21042,0.86,0.00,19.60,0,7,46
06/29/2010 17:52:29,42.73588,-71.21025,0.90,0.00,19.60,0,39,32
06/29/2010 17:53:34,42.735912,-71.21029,0.90,0.00,19.60,0,30,43
06/29/2010 17:54:38,42.735954,-71.2102,0.90,0.00,19.60,0,27,57
06/29/2010 17:55:42,42.735912,-71.21027,0.90,0.00,19.60,0,8,41
06/29/2010 17:56:46,42.73588,-71.21023,0.90,0.00,19.60,0,35,54
06/29/2010 17:57:51,42.735897,-71.21023,0.90,0.00,19.60,0,24,49
06/29/2010 17:58:55,42.735912,-71.21029,0.90,0.00,19.60,0,13,38
06/29/2010 17:59:59,42.735863,-71.21025,0.90,0.00,19.60,0,37,39
06/29/2010 18:01:03,42.73588,-71.21027,0.90,0.00,19.60,0,23,50
06/29/2010 18:02:08,42.735863,-71.2102,0.90,0.00,19.60,0,21,41
06/29/2010 18:03:12,42.735863,-71.21029,0.90,0.00,19.60,0,15,47
06/29/2010 18:04:16,42.735863,-71.21023,0.90,0.00,19.60,0,14,59
06/29/2010 18:05:20,42.73588,-71.21029,0.90,0.00,19.60,0,36,40
06/29/2010 18:06:24,42.735863,-71.21023,0.86,0.00,19.60,0,23,44
06/29/2010 18:07:28,42.735863,-71.21029,0.90,0.00,19.60,0,25,44
06/29/2010 18:08:33,42.735897,-71.210304,0.90,0.00,19.60,0,26,39
06/29/2010 18:09:37,42.735863,-71.21023,0.90,0.00,19.60,0,26,47
06/29/2010 18:10:41,42.735832,-71.21023,0.90,0.00,19.60,0,25,51
06/29/2010 18:11:45,42.735954,-71.210335,0.86,0.00,19.60,0,22,26
06/29/2010 18:12:49,42.735783,-71.21021,0.90,0.00,19.60,0,27,35
06/29/2010 18:13:54,42.735863,-71.21032,0.90,0.00,19.60,0,21,61
06/29/2010 18:14:58,42.735847,-71.210335,0.90,0.00,19.60,0,27,41
06/29/2010 18:16:02,42.735912,-71.21038,0.90,0.00,19.60,0,31,40
06/29/2010 18:17:07,42.73588,-71.210304,0.86,0.00,19.60,0,30,46
06/29/2010 18:18:11,42.735817,-71.21017,0.86,0.00,19.60,0,9,46
06/29/2010 18:19:15,42.735817,-71.2102,0.90,0.00,19.60,0,36,50
06/29/2010 18:20:19,42.735817,-71.21021,0.90,0.00,19.60,0,28,52
06/29/2010 18:21:24,42.73588,-71.21021,0.90,0.00,19.60,0,20,49
06/29/2010 18:22:28,42.735603,-71.20997,0.90,0.00,19.60,0,8,78
06/29/2010 18:23:32,42.736004,-71.21038,0.90,0.00,19.60,0,47,35
06/29/2010 18:24:36,42.735847,-71.21023,0.86,0.00,19.60,0,26,43
06/29/2010 18:25:40,42.735863,-71.21027,0.90,0.00,19.60,0,26,34
06/29/2010 18:26:45,42.735798,-71.21025,0.90,0.00,19.60,0,32,36
06/29/2010 18:27:49,42.735863,-71.21025,0.90,0.00,19.60,0,31,28
06/29/2010 18:28:53,42.73597,-71.21038,0.90,0.00,19.60,0,12,52
06/29/2010 18:29:57,42.736034,-71.2104,0.86,0.00,19.60,0,28,40
06/29/2010 18:31:02,42.735912,-71.21029,0.86,0.00,19.60,0,28,44
06/29/2010 18:32:06,42.73588,-71.21023,0.90,0.00,19.60,0,25,44
06/29/2010 18:33:10,42.735912,-71.21023,0.90,0.00,19.60,0,15,32
06/29/2010 18:34:14,42.735954,-71.21029,0.90,0.00,19.60,0,26,49
06/29/2010 18:35:18,42.735912,-71.21032,0.86,0.00,19.60,0,21,64
06/29/2010 18:36:23,42.735546,-71.21038,0.90,0.00,19.60,0,28,65515
06/29/2010 18:37:27,,,0.90,0.00,19.60,0,10, 
06/29/2010 18:38:31,42.735733,-71.21029,0.90,0.00,19.60,0,34,27
06/29/2010 18:39:35,42.735752,-71.21035,0.90,0.00,19.60,0,17,7
06/29/2010 18:40:40,42.735863,-71.21027,0.90,0.00,19.60,0,10,45
06/29/2010 18:41:44,42.73562,-71.21032,0.90,0.00,19.60,0,45,65528
06/29/2010 18:42:48,,,0.90,0.00,19.60,0,12, 
06/29/2010 18:43:52,,,0.90,0.00,19.60,0,37, 
06/29/2010 18:44:56,42.73588,-71.21029,0.90,0.00,19.60,0,19,48
06/29/2010 18:46:01,42.735847,-71.21032,0.90,0.00,19.60,0,20,37
06/29/2010 18:47:05,42.735912,-71.21027,0.90,0.00,19.60,0,21,51
06/29/2010 18:48:09,42.735897,-71.21025,0.90,0.00,19.60,0,20,46
06/29/2010 18:49:13,42.735897,-71.210335,0.90,0.00,19.60,0,26,32
06/29/2010 18:50:17,42.735897,-71.210304,0.90,0.00,19.60,0,21,42
06/29/2010 18:51:21,42.735912,-71.21029,0.90,0.00,19.60,2,17,45
06/29/2010 18:52:26,,,0.90,0.00,19.60,0,6, 
06/29/2010 18:53:30,,,0.90,0.00,19.60,1,36, 
06/29/2010 18:54:34,,,0.90,0.00,19.60,0,14, 
06/29/2010 18:55:38,,,0.90,0.00,19.60,0,30, 
06/29/2010 18:56:43,,,0.90,0.00,19.28,0,23, 
06/29/2010 18:57:47,42.735832,-71.21042,0.90,0.00,19.60,0,13,25
06/29/2010 18:58:51,,,0.86,0.00,19.60,0,38, 
06/29/2010 18:59:55,,,0.90,0.00,19.28,0,31, 
06/29/2010 19:00:59,,,0.90,0.00,19.60,0,20, 
06/29/2010 19:02:04,,,0.90,0.00,19.28,1,19, 
06/29/2010 19:03:08,42.736004,-71.21045,0.90,0.00,19.28,0,41,45
06/29/2010 19:04:12,42.735863,-71.21015,0.90,0.00,19.60,0,17,57
06/29/2010 19:05:16,,,0.90,0.00,19.60,0,13, 
06/29/2010 19:06:21,,,0.86,0.00,19.60,0,34, 
06/29/2010 19:07:25,,,0.90,0.00,19.60,0,30, 
06/29/2010 19:08:29,42.735798,-71.21021,0.90,0.00,19.28,0,21,47
06/29/2010 19:09:33,,,0.90,0.00,19.28,0,10, 
06/29/2010 19:10:38,,,0.90,0.00,19.60,0,29, 
06/29/2010 19:11:42,,,0.86,0.00,19.28,0,7, 
06/29/2010 19:12:46,,,0.90,0.00,19.28,0,43, 
06/29/2010 19:13:50,,,0.90,0.00,19.28,0,19, 
06/29/2010 19:14:55,,,0.90,0.00,19.60,0,18, 
06/29/2010 19:15:59,,,0.90,0.00,19.60,0,13, 
06/29/2010 19:17:03,,,0.90,0.00,19.28,0,33, 
06/29/2010 19:18:07,,,0.90,0.00,19.28,0,19, 
06/29/2010 19:19:12,,,0.90,0.00,19.28,0,24, 
06/29/2010 19:20:16,,,0.86,0.00,19.28,0,24, 
06/29/2010 19:21:20,,,0.90,0.00,19.28,0,17, 
06/29/2010 19:22:24,,,0.90,0.00,19.28,0,31, 
06/29/2010 19:23:28,,,0.86,0.00,19.28,0,14, 
06/29/2010 19:24:32,,,0.90,0.00,19.28,0,43, 
06/29/2010 19:25:36,,,0.90,0.00,19.28,0,13, 
06/29/2010 19:26:41,,,0.90,0.00,19.28,0,44, 
06/29/2010 19:27:45,,,0.90,0.00,19.28,0,22, 
06/29/2010 19:28:49,,,0.90,0.00,19.28,0,20, 
06/29/2010 19:29:53,42.735767,-71.21017,0.90,0.00,19.28,0,29,46
06/29/2010 19:30:58,,,0.90,0.00,19.28,0,16, 
06/29/2010 19:32:02,42.735954,-71.210335,0.90,0.00,19.28,0,33,48
06/29/2010 19:33:06,,,0.86,0.00,19.60,0,7, 
06/29/2010 19:34:10,,,0.90,0.00,19.28,0,36, 
06/29/2010 19:35:14,42.735817,-71.21021,0.90,0.00,19.28,0,25,42
06/29/2010 19:36:19,,,0.90,0.00,19.28,0,21, 
06/29/2010 19:37:23,,,0.90,0.00,19.28,0,12, 
06/29/2010 19:38:27,,,0.90,0.00,19.28,0,38, 
06/29/2010 19:39:31,,,0.86,0.00,19.60,0,16, 
06/29/2010 19:40:35,,,0.90,0.00,19.28,0,37, 
06/29/2010 19:41:39,,,0.90,0.00,19.28,1,23, 
06/29/2010 19:42:44,42.735832,-71.21021,0.90,0.00,19.28,1,31,39
06/29/2010 19:43:48,42.735832,-71.21023,0.90,0.00,19.28,1,33,38
06/29/2010 19:44:52,42.735863,-71.21017,0.90,0.00,19.28,0,18,39
06/29/2010 19:45:56,42.735832,-71.21023,0.86,0.00,19.28,1,32,33
06/29/2010 19:47:00,42.735863,-71.21027,0.90,0.00,19.28,2,15,57
06/29/2010 19:48:04,42.73588,-71.21029,0.90,0.00,19.28,0,43,42
06/29/2010 19:49:09,42.735928,-71.21027,0.90,0.00,19.28,1,19,53
06/29/2010 19:50:13,42.735985,-71.21032,0.90,0.00,19.28,0,24,45
06/29/2010 19:51:17,42.735817,-71.21018,0.90,0.00,19.28,1,23,48
06/29/2010 19:52:21,,,0.90,0.00,19.28,1,21, 
06/29/2010 19:53:26,,,0.86,0.00,19.28,1,21, 
06/29/2010 19:54:30,,,0.90,0.00,19.28,1,22, 
06/29/2010 19:55:34,42.735912,-71.21029,0.90,0.00,19.60,0,29,34
06/29/2010 19:56:38,42.73597,-71.21035,0.86,0.00,19.28,0,8,20
06/29/2010 19:57:43,42.735817,-71.21025,0.86,0.00,19.60,0,49,46
06/29/2010 19:58:47,42.73588,-71.21029,0.86,0.00,19.28,0,17,35
06/29/2010 19:59:51,42.735832,-71.210335,0.86,0.00,19.28,0,23,16
06/29/2010 20:00:55,42.735928,-71.21032,0.90,0.00,19.28,0,29,41
06/29/2010 20:02:00,42.736084,-71.210365,0.90,0.00,19.28,0,34,62
06/29/2010 20:03:04,42.736004,-71.21032,0.90,0.00,19.28,0,20,41
06/29/2010 20:04:08,42.735912,-71.21027,0.90,0.00,19.28,1,24,42
06/29/2010 20:05:12,42.735817,-71.21027,0.90,0.00,19.28,0,26,46
06/29/2010 20:06:17,42.735832,-71.21032,0.90,0.00,19.28,1,27,45
06/29/2010 20:07:21,,,0.86,0.00,19.28,14,36, 
06/29/2010 20:08:25,42.735798,-71.21038,0.90,0.00,19.28,3,18,68
06/29/2010 20:09:29,,,0.90,0.00,19.28,0,23, 
06/29/2010 20:10:34,,,0.90,0.00,19.28,0,19, 
06/29/2010 20:11:38,,,0.86,0.00,19.28,1,28, 
06/29/2010 20:12:42,42.735847,-71.21021,0.90,0.00,19.28,1,18,36
06/29/2010 20:13:46,42.735912,-71.21029,0.90,0.00,19.60,2,10,37
06/29/2010 20:14:51,42.735783,-71.21025,0.90,0.00,19.28,1,35,39
06/29/2010 20:15:55,42.735847,-71.21035,0.90,0.00,19.28,0,17,48
06/29/2010 20:16:59,42.735847,-71.21042,0.86,0.00,19.60,1,22,48
06/29/2010 20:18:03,42.735954,-71.2101,0.90,0.00,19.28,0,29,36
06/29/2010 20:19:07,42.73588,-71.21023,0.90,0.00,19.28,1,21,56
06/29/2010 20:20:12,42.735847,-71.21027,0.90,0.00,19.28,1,46,69
06/29/2010 20:21:16,42.735832,-71.21018,0.90,0.00,19.60,0,21,69
06/29/2010 20:22:20,42.735752,-71.21029,0.90,0.00,19.28,1,18,46
06/29/2010 20:23:24,,,0.90,0.00,19.28,1,34, 
06/29/2010 20:24:29,42.735912,-71.210304,0.90,0.00,19.28,0,23,29
06/29/2010 20:25:33,,,0.90,0.00,19.28,1,28, 
06/29/2010 20:26:37,,,0.90,0.00,19.60,0,34, 
06/29/2010 20:27:41,,,0.86,0.00,19.28,2,10, 
06/29/2010 20:28:46,,,0.90,0.00,19.28,0,40, 
06/29/2010 20:29:50,42.735863,-71.21021,0.90,0.00,19.28,3,20,50
06/29/2010 20:30:54,42.735863,-71.21025,0.90,0.00,19.28,0,39,48
06/29/2010 20:31:58,,,0.90,0.00,19.28,0,21, 
06/29/2010 20:33:03,,,0.86,0.00,19.28,0,22, 
06/29/2010 20:34:07,42.735912,-71.21025,0.90,0.00,19.28,0,21,38
06/29/2010 20:35:11,42.735847,-71.21029,0.90,0.00,19.28,0,23,53
06/29/2010 20:36:15,,,0.90,0.00,19.60,0,23, 
06/29/2010 20:37:19,42.735897,-71.21013,0.90,0.00,19.28,0,32,35
06/29/2010 20:38:24,42.735912,-71.210335,0.90,0.00,19.28,0,26,36
06/29/2010 20:39:28,42.735897,-71.21035,0.86,0.00,19.28,0,17,44
06/29/2010 20:40:32,42.735928,-71.21021,0.90,0.00,19.28,0,25,61
06/29/2010 20:41:36,42.735783,-71.210365,0.90,0.00,19.28,0,23,26
06/29/2010 20:42:41,42.735912,-71.21042,0.90,0.00,19.28,0,29,19
06/29/2010 20:43:45,42.735847,-71.210304,0.90,0.00,19.28,0,32,35
06/29/2010 20:44:49,42.735897,-71.21027,0.90,0.00,19.28,0,30,49
06/29/2010 20:45:53,42.735928,-71.210304,0.90,0.00,19.28,0,21,49
06/29/2010 20:46:58,,,0.86,0.00,19.28,0,26, 
06/29/2010 20:48:02,,,0.90,0.00,19.28,0,11, 
06/29/2010 20:49:06,42.735817,-71.21035,0.90,0.00,19.28,0,39,52
06/29/2010 20:50:10,,,0.90,0.00,19.28,0,27, 
06/29/2010 20:51:14,42.73588,-71.21062,0.90,0.00,19.28,0,21,21
06/29/2010 20:52:19,,,0.86,0.00,19.28,0,32, 
06/29/2010 20:53:23,,,0.90,0.00,19.28,0,28, 
06/29/2010 20:54:27,,,0.90,0.00,19.28,0,18, 
06/29/2010 20:55:31,42.73597,-71.21029,0.90,0.00,19.60,0,35,50
06/29/2010 20:56:35,42.735928,-71.21023,0.86,0.00,19.28,0,26,52
06/29/2010 20:57:40,,,0.86,0.00,19.28,0,26, 
06/29/2010 20:58:44,42.7361,-71.21027,0.90,0.00,19.28,0,27,43
06/29/2010 20:59:48,,,0.86,0.00,19.28,0,5, 
06/29/2010 21:00:52,,,0.86,0.00,19.28,0,32, 
