Acceleration, Time
9.229751281362912, 06/29/2010 14:18:47
9.424338757214864, 06/29/2010 14:18:48
9.581418141820054, 06/29/2010 14:18:49
1.6849182300366359, 06/29/2010 14:18:50
9.712014958704783, 06/29/2010 14:18:51
10.691429085196658, 06/29/2010 14:18:52
8.51506413003871, 06/29/2010 14:18:53
42.933219685216514, 06/29/2010 14:18:55
9.727564111330187, 06/29/2010 14:18:56
9.470197812424264, 06/29/2010 14:18:57
8.833826974954711, 06/29/2010 14:18:58
9.316776804082506, 06/29/2010 14:18:59
9.301136021294447, 06/29/2010 14:19:00
8.801215556028149, 06/29/2010 14:19:01
11.366786800282917, 06/29/2010 14:19:02
9.269660469758824, 06/29/2010 14:19:03
