time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
03/17/2010 12:27:53,42.365765,-71.1039,1.02,1068.00,27.33,0,32,1
03/17/2010 12:27:54,42.365715,-71.10388,0.98,1063.47,27.33,1,33,1
03/17/2010 12:27:55,42.365715,-71.1039,0.86,1061.95,27.01,0,32,2
03/17/2010 12:27:56,42.3657,-71.10388,0.90,1062.71,27.33,0,32,2
03/17/2010 12:27:58,42.36568,-71.10388,0.98,1081.19,27.33,0,32,2
03/17/2010 12:27:59,42.36568,-71.10388,0.98,1058.88,27.01,6,31,2
03/17/2010 12:28:00,42.36568,-71.10388,1.09,1065.74,27.01,4,30,3
03/17/2010 12:28:01,42.365665,-71.10387,1.33,1076.13,27.01,25,30,0
03/17/2010 12:28:02,42.365665,-71.10387,1.45,1076.86,27.01,10,29,1
03/17/2010 12:28:03,42.365665,-71.10388,1.29,1066.50,27.01,15,28,0
03/17/2010 12:28:04,42.36568,-71.10388,1.33,1061.19,26.69,25,26,2
03/17/2010 12:28:05,42.36568,-71.1039,0.90,1065.74,26.69,0,25,2
03/17/2010 12:28:06,42.36568,-71.10388,1.37,1060.42,26.69,24,24,2
03/17/2010 12:28:07,42.36568,-71.1039,0.94,1061.95,26.69,9,23,0
03/17/2010 12:28:08,42.365665,-71.1039,0.98,1074.67,26.69,3,22,0
03/17/2010 12:28:09,42.365665,-71.1039,0.94,1076.86,26.37,0,22,0
03/17/2010 12:28:10,42.365665,-71.1039,0.94,1076.86,26.37,0,20,0
03/17/2010 12:28:12,42.36565,-71.1039,0.94,1076.86,26.37,1,19,0
03/17/2010 12:28:13,42.36565,-71.1039,0.94,1077.58,26.37,1,18,0
03/17/2010 12:28:14,42.36565,-71.1039,0.94,1077.58,26.37,0,17,0
03/17/2010 12:28:15,42.36565,-71.1039,0.94,1078.31,26.04,1,16,0
03/17/2010 12:28:16,42.36565,-71.1039,0.94,1077.58,26.04,0,15,0
03/17/2010 12:28:17,42.36565,-71.10388,0.90,1076.86,26.04,1,15,0
03/17/2010 12:28:18,42.365635,-71.10388,0.94,1076.86,26.04,0,15,0
03/17/2010 12:28:19,42.36565,-71.10388,0.90,1076.86,26.04,0,14,0
03/17/2010 12:28:20,42.36565,-71.10387,0.90,1076.13,26.04,1,14,0
03/17/2010 12:28:21,42.36565,-71.10387,0.98,1069.49,26.04,10,14,1
03/17/2010 12:28:22,42.36565,-71.10387,1.05,1058.88,26.04,24,16,1
03/17/2010 12:28:23,42.36565,-71.10387,1.13,1066.50,26.04,8,16,0
03/17/2010 12:28:25,42.36565,-71.10388,1.25,1061.19,26.04,5,16,0
03/17/2010 12:28:26,42.36565,-71.10388,1.21,1062.71,25.72,2,15,0
03/17/2010 12:28:27,42.365665,-71.1039,1.25,1061.95,25.72,0,15,0
03/17/2010 12:28:28,42.365665,-71.1039,1.21,1061.95,25.40,3,15,1
03/17/2010 12:28:29,42.36568,-71.10391,1.25,1061.95,25.40,2,15,2
03/17/2010 12:28:30,42.36568,-71.10391,1.17,1062.71,25.40,4,14,0
03/17/2010 12:28:31,42.36568,-71.10395,1.09,1067.25,25.08,3,14,1
03/17/2010 12:28:32,42.3657,-71.10395,1.17,1069.49,25.08,2,14,0
03/17/2010 12:28:33,42.3657,-71.103966,1.37,1064.23,25.08,22,13,3
03/17/2010 12:28:34,42.365715,-71.10398,1.45,1075.40,25.08,5,12,0
03/17/2010 12:28:35,42.365715,-71.10398,1.41,1060.42,25.08,5,11,1
03/17/2010 12:28:36,42.36573,-71.104004,1.37,1076.13,24.76,6,11,0
03/17/2010 12:28:38,42.36573,-71.10402,1.33,1076.13,24.76,5,11,0
03/17/2010 12:28:39,42.365765,-71.10402,1.29,1076.13,24.76,2,11,0
03/17/2010 12:28:40,42.36578,-71.10402,1.25,1074.67,24.43,2,11,0
03/17/2010 12:28:41,42.36578,-71.104034,1.29,1064.99,24.76,4,12,0
03/17/2010 12:28:42,42.36578,-71.104034,1.37,1061.19,24.43,1,12,0
03/17/2010 12:28:43,42.365803,-71.104034,1.25,1059.65,24.43,2,11,0
03/17/2010 12:28:44,42.365803,-71.10405,1.33,1063.47,24.43,11,10,0
03/17/2010 12:28:45,42.36582,-71.10407,1.17,1061.19,24.43,26,10,0
03/17/2010 12:28:46,42.36582,-71.10409,1.05,1064.23,24.11,21,10,3
03/17/2010 12:28:47,42.365837,-71.10412,1.17,1066.50,24.11,26,9,1
03/17/2010 12:28:48,42.365852,-71.10412,1.33,1066.50,24.11,15,10,1
03/17/2010 12:28:49,42.365868,-71.10413,1.33,1067.25,24.11,24,10,1
03/17/2010 12:28:51,42.365868,-71.10413,1.29,1061.19,23.79,9,10,0
03/17/2010 12:28:52,42.365887,-71.10413,1.45,1061.95,23.79,6,10,0
03/17/2010 12:28:53,42.365887,-71.10415,1.33,1062.71,23.79,22,9,0
03/17/2010 12:28:54,42.365902,-71.104164,1.09,1064.23,23.79,24,9,1
03/17/2010 12:28:55,42.365902,-71.104164,0.98,1063.47,23.79,15,9,2
03/17/2010 12:28:56,42.365902,-71.10418,1.05,1065.74,23.47,1,9,1
03/17/2010 12:28:57,42.365917,-71.1042,1.09,1067.25,23.47,0,9,0
03/17/2010 12:28:58,42.365917,-71.10422,1.17,1064.99,23.47,3,8,0
03/17/2010 12:28:59,42.365932,-71.10423,1.13,1064.99,23.47,5,7,0
03/17/2010 12:29:00,42.365932,-71.10425,1.17,1061.95,23.14,9,6,0
