time,latitude,longitude,acceleration,light,temperature,sound
0,42.365566,-71.10377,0.94,521.94,25.08,0
1,42.365566,-71.10375,0.98,551.81,25.08,0
2,42.365566,-71.10374,0.94,622.93,25.08,0
3,42.365566,-71.10374,0.98,855.07,25.08,0
4,42.36555,-71.10374,0.94,1053.44,25.08,0
5,42.36555,-71.10375,0.98,1040.68,25.08,0
6,42.36555,-71.10377,0.90,496.27,25.08,0
7,42.365566,-71.10377,0.94,606.64,24.76,0
8,,,0.98,740.13,25.08,0
9,42.365566,-71.10377,1.02,759.72,25.08,0
10,42.36555,-71.10377,0.98,754.53,25.08,0
11,42.36555,-71.10377,0.98,751.93,24.76,0
12,42.36555,-71.10377,0.98,763.59,24.76,0
13,42.36555,-71.10377,0.98,766.16,24.76,0
14,42.36555,-71.10377,0.98,717.43,24.76,0
15,42.36555,-71.10377,1.13,383.80,24.76,0
16,42.36555,-71.10375,0.74,564.20,24.76,0
17,42.36555,-71.10375,0.86,303.72,24.76,0
18,42.36555,-71.10374,1.02,86.57,24.76,0
19,42.36555,-71.10374,1.17,25.06,24.76,0
20,42.36555,-71.10374,1.09,53.97,24.43,1
21,42.36555,-71.10372,0.59,255.79,24.76,0
22,42.36555,-71.10371,1.76,158.25,24.43,0
23,42.36555,-71.10368,1.13,82.52,24.43,0
24,42.365585,-71.10372,0.74,597.67,24.43,0
25,42.3656,-71.10374,0.90,590.14,24.11,0
26,42.365585,-71.10375,1.17,1052.66,24.11,0
27,42.365585,-71.10375,0.94,1059.65,23.47,0
28,42.365536,-71.10374,1.29,1064.99,23.47,0
29,42.36552,-71.10374,0.82,1073.93,23.14,0
30,42.3655,-71.10372,0.82,1073.20,22.82,0
31,42.365486,-71.10372,1.48,1073.93,22.82,0
32,42.36547,-71.10371,1.52,1068.00,22.50,0
33,42.36547,-71.10371,0.78,1063.47,22.18,0
34,42.36547,-71.10371,0.70,1061.95,21.53,5
35,42.36547,-71.10371,1.45,1064.23,21.21,0
36,42.365444,-71.10371,1.33,1063.47,20.89,0
37,42.365444,-71.10371,0.39,1063.47,20.57,0
38,42.36543,-71.10375,1.13,1057.34,20.24,3
39,42.3654,-71.10377,1.68,1056.56,19.60,1
40,42.36538,-71.10378,0.66,1058.88,19.28,7
41,42.365364,-71.10377,0.70,1062.71,19.28,0
42,42.365364,-71.10375,1.17,1062.71,18.96,0
43,42.36535,-71.10375,1.52,1062.71,18.63,0
44,42.365334,-71.10375,0.90,1056.56,18.63,0
45,42.3653,-71.10374,0.47,1055.79,18.31,0
46,42.365284,-71.10374,1.25,1052.66,17.99,0
47,42.36527,-71.10371,1.37,1052.66,17.99,0
48,42.36527,-71.10371,1.13,1056.56,17.67,0
49,42.36527,-71.10368,0.39,1059.65,17.34,0
50,42.36522,-71.10363,0.82,1060.42,17.67,0
51,42.36522,-71.103615,1.37,1062.71,17.34,0
52,42.3652,-71.103584,1.41,1061.95,17.02,0
53,42.3652,-71.103584,0.98,1061.19,17.02,0
54,42.36517,-71.103546,0.62,1061.95,16.70,0
55,42.36517,-71.10353,0.82,1059.65,16.70,0
56,42.365154,-71.1035,1.33,1056.56,16.70,0
57,42.36517,-71.103485,1.41,1066.50,16.70,0
58,,,1.13,1064.23,16.38,0
59,42.365154,-71.10343,0.74,1062.71,16.38,0
60,42.365154,-71.10342,0.39,1062.71,16.38,0
61,42.36517,-71.1034,1.02,1062.71,16.38,0
62,42.365154,-71.103386,1.13,1062.71,16.38,0
63,42.36512,-71.10334,1.64,1066.50,16.38,0
64,42.365097,-71.10328,1.29,1067.25,16.05,0
65,42.365097,-71.103264,0.90,1066.50,16.38,0
66,42.365078,-71.10325,0.86,1061.19,16.38,0
67,42.365078,-71.10323,0.74,1065.74,16.05,0
68,42.365078,-71.10323,0.82,1062.71,16.05,0
69,42.365097,-71.10325,0.74,1061.19,15.41,0
70,42.365078,-71.103264,0.86,1053.44,15.41,0
71,42.365063,-71.10325,1.45,1052.66,15.41,0
72,42.365063,-71.10325,1.21,1051.87,15.09,0
73,42.365078,-71.103264,1.37,1051.09,15.09,0
74,42.365078,-71.10328,1.33,1051.87,14.77,0
75,42.36512,-71.10328,0.51,1051.87,14.44,0
76,42.365135,-71.103264,1.09,1052.66,14.44,0
77,42.36517,-71.103264,1.56,1053.44,14.12,0
78,42.365185,-71.10325,1.05,1053.44,14.12,0
79,42.3652,-71.10323,0.55,1054.23,13.80,0
80,42.36522,-71.10322,1.02,1051.87,13.80,0
81,42.36522,-71.10322,1.56,1050.30,13.48,0
82,42.36522,-71.10325,1.33,1048.71,13.48,0
83,42.36522,-71.103264,0.70,1049.51,13.15,0
84,42.365234,-71.103264,0.55,1049.51,13.15,0
85,42.365234,-71.10328,1.45,1052.66,12.83,0
86,42.36525,-71.1033,1.45,1050.30,12.51,0
87,42.36527,-71.103355,0.82,1048.71,12.19,0
88,42.365284,-71.10337,0.59,1048.71,11.87,0
89,42.3653,-71.10337,0.98,1047.92,11.87,0
90,42.365334,-71.103386,1.52,1048.71,11.54,1
91,42.365334,-71.103386,1.45,1051.87,11.22,0
92,42.36535,-71.103386,1.05,1052.66,10.90,0
93,42.36535,-71.103386,0.55,1048.71,10.58,0
94,42.365364,-71.103386,0.74,1048.71,10.25,0
95,42.36538,-71.1034,0.94,1047.92,10.25,0
96,42.3654,-71.10342,1.33,1047.92,9.93,2
97,42.365414,-71.10343,1.37,1047.92,9.61,1
98,42.3654,-71.10345,1.05,1047.92,9.29,0
99,,,0.39,1047.92,8.96,3
100,,,1.29,1048.71,8.64,0
101,,,1.41,1047.92,8.64,17
102,42.365444,-71.103485,0.70,1048.71,8.32,0
103,42.36547,-71.103485,0.51,1048.71,8.32,0
104,42.36547,-71.103485,1.48,1048.71,8.00,1
105,42.365486,-71.103485,1.52,1047.92,7.68,0
106,42.3655,-71.103516,1.17,1047.12,7.68,3
107,42.36552,-71.10353,0.47,1048.71,7.35,0
108,42.365536,-71.103546,0.74,1052.66,7.03,4
109,42.365536,-71.10356,1.13,1051.09,6.71,2
110,42.36555,-71.103584,1.05,1049.51,6.71,0
111,,,1.68,1051.87,6.71,0
112,42.365536,-71.103584,0.86,771.28,6.39,0
