time,latitude,longitude,acceleration,light,temperature,sound
0,,,0.90,229.48,23.14,3
1,,,0.90,231.37,23.14,0
2,,,0.90,237.04,23.14,0
3,,,0.94,233.26,23.14,0
4,,,0.90,240.80,23.14,0
5,,,1.02,212.38,23.14,0
6,,,0.94,252.06,23.14,3
7,,,0.90,193.21,23.14,0
8,,,0.94,185.49,23.14,0
9,,,0.94,345.11,23.14,0
10,,,0.94,435.16,23.14,3
11,,,0.90,305.54,23.47,5
12,,,0.94,290.94,23.14,2
13,,,0.90,285.43,23.14,3
14,,,0.90,279.91,23.14,0
15,,,0.90,281.75,23.14,0
16,,,0.90,281.75,23.47,0
17,,,0.90,279.91,23.14,4
18,,,0.90,278.07,23.47,1
19,,,0.94,238.92,23.47,0
20,,,0.94,378.57,23.47,0
21,,,0.94,214.29,23.47,0
22,,,0.94,195.13,23.47,0
23,,,0.86,238.92,23.47,1
24,,,0.86,421.62,23.47,1
25,,,0.98,353.98,23.47,0
26,,,0.94,373.33,23.47,0
27,,,0.98,382.06,23.47,0
28,,,0.90,70.33,23.47,0
29,,,0.86,248.31,23.47,0
30,,,0.98,404.54,23.47,0
31,,,0.90,431.79,23.47,0
