Latitude, Longitude, Time
42.654547691345215, -71.32660567760468, 06/25/2010 14:36:53
42.654553055763245, -71.32660567760468, 06/25/2010 14:36:54
42.654542326927185, -71.32661640644073, 06/25/2010 14:36:55
42.654520869255066, -71.32660031318665, 06/25/2010 14:36:56
42.654510140419006, -71.32659494876862, 06/25/2010 14:36:57
42.65449941158295, -71.32658958435059, 06/25/2010 14:36:58
42.65448868274689, -71.32658421993256, 06/25/2010 14:36:59
42.65448868274689, -71.32658421993256, 06/25/2010 14:37:00
42.65446722507477, -71.32658421993256, 06/25/2010 14:37:01
42.65445649623871, -71.32658958435059, 06/25/2010 14:37:02
42.65444576740265, -71.32658958435059, 06/25/2010 14:37:03
42.65442967414856, -71.32658421993256, 06/25/2010 14:37:04
42.6544189453125, -71.32658421993256, 06/25/2010 14:37:05
42.65440285205841, -71.32657885551453, 06/25/2010 14:37:06
42.65439748764038, -71.32657885551453, 06/25/2010 14:37:07
42.65439748764038, -71.32656812667847, 06/25/2010 14:37:08
42.65439212322235, -71.3265734910965, 06/25/2010 14:37:09
42.65439212322235, -71.3265734910965, 06/25/2010 14:37:10
42.65439212322235, -71.3265734910965, 06/25/2010 14:37:11
42.65439212322235, -71.3265734910965, 06/25/2010 14:37:13
42.65439212322235, -71.3265734910965, 06/25/2010 14:37:14
42.65438675880432, -71.3265734910965, 06/25/2010 14:37:15
42.65438675880432, -71.3265734910965, 06/25/2010 14:37:16
42.65438675880432, -71.3265734910965, 06/25/2010 14:37:17
42.65438675880432, -71.3265734910965, 06/25/2010 14:37:18
42.65438139438629, -71.3265734910965, 06/25/2010 14:37:19
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:20
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:21
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:22
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:23
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:24
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:25
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:26
42.65437602996826, -71.3265734910965, 06/25/2010 14:37:27
42.65435993671417, -71.32658958435059, 06/25/2010 14:37:28
42.65433847904205, -71.32660567760468, 06/25/2010 14:37:29
42.654322385787964, -71.3266271352768, 06/25/2010 14:37:30
42.654290199279785, -71.32663249969482, 06/25/2010 14:37:31
42.654290199279785, -71.32663786411285, 06/25/2010 14:37:32
42.654268741607666, -71.32665932178497, 06/25/2010 14:37:33
42.65425264835358, -71.32667005062103, 06/25/2010 14:37:34
42.65424728393555, -71.32668077945709, 06/25/2010 14:37:35
42.65422582626343, -71.32670223712921, 06/25/2010 14:37:36
42.65419363975525, -71.32671296596527, 06/25/2010 14:37:37
42.65418291091919, -71.32671296596527, 06/25/2010 14:37:38
42.65417218208313, -71.32671296596527, 06/25/2010 14:37:39
42.6541668176651, -71.32671296596527, 06/25/2010 14:37:40
42.65416145324707, -71.3267183303833, 06/25/2010 14:37:41
42.65414535999298, -71.32673442363739, 06/25/2010 14:37:42
42.65413463115692, -71.32674515247345, 06/25/2010 14:37:43
42.65412390232086, -71.32675051689148, 06/25/2010 14:37:44
42.65411853790283, -71.32676124572754, 06/25/2010 14:37:45
42.65410780906677, -71.32676661014557, 06/25/2010 14:37:46
42.6541131734848, -71.32679343223572, 06/25/2010 14:37:47
42.65410244464874, -71.32679879665375, 06/25/2010 14:37:48
42.65409171581268, -71.32681488990784, 06/25/2010 14:37:49
42.65408635139465, -71.3268256187439, 06/25/2010 14:37:50
42.65408635139465, -71.32684171199799, 06/25/2010 14:37:51
42.654064893722534, -71.32683634757996, 06/25/2010 14:37:52
42.654064893722534, -71.32684707641602, 06/25/2010 14:37:53
42.654070258140564, -71.3268631696701, 06/25/2010 14:37:54
42.654064893722534, -71.32687389850616, 06/25/2010 14:37:55
42.654054164886475, -71.32688999176025, 06/25/2010 14:37:56
42.654054164886475, -71.32689535617828, 06/25/2010 14:37:57
42.654048800468445, -71.32690072059631, 06/25/2010 14:37:58
42.654043436050415, -71.32691144943237, 06/25/2010 14:37:59
42.654038071632385, -71.32692217826843, 06/25/2010 14:38:00
42.654032707214355, -71.32693290710449, 06/25/2010 14:38:01
42.654038071632385, -71.32693827152252, 06/25/2010 14:38:02
42.654043436050415, -71.32694363594055, 06/25/2010 14:38:03
42.654038071632385, -71.32696509361267, 06/25/2010 14:38:04
42.654043436050415, -71.3269704580307, 06/25/2010 14:38:05
42.654043436050415, -71.32697582244873, 06/25/2010 14:38:06
42.654043436050415, -71.32698655128479, 06/25/2010 14:38:07
42.654054164886475, -71.32698118686676, 06/25/2010 14:38:08
42.654059529304504, -71.32698655128479, 06/25/2010 14:38:09
42.654064893722534, -71.32700800895691, 06/25/2010 14:38:10
42.654070258140564, -71.32701873779297, 06/25/2010 14:38:11
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:12
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:13
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:14
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:15
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:16
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:17
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:19
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:20
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:21
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:22
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:23
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:24
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:25
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:26
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:27
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:28
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:29
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:30
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:31
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:32
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:33
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:34
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:35
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:36
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:37
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:38
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:39
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:40
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:41
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:42
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:43
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:44
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:45
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:46
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:47
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:48
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:49
