Latitude, Longitude, Time
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:50
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:51
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:52
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:53
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:54
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:55
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:56
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:57
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:58
42.654070258140564, -71.32702946662903, 06/25/2010 14:38:59
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:00
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:01
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:02
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:03
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:04
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:05
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:06
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:07
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:08
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:09
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:10
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:11
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:12
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:13
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:14
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:15
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:16
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:17
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:18
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:19
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:20
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:21
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:22
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:23
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:24
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:25
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:26
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:27
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:28
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:29
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:31
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:32
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:33
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:34
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:35
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:36
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:37
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:38
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:39
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:40
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:41
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:42
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:43
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:44
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:45
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:46
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:47
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:48
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:49
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:50
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:51
42.654070258140564, -71.32702946662903, 06/25/2010 14:39:52
42.65398979187012, -71.32673978805542, 06/25/2010 14:39:53
42.65398979187012, -71.32672369480133, 06/25/2010 14:39:54
42.65398979187012, -71.32672369480133, 06/25/2010 14:39:55
42.65398979187012, -71.32672369480133, 06/25/2010 14:39:56
42.65398979187012, -71.32672369480133, 06/25/2010 14:39:57
42.65398979187012, -71.32672369480133, 06/25/2010 14:39:58
42.65398979187012, -71.32672369480133, 06/25/2010 14:39:59
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:00
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:01
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:02
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:03
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:04
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:05
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:06
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:07
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:08
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:09
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:10
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:11
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:12
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:13
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:14
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:15
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:16
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:17
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:18
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:19
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:20
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:21
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:22
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:23
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:24
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:25
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:26
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:27
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:28
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:29
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:30
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:31
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:32
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:33
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:35
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:36
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:37
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:38
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:39
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:40
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:41
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:42
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:43
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:44
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:45
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:46
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:47
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:48
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:49
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:50
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:51
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:52
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:53
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:54
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:55
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:56
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:57
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:58
42.65398979187012, -71.32672369480133, 06/25/2010 14:40:59
42.65398979187012, -71.32672369480133, 06/25/2010 14:41:00
42.65398979187012, -71.32672369480133, 06/25/2010 14:41:01
42.654016613960266, -71.32695436477661, 06/25/2010 14:41:02
42.654043436050415, -71.3268792629242, 06/25/2010 14:41:03
42.654048800468445, -71.32680952548981, 06/25/2010 14:41:04
42.654038071632385, -71.32674515247345, 06/25/2010 14:41:05
42.654075622558594, -71.32667005062103, 06/25/2010 14:41:06
42.65413463115692, -71.3266271352768, 06/25/2010 14:41:07
42.65412390232086, -71.326664686203, 06/25/2010 14:41:08
42.65414535999298, -71.32664859294891, 06/25/2010 14:41:09
42.65413999557495, -71.326664686203, 06/25/2010 14:41:10
42.65413999557495, -71.32667541503906, 06/25/2010 14:41:11
42.65415072441101, -71.32664859294891, 06/25/2010 14:41:12
42.65415072441101, -71.32665932178497, 06/25/2010 14:41:13
42.65416145324707, -71.32667005062103, 06/25/2010 14:41:14
42.6541668176651, -71.32667541503906, 06/25/2010 14:41:15
42.6541668176651, -71.32669687271118, 06/25/2010 14:41:16
42.65417754650116, -71.32668614387512, 06/25/2010 14:41:17
42.65418291091919, -71.32668077945709, 06/25/2010 14:41:18
42.65420436859131, -71.32667541503906, 06/25/2010 14:41:19
42.65420436859131, -71.32667541503906, 06/25/2010 14:41:20
42.65421509742737, -71.32667005062103, 06/25/2010 14:41:21
42.65422582626343, -71.32665932178497, 06/25/2010 14:41:22
42.65423655509949, -71.32664859294891, 06/25/2010 14:41:23
42.65423655509949, -71.32662177085876, 06/25/2010 14:41:24
42.65424728393555, -71.32660567760468, 06/25/2010 14:41:25
42.65424728393555, -71.32660567760468, 06/25/2010 14:41:26
42.65424728393555, -71.32659494876862, 06/25/2010 14:41:27
42.65425264835358, -71.32658421993256, 06/25/2010 14:41:28
42.654258012771606, -71.3265734910965, 06/25/2010 14:41:29
42.654268741607666, -71.32656276226044, 06/25/2010 14:41:30
42.654284834861755, -71.32655739784241, 06/25/2010 14:41:31
42.654290199279785, -71.32655203342438, 06/25/2010 14:41:32
42.654300928115845, -71.32654130458832, 06/25/2010 14:41:33
42.654311656951904, -71.32653594017029, 06/25/2010 14:41:34
42.654322385787964, -71.32652521133423, 06/25/2010 14:41:35
42.65433311462402, -71.32653057575226, 06/25/2010 14:41:36
42.65434920787811, -71.32653057575226, 06/25/2010 14:41:37
42.65435993671417, -71.32653594017029, 06/25/2010 14:41:38
42.65437066555023, -71.32654130458832, 06/25/2010 14:41:39
42.65438675880432, -71.32655203342438, 06/25/2010 14:41:40
42.65439748764038, -71.32655203342438, 06/25/2010 14:41:41
42.65441358089447, -71.32655739784241, 06/25/2010 14:41:42
42.65442967414856, -71.32656812667847, 06/25/2010 14:41:43
42.65443503856659, -71.32657885551453, 06/25/2010 14:41:44
42.65445113182068, -71.32658958435059, 06/25/2010 14:41:45
42.65446186065674, -71.32659494876862, 06/25/2010 14:41:46
42.65448331832886, -71.32660031318665, 06/25/2010 14:41:47
42.65449404716492, -71.32660567760468, 06/25/2010 14:41:48
42.65450477600098, -71.32660567760468, 06/25/2010 14:41:49
42.654520869255066, -71.32660567760468, 06/25/2010 14:41:50
42.654536962509155, -71.32660031318665, 06/25/2010 14:41:51
42.654547691345215, -71.32659494876862, 06/25/2010 14:41:52
42.654569149017334, -71.32659494876862, 06/25/2010 14:41:53
42.654579877853394, -71.32658421993256, 06/25/2010 14:41:54
42.65459597110748, -71.32657885551453, 06/25/2010 14:41:55
42.65460669994354, -71.3265734910965, 06/25/2010 14:41:56
42.65462279319763, -71.32656276226044, 06/25/2010 14:41:57
42.65463352203369, -71.32655739784241, 06/25/2010 14:41:58
42.65464425086975, -71.32654666900635, 06/25/2010 14:41:59
42.65466034412384, -71.32653594017029, 06/25/2010 14:42:00
42.6546710729599, -71.32653057575226, 06/25/2010 14:42:01
42.65468180179596, -71.32651448249817, 06/25/2010 14:42:03
42.65469253063202, -71.32649838924408, 06/25/2010 14:42:04
42.65469789505005, -71.32649302482605, 06/25/2010 14:42:05
42.65471935272217, -71.32648766040802, 06/25/2010 14:42:06
42.65473008155823, -71.32647693157196, 06/25/2010 14:42:07
42.65474081039429, -71.32647693157196, 06/25/2010 14:42:08
42.65475153923035, -71.3264662027359, 06/25/2010 14:42:09
42.65475153923035, -71.3264662027359, 06/25/2010 14:42:10
42.654762268066406, -71.32646083831787, 06/25/2010 14:42:11
42.65475690364838, -71.32645010948181, 06/25/2010 14:42:12
