Latitude, Longitude, Time
42.654782624999996, -71.32669507499999, 06/24/2010 21:46:53
42.654782624999996, -71.32669507499999, 06/24/2010 21:47:15
42.65424647, -71.32662942000002, 06/24/2010 21:47:30
42.65424647, -71.32662942000002, 06/24/2010 21:47:40
42.65398141111112, -71.32700324444446, 06/24/2010 21:48:02
42.65398141111112, -71.32700324444446, 06/24/2010 21:48:47
42.65398141111112, -71.32700324444446, 06/24/2010 21:49:05
42.65398141111112, -71.32700324444446, 06/24/2010 21:49:15
42.65398141111112, -71.32700324444446, 06/24/2010 21:49:35
42.65398141111112, -71.32700324444446, 06/24/2010 21:49:45
42.65398141111112, -71.32700324444446, 06/24/2010 21:50:16
42.65398141111112, -71.32700324444446, 06/24/2010 21:51:04
42.65398141111112, -71.32700324444446, 06/24/2010 21:52:33
42.65398141111112, -71.32700324444446, 06/24/2010 21:54:01
42.65398141111112, -71.32700324444446, 06/24/2010 21:54:50
42.65398141111112, -71.32700324444446, 06/24/2010 21:55:44
42.65398141111112, -71.32700324444446, 06/24/2010 21:56:16
42.65398141111112, -71.32700324444446, 06/24/2010 21:57:08
42.65398141111112, -71.32700324444446, 06/24/2010 21:58:37
42.65398141111112, -71.32700324444446, 06/24/2010 22:00:07
42.65398141111112, -71.32700324444446, 06/24/2010 22:00:57
