time,latitude
07/21/2010 10:33:05,42.985252
07/21/2010 10:33:06,42.985252
07/21/2010 10:33:07,42.985252
07/21/2010 10:33:08,42.98523
07/21/2010 10:33:09,42.98523
07/21/2010 10:33:10,42.98523
07/21/2010 10:33:11,42.98523
07/21/2010 10:33:12,42.98523
07/21/2010 10:33:14,42.985252
07/21/2010 10:33:15,42.985252
07/21/2010 10:33:16,42.985252
07/21/2010 10:33:17,42.985252
07/21/2010 10:33:18,42.985252
07/21/2010 10:33:19,42.985252
07/21/2010 10:33:20,42.98527
07/21/2010 10:33:21,42.98527
07/21/2010 10:33:22,42.98527
07/21/2010 10:33:23,42.98527
07/21/2010 10:33:24,42.98527
07/21/2010 10:33:25,42.98527
07/21/2010 10:33:26,42.98527
07/21/2010 10:33:27,42.98527
07/21/2010 10:33:29,42.98527
07/21/2010 10:33:30,42.98527
07/21/2010 10:33:31,42.98527
07/21/2010 10:33:32,42.98527
07/21/2010 10:33:33,42.98527
07/21/2010 10:33:34,42.98527
07/21/2010 10:33:35,42.98527
07/21/2010 10:33:36,42.98527
07/21/2010 10:33:37,42.98527
07/21/2010 10:33:38,42.98527
07/21/2010 10:33:39,42.98527
07/21/2010 10:33:40,42.98527
07/21/2010 10:33:41,42.98527
07/21/2010 10:33:43,42.98527
07/21/2010 10:33:44,42.98527
07/21/2010 10:33:45,42.98527
07/21/2010 10:33:46,42.98527
07/21/2010 10:33:47,42.985252
07/21/2010 10:33:48,42.985252
07/21/2010 10:33:49,42.985252
07/21/2010 10:33:50,42.985252
07/21/2010 10:33:51,42.98523
07/21/2010 10:33:52,42.98523
07/21/2010 10:33:53,42.98523
07/21/2010 10:33:54,42.985214
07/21/2010 10:33:55,42.985214
07/21/2010 10:33:57,42.985214
07/21/2010 10:33:58,42.98523
07/21/2010 10:33:59,42.98523
07/21/2010 10:34:00,42.98523
07/21/2010 10:34:01,42.98523
07/21/2010 10:34:02,42.98523
07/21/2010 10:34:03,42.98523
07/21/2010 10:34:04,42.98523
07/21/2010 10:34:05,42.98523
07/21/2010 10:34:06,42.98523
07/21/2010 10:34:07,42.985252
07/21/2010 10:34:08,42.985252
07/21/2010 10:34:09,42.985252
07/21/2010 10:34:11,42.985252
07/21/2010 10:34:12,42.985252
07/21/2010 10:34:13,42.985252
07/21/2010 10:34:14,42.985252
07/21/2010 10:34:15,42.985252
07/21/2010 10:34:16,42.985252
07/21/2010 10:34:17,42.98527
07/21/2010 10:34:18,42.98527
07/21/2010 10:34:19,42.98527
07/21/2010 10:34:20,42.98527
07/21/2010 10:34:21,42.98527
07/21/2010 10:34:22,42.98527
07/21/2010 10:34:23,42.98527
07/21/2010 10:34:24,42.98527
07/21/2010 10:34:26,42.98527
07/21/2010 10:34:27,42.98527
07/21/2010 10:34:28,42.98527
07/21/2010 10:34:29,42.98527
07/21/2010 10:34:30,42.98527
07/21/2010 10:34:31,42.98527
07/21/2010 10:34:32,42.98527
07/21/2010 10:34:33,42.98527
07/21/2010 10:34:34,42.98527
07/21/2010 10:34:35,42.98527
07/21/2010 10:34:36,42.98527
07/21/2010 10:34:37,42.98527
07/21/2010 10:34:38,42.98527
07/21/2010 10:34:40,42.98527
07/21/2010 10:34:41,42.98527
07/21/2010 10:34:42,42.98527
07/21/2010 10:34:43,42.98527
07/21/2010 10:34:44,42.98527
07/21/2010 10:34:45,42.985287
07/21/2010 10:34:46,42.985287
07/21/2010 10:34:47,42.985287
07/21/2010 10:34:48,42.985287
07/21/2010 10:34:49,42.985287
07/21/2010 10:34:50,42.985287
07/21/2010 10:34:51,42.985287
07/21/2010 10:34:52,42.985302
07/21/2010 10:34:54,42.985302
07/21/2010 10:34:55,42.985302
07/21/2010 10:34:56,42.985302
07/21/2010 10:34:57,42.985302
07/21/2010 10:34:58,42.985302
07/21/2010 10:34:59,42.985302
07/21/2010 10:35:00,42.985302
07/21/2010 10:35:01,42.985302
07/21/2010 10:35:02,42.985302
07/21/2010 10:35:03,42.985302
07/21/2010 10:35:04,42.985302
07/21/2010 10:35:05,42.985302
07/21/2010 10:35:06,42.985302
07/21/2010 10:35:08,42.985302
07/21/2010 10:35:09,42.985302
07/21/2010 10:35:10,42.985302
07/21/2010 10:35:11,42.985302
07/21/2010 10:35:12,42.985302
07/21/2010 10:35:13,42.985302
07/21/2010 10:35:14,42.985302
07/21/2010 10:35:15,42.985302
07/21/2010 10:35:16,42.985302
07/21/2010 10:35:17,42.985302
07/21/2010 10:35:18,42.985302
07/21/2010 10:35:19,42.985302
07/21/2010 10:35:20,42.985302
07/21/2010 10:35:21,42.985302
07/21/2010 10:35:23,42.985287
07/21/2010 10:35:24,42.985287
07/21/2010 10:35:25,42.985287
07/21/2010 10:35:26,42.985287
07/21/2010 10:35:27,42.985287
07/21/2010 10:35:28,42.985287
07/21/2010 10:35:29,42.985287
07/21/2010 10:35:30,42.985287
07/21/2010 10:35:31,42.985287
07/21/2010 10:35:32,42.985287
07/21/2010 10:35:33,42.985287
07/21/2010 10:35:34,42.985287
07/21/2010 10:35:35,42.985287
07/21/2010 10:35:37,42.985287
07/21/2010 10:35:38,42.985287
07/21/2010 10:35:39,42.985287
07/21/2010 10:35:40,42.985287
07/21/2010 10:35:41,42.985287
07/21/2010 10:35:42,42.985287
07/21/2010 10:35:43,42.985287
07/21/2010 10:35:44,42.985287
07/21/2010 10:35:45,42.985287
07/21/2010 10:35:46,42.985287
07/21/2010 10:35:47,42.985287
07/21/2010 10:35:48,42.985287
07/21/2010 10:35:49,42.985287
07/21/2010 10:35:50,42.985287
07/21/2010 10:35:52,42.985287
07/21/2010 10:35:53,42.985287
07/21/2010 10:35:54,42.985287
07/21/2010 10:35:55,42.985287
07/21/2010 10:35:56,42.985287
07/21/2010 10:35:57,42.985287
07/21/2010 10:35:58,42.985287
07/21/2010 10:35:59,42.985287
07/21/2010 10:36:00,42.985287
07/21/2010 10:36:01,42.985287
07/21/2010 10:36:02,42.985287
07/21/2010 10:36:03,42.985287
07/21/2010 10:36:04,42.985287
07/21/2010 10:36:05,42.985287
07/21/2010 10:36:07,42.985287
07/21/2010 10:36:08,42.985287
07/21/2010 10:36:09,42.985287
07/21/2010 10:36:10,42.985287
07/21/2010 10:36:11,42.985287
07/21/2010 10:36:12,42.985287
07/21/2010 10:36:13,42.985287
07/21/2010 10:36:14,42.985287
07/21/2010 10:36:15,42.985287
07/21/2010 10:36:16,42.985287
07/21/2010 10:36:17,42.985287
07/21/2010 10:36:18,42.985287
07/21/2010 10:36:19,42.985287
07/21/2010 10:36:20,42.985287
07/21/2010 10:36:22,42.985287
07/21/2010 10:36:23,42.985302
