Time,Latitude,Longitude,Acceleration,Light,Temperature,Sound,Temperature Probe,Altitude
1277735041,,,0.90,98.68,23.47,12,24.969622194843099630996309963099631, 
1277735042,,,0.90,168.02,23.47,22,34.206478317225069124423963133640553, 
1277735043,,,0.90,173.86,23.79,8,50.605701072306262626262626262626263, 
1277735044,,,0.86,242.68,23.79,44,52.432398295598160919540229885057471, 
1277735045,,,0.86,204.73,23.79,22,52.192742274778870056497175141242938, 
1277735046,,,0.90,223.80,23.79,7,51.571080156932432432432432432432432, 
1277735047,,,0.86,248.31,23.79,14,51.193883446210526315789473684210526, 
1277735048,,,0.90,253.93,23.79,6,51.045168545213333333333333333333333, 
1277735049,,,0.90,252.06,23.79,25,50.897602775284948453608247422680412, 
1277735050,,,0.90,253.93,23.79,8,50.605701072306262626262626262626263, 
1277735051,,,0.90,255.79,23.79,10,50.46126180000, 
1277735052,,,0.86,253.93,23.79,35,50.317764764848316831683168316831683, 
1277735053,,,0.86,253.93,23.79,37,50.175163262563137254901960784313725, 
1277735054,,,0.90,246.44,23.79,27,50.033412402615145631067961165048544, 
1277735055,,,0.86,255.79,23.79,9,49.962842409613816425120772946859903, 
1277735056,,,0.90,250.19,23.79,30,49.822287097665933014354066985645933, 
1277735057,,,0.90,248.31,23.79,7,49.682477576857914691943127962085308, 
1277735058,,,0.86,246.44,23.79,7,49.612840181234716981132075471698113, 
1277735059,,,0.90,242.68,23.79,16,49.474076310880747663551401869158879, 
1277735060,,,0.90,237.04,23.79,4,49.335962952260740740740740740740741, 
1277735061,,,0.90,198.98,23.79,8,49.267139014790138248847926267281106, 
1277735062,,,0.90,240.80,23.79,3,49.129934939391689497716894977168950, 
1277735063,,,0.90,235.15,23.79,8,48.993294600305972850678733031674208, 
1277735064,,,0.90,240.80,23.47,11,48.925175616973693693693693693693694, 
1277735065,,,0.90,154.33,23.47,2,48.857185456413183856502242152466368, 
1277735066,,,0.90,229.48,23.47,5,48.721576123611111111111111111111111, 
1277735067,,,0.86,225.69,23.47,23,48.653949382610265486725663716814159, 
1277735068,,,0.90,235.15,23.47,6,48.519033327455438596491228070175439, 
1277735069,,,0.90,210.47,23.47,2,48.451736836809519650655021834061135, 
1277735070,,,0.90,202.82,23.47,0,48.317449454156796536796536796536797, 
1277735071,,,0.90,208.56,23.47,8,48.250451752838620689655172413793103, 
1277735072,,,0.86,220.00,23.47,11,48.183546936066695278969957081545064, 
1277735073,,,0.86,218.10,23.47,17,48.050002970031914893617021276595745, 
1277735074,,,0.86,216.19,23.47,9,47.983357465269152542372881355932203, 
1277735075,,,0.90,216.19,23.47,15,47.850303924059831932773109243697479, 
1277735076,,,0.90,212.38,23.47,2,47.783889847866025104602510460251046, 
1277735077,,,0.90,212.38,23.47,6,47.717546958666666666666666666666667, 
1277735078,,,0.90,202.82,23.14,15,47.651272360849875518672199170124481, 
1277735079,,,0.90,200.90,23.47,10,47.518916695238436213991769547325103, 
1277735080,,,0.86,197.06,23.47,26,47.452830071611803278688524590163934, 
1277735081,,,0.86,212.38,23.47,4,47.386800625806122448979591836734694, 
1277735082,,,0.90,206.65,23.14,8,47.254902647172712550607287449392713, 
1277735083,,,0.90,210.47,23.14,14,47.189028911163870967741935483870968, 
1277735084,,,0.90,197.06,23.14,9,47.123201944893895582329317269076305, 
1277735085,,,0.90,195.13,23.14,10,46.991678367933944223107569721115538, 
1277735086,,,0.90,195.13,23.14,6,46.925976879172063492063492063492063, 
1277735087,,,0.86,212.38,23.14,6,46.860312402444031620553359683794466, 
1277735088,,,0.90,223.80,23.14,8,46.794682593979842519685039370078740, 
1277735089,,,0.90,214.29,23.14,1,46.66351778987, 
1277735090,,,0.90,216.19,23.14,2,46.597978287653929961089494163424125, 
1277735091,,,0.90,216.19,23.14,43,46.532464439174573643410852713178295, 
1277735092,,,0.90,218.10,23.14,9,46.466974077471737451737451737451737, 
1277735093,,,0.90,218.10,23.14,25,46.401505068923076923076923076923077, 
1277735094,,,0.90,220.00,23.14,13,46.336055312605440613026819923371648, 
1277735095,,,0.90,221.90,23.14,6,46.205205312736653992395437262357414, 
1277735096,,,0.86,221.90,23.14,10,46.139801025289696969696969696969697, 
1277735097,,,0.90,229.48,23.14,7,46.074407901103773584905660377358491, 
1277735098,,,0.86,240.80,23.14,8,46.009023993670375939849624060150376, 
1277735099,,,0.90,225.69,23.14,11,45.878276188288955223880597014925373, 
1277735100,,,0.86,227.59,23.14,12,45.812908540965724907063197026022305, 
1277735101,,,0.90,204.73,23.14,25,45.747542610592592592592592592592593, 
1277735102,,,0.90,206.65,23.14,41,45.682176591146199261992619926199262, 
1277735103,,,0.90,218.10,23.14,8,45.616808703162352941176470588235294, 
1277735104,,,0.90,216.19,23.14,14,45.551437193249597069597069597069597, 
1277735105,,,0.90,216.19,23.14,4,45.486060333613430656934306569343066, 
1277735106,,,0.86,208.56,23.14,3,45.420676421590909090909090909090909, 
1277735107,,,0.90,212.38,22.82,9,45.355283779195362318840579710144928, 
1277735108,,,0.90,187.42,22.82,11,45.289880752670974729241877256317690, 
1277735109,,,0.86,171.91,22.82,6,45.224465712056978417266187050359712, 
1277735110,,,0.90,198.98,23.14,26,45.159037050761218637992831541218638, 
1277735111,,,0.90,112.72,22.82,24,45.093593185142857142857142857142857, 
