Time,Latitude,Longitude,Acceleration,Light,Temperature,Sound,Temperature Probe,Altitude
1277738281,,,0.86,407.97,24.43,0,53.96474611199179487179487179487179, 
1277738282,,,0.90,407.97,24.43,0,54.05551333727419354838709677419355, 
1277738283,,,0.86,413.10,24.43,0,54.05551333727419354838709677419355, 
1277738284,,,0.90,399.38,24.43,0,53.96474611199179487179487179487179, 
1277738285,,,0.86,387.27,24.43,0,53.87465396021057324840764331210191, 
1277738286,,,0.86,390.74,24.43,0,53.696431745026289308176100628930818, 
1277738287,,,0.86,401.10,24.43,0,53.520724348720621118012422360248447, 
1277738288,,,0.86,411.39,24.43,0,53.433777127467654320987654320987654, 
1277738289,,,0.90,419.92,24.43,0,53.261625601100487804878048780487805, 
1277738290,,,0.86,321.83,24.43,0,53.091708517230843373493975903614458, 
1277738291,,,0.86,411.39,24.43,0,53.007555554206347305389221556886228, 
1277738292,,,0.86,402.82,24.43,0,52.840798790732426035502958579881657, 
1277738293,,,0.86,441.89,24.43,0,52.676028300787251461988304093567251, 
1277738294,,,0.86,438.53,24.43,0,52.513152801752254335260115606936416, 
1277738295,,,0.86,443.56,24.43,0,52.432398295598160919540229885057471, 
1277738296,,,0.86,436.84,24.43,0,52.272203191374545454545454545454545, 
1277738297,,,0.90,440.21,24.43,0,52.192742274778870056497175141242938, 
1277738298,,,0.86,436.84,24.43,0,52.035044618974189944134078212290503, 
1277738299,,,0.86,430.10,24.43,0,51.878916273023314917127071823204420, 
1277738300,,,0.86,436.84,24.43,0,51.801417771684395604395604395604396, 
1277738301,,,0.86,435.16,24.43,0,51.647508209433043478260869565217391, 
1277738302,,,0.86,436.84,24.43,0,51.494992233631827956989247311827957, 
1277738303,,,0.86,436.84,24.43,0,51.419236393172513368983957219251337, 
1277738304,,,0.90,440.21,24.43,0,51.268689626809417989417989417989418, 
1277738305,,,0.90,440.21,24.43,0,51.193883446210526315789473684210526, 
1277738306,,,0.86,440.21,24.11,0,51.045168545213333333333333333333333, 
1277738307,,,0.90,441.89,24.11,0,50.897602775284948453608247422680412, 
1277738308,,,0.90,443.56,24.43,0,50.824233556397435897435897435897436, 
1277738309,,,0.86,443.56,24.11,0,50.678289161089644670050761421319797, 
1277738310,,,0.86,441.89,24.11,0,50.605701072306262626262626262626263, 
1277738311,,,0.90,443.56,24.11,0,50.46126180000, 
1277738312,,,0.86,443.56,24.11,0,50.389398465365273631840796019900498, 
1277738313,,,0.86,441.89,24.11,0,50.246354919218423645320197044334975, 
1277738314,,,0.86,441.89,24.11,0,50.104184239524390243902439024390244, 
1277738315,,,0.86,441.89,24.11,0,50.033412402615145631067961165048544, 
1277738316,,,0.86,440.21,24.11,0,49.962842409613816425120772946859903, 
1277738317,,,0.86,435.16,24.11,0,49.822287097665933014354066985645933, 
1277738318,,,0.90,435.16,24.11,0,49.752291598190476190476190476190476, 
1277738319,,,0.86,423.32,24.11,0,49.612840181234716981132075471698113, 
1277738320,,,0.86,419.92,24.11,0,49.543374650012863849765258215962441, 
1277738321,,,0.86,373.33,24.11,0,49.404940578453488372093023255813953, 
1277738322,,,0.86,421.62,24.11,0,49.335962952260740740740740740740741, 
1277738323,,,0.90,419.92,24.11,0,49.198464429584587155963302752293578, 
1277738324,,,0.86,419.92,24.11,0,49.129934939391689497716894977168950, 
1277738325,,,0.86,423.32,23.79,0,48.993294600305972850678733031674208, 
1277738326,,,0.86,426.71,23.79,0,48.925175616973693693693693693693694, 
1277738327,,,0.86,423.32,23.79,0,48.789320231348571428571428571428571, 
1277738328,,,0.86,421.62,23.79,0,48.721576123611111111111111111111111, 
1277738329,,,0.90,413.10,23.79,0,48.653949382610265486725663716814159, 
1277738330,,,0.86,411.39,23.79,6,48.519033327455438596491228070175439, 
1277738331,,,0.86,409.68,23.79,4,48.451736836809519650655021834061135, 
1277738332,,,0.86,409.68,23.79,1,48.384543357130434782608695652173913, 
1277738333,,,0.90,409.68,23.79,0,48.250451752838620689655172413793103, 
1277738334,,,0.86,407.97,23.79,0,48.183546936066695278969957081545064, 
1277738335,,,0.90,406.25,23.79,0,48.050002970031914893617021276595745, 
1277738336,,,0.86,406.25,23.47,0,47.983357465269152542372881355932203, 
1277738337,,,0.86,406.25,23.47,0,47.916792131731054852320675105485232, 
1277738338,,,0.86,402.82,23.47,0,47.850303924059831932773109243697479, 
1277738339,,,0.86,401.10,23.47,0,47.717546958666666666666666666666667, 
1277738340,,,0.90,402.82,23.47,0,47.651272360849875518672199170124481, 
1277738341,,,0.90,402.82,23.47,3,47.518916695238436213991769547325103, 
1277738342,,,0.86,402.82,23.47,0,47.452830071611803278688524590163934, 
1277738343,,,0.90,402.82,23.47,0,47.386800625806122448979591836734694, 
1277738344,,,0.90,395.93,23.47,0,47.254902647172712550607287449392713, 
1277738345,,,0.86,395.93,23.47,0,47.189028911163870967741935483870968, 
1277738346,,,0.90,399.38,23.47,0,47.123201944893895582329317269076305, 
1277738347,,,0.86,394.20,23.47,0,47.05741925000, 
1277738348,,,0.90,392.47,23.47,0,46.991678367933944223107569721115538, 
1277738349,,,0.86,350.43,23.47,0,46.860312402444031620553359683794466, 
1277738350,,,0.86,397.65,23.47,2,46.729085146774509803921568627450980, 
1277738351,,,0.90,399.38,23.47,0,46.66351778987, 
1277738352,,,0.90,404.54,23.47,0,46.597978287653929961089494163424125, 
1277738353,,,0.90,404.54,23.47,0,46.532464439174573643410852713178295, 
