Time,Latitude,Longitude,Acceleration,Light,Temperature,Sound,Temperature Probe,Altitude
1277738341,,,0.86,250.19,25.08,0,53.261625601100487804878048780487805, 
1277738342,,,0.86,332.61,25.08,10,53.520724348720621118012422360248447, 
1277738343,,,0.86,336.19,24.76,1,53.60827110200, 
1277738344,,,0.86,346.88,24.76,3,53.60827110200, 
1277738345,,,0.86,359.28,24.76,2,53.520724348720621118012422360248447, 
1277738346,,,0.86,366.32,24.43,1,53.347415432857300613496932515337423, 
1277738347,,,0.86,387.27,24.43,0,53.176394299651515151515151515151515, 
1277738348,,,0.86,385.54,24.43,3,53.091708517230843373493975903614458, 
1277738349,,,0.86,366.32,24.43,3,52.923923013318095238095238095238095, 
1277738350,,,0.86,414.81,24.43,2,52.758171067411764705882352941176471, 
1277738351,,,0.86,411.39,24.11,3,52.594359216721860465116279069767442, 
1277738352,,,0.86,399.38,24.11,5,52.432398295598160919540229885057471, 
1277738353,,,0.86,401.10,24.11,7,52.352085183928571428571428571428571, 
1277738354,,,0.86,404.54,24.11,8,52.113692616673258426966292134831461, 
1277738355,,,0.86,406.25,24.11,8,52.035044618974189944134078212290503, 
1277738356,,,0.86,409.68,24.11,7,51.878916273023314917127071823204420, 
1277738357,,,0.86,409.68,24.11,5,51.724284613369071038251366120218579, 
1277738358,,,0.86,411.39,24.11,6,51.647508209433043478260869565217391, 
1277738359,,,0.86,430.10,24.11,12,51.494992233631827956989247311827957, 
1277738360,,,0.86,435.16,24.11,26,51.343804760394893617021276595744681, 
1277738361,,,0.86,448.58,24.11,16,51.268689626809417989417989417989418, 
1277738362,,,0.86,438.53,24.11,3,51.119378830428376963350785340314136, 
1277738363,,,0.86,440.21,24.11,8,51.045168545213333333333333333333333, 
1277738364,,,0.86,460.23,24.11,8,50.897602775284948453608247422680412, 
1277738365,,,0.86,456.91,23.79,6,50.751131192352653061224489795918367, 
1277738366,,,0.86,456.91,23.79,6,50.605701072306262626262626262626263, 
1277738367,,,0.86,461.89,23.79,10,50.533360664148643216080402010050251, 
1277738368,,,0.86,450.25,23.79,15,50.46126180000, 
1277738369,,,0.86,451.92,23.79,9,50.317764764848316831683168316831683, 
1277738370,,,0.86,451.92,23.79,4,50.175163262563137254901960784313725, 
1277738371,,,0.86,450.25,23.79,5,50.104184239524390243902439024390244, 
1277738372,,,0.86,445.24,23.79,9,50.033412402615145631067961165048544, 
1277738373,,,0.86,431.79,23.79,0,49.892469021033846153846153846153846, 
1277738374,,,0.86,414.81,23.79,9,49.752291598190476190476190476190476, 
1277738375,,,0.86,382.06,23.79,0,49.682477576857914691943127962085308, 
1277738376,,,0.86,390.74,23.79,3,49.543374650012863849765258215962441, 
1277738377,,,0.86,366.32,23.79,0,49.474076310880747663551401869158879, 
1277738378,,,0.86,378.57,23.79,3,49.335962952260740740740740740740741, 
1277738379,,,0.86,353.98,23.79,5,49.267139014790138248847926267281106, 
1277738380,,,0.86,369.83,23.79,6,49.129934939391689497716894977168950, 
1277738381,,,0.86,357.51,23.79,3,49.061546364363636363636363636363636, 
1277738382,,,0.86,357.51,23.79,4,48.925175616973693693693693693693694, 
1277738383,,,0.86,334.40,23.47,0,48.857185456413183856502242152466368, 
1277738384,,,0.86,343.33,23.47,3,48.789320231348571428571428571428571, 
1277738385,,,0.86,300.08,23.47,1,48.586436323845198237885462555066079, 
1277738386,,,0.86,290.94,23.47,5,48.586436323845198237885462555066079, 
1277738387,,,0.86,289.10,23.47,6,48.519033327455438596491228070175439, 
1277738388,,,0.86,287.27,23.47,0,48.384543357130434782608695652173913, 
1277738389,,,0.86,281.75,23.47,12,48.250451752838620689655172413793103, 
1277738390,,,0.86,274.37,23.47,25,48.183546936066695278969957081545064, 
1277738391,,,0.86,272.52,23.47,6,48.116731743434529914529914529914530, 
1277738392,,,0.86,265.11,23.47,10,47.983357465269152542372881355932203, 
1277738393,,,0.86,265.11,23.47,14,47.916792131731054852320675105485232, 
1277738394,,,0.86,259.52,23.47,4,47.783889847866025104602510460251046, 
1277738395,,,0.86,252.06,23.47,4,47.717546958666666666666666666666667, 
1277738396,,,0.86,255.79,23.14,17,47.651272360849875518672199170124481, 
