temperature,time
27.5,0
27.5,1
27.5,2
27.5,3
27.5,4
27.5,5
27.5,6
28.1,7
28.7,8
29.4,9
29.9,10
30.4,11
30.8,12
31.2,13
31.4,14
31.7,15
31.9,16
32.1,17
32.2,18
32.4,19
32.6,20
32.7,21
32.7,22
32.9,23
32.9,24
33.1,25
33.1,26
33.2,27
33.2,28
33.3,29
33.3,30
33.4,31
33.6,32
33.5,33
33.5,34
33.4,35
33.4,36
33.4,37
33.4,38
33.4,39
33.3,40
33.3,41
33.2,42
33.2,43
33.1,44
33.1,45
32.9,46
32.8,47
32.7,48
32.6,49
32.6,50
