time,ppt
06/30/2010 09:03:46,1.5440335483870967741935483870967741856
06/30/2010 09:03:57,1.5440335483870967741935483870967741856
06/30/2010 09:04:08,1.5440335483870967741935483870967741856
06/30/2010 09:04:19,1.5440335483870967741935483870967741856
06/30/2010 09:04:30,1.5440335483870967741935483870967741856
06/30/2010 09:04:40,1.5440335483870967741935483870967741856
06/30/2010 09:04:51,1.5440335483870967741935483870967741856
06/30/2010 09:05:02,1.5440335483870967741935483870967741856
06/30/2010 09:05:13,1.5440335483870967741935483870967741856
06/30/2010 09:05:24,1.5440335483870967741935483870967741856
06/30/2010 09:05:34,1.5440335483870967741935483870967741856
06/30/2010 09:05:45,1.5440335483870967741935483870967741856
06/30/2010 09:05:56,1.5440335483870967741935483870967741856
06/30/2010 09:06:07,1.5440335483870967741935483870967741856
06/30/2010 09:06:17,1.5440335483870967741935483870967741856
06/30/2010 09:06:28,1.5440335483870967741935483870967741856
06/30/2010 09:06:39,1.5439612903225806451612903225806451584
06/30/2010 09:06:50,1.5439612903225806451612903225806451584
06/30/2010 09:07:01,1.5440335483870967741935483870967741856
06/30/2010 09:07:11,1.5440335483870967741935483870967741856
06/30/2010 09:09:52,1.5440335483870967741935483870967741856
06/30/2010 09:10:03,1.5440335483870967741935483870967741856
06/30/2010 09:10:14,1.5440335483870967741935483870967741856
06/30/2010 09:10:25,1.5441058064516129032258064516129032352
06/30/2010 09:10:35,1.5440335483870967741935483870967741856
06/30/2010 09:10:46,1.5441058064516129032258064516129032352
06/30/2010 09:10:57,1.5442503225806451612903225806451612896
06/30/2010 09:11:08,1.5442503225806451612903225806451612896
06/30/2010 09:11:18,1.5443948387096774193548387096774193440
06/30/2010 09:11:29,1.5441780645161290322580645161290322624
06/30/2010 09:11:40,1.5441058064516129032258064516129032352
