time,ppt
06/30/2010 09:02:50,1.5439612903225806451612903225806451584
06/30/2010 09:02:51,1.5439612903225806451612903225806451584
06/30/2010 09:02:52,1.5439612903225806451612903225806451584
06/30/2010 09:02:53,1.5439612903225806451612903225806451584
06/30/2010 09:02:54,1.5439612903225806451612903225806451584
06/30/2010 09:02:55,1.5439612903225806451612903225806451584
06/30/2010 09:02:56,1.5439612903225806451612903225806451584
06/30/2010 09:02:57,1.5439612903225806451612903225806451584
06/30/2010 09:02:58,1.5439612903225806451612903225806451584
06/30/2010 09:02:59,1.5439612903225806451612903225806451584
06/30/2010 09:03:00,1.5440335483870967741935483870967741856
06/30/2010 09:03:01,1.5439612903225806451612903225806451584
06/30/2010 09:03:02,1.5439612903225806451612903225806451584
06/30/2010 09:03:03,1.5439612903225806451612903225806451584
06/30/2010 09:03:05,1.5439612903225806451612903225806451584
06/30/2010 09:03:06,1.5439612903225806451612903225806451584
06/30/2010 09:03:07,1.5439612903225806451612903225806451584
06/30/2010 09:03:08,1.5439612903225806451612903225806451584
06/30/2010 09:03:09,1.5439612903225806451612903225806451584
06/30/2010 09:03:10,1.5439612903225806451612903225806451584
06/30/2010 09:03:11,1.5440335483870967741935483870967741856
06/30/2010 09:03:12,1.5439612903225806451612903225806451584
06/30/2010 09:03:13,1.5439612903225806451612903225806451584
06/30/2010 09:03:14,1.5439612903225806451612903225806451584
06/30/2010 09:03:15,1.5439612903225806451612903225806451584
06/30/2010 09:03:16,1.5439612903225806451612903225806451584
06/30/2010 09:03:17,1.5439612903225806451612903225806451584
06/30/2010 09:03:19,1.5439612903225806451612903225806451584
06/30/2010 09:06:07,1.5439612903225806451612903225806451584
06/30/2010 09:06:08,1.5439612903225806451612903225806451584
06/30/2010 09:06:09,1.5439612903225806451612903225806451584
06/30/2010 09:06:10,1.5439612903225806451612903225806451584
06/30/2010 09:06:11,1.5439612903225806451612903225806451584
06/30/2010 09:06:12,1.5439612903225806451612903225806451584
06/30/2010 09:06:13,1.5439612903225806451612903225806451584
06/30/2010 09:06:14,1.5439612903225806451612903225806451584
06/30/2010 09:06:15,1.5439612903225806451612903225806451584
06/30/2010 09:06:16,1.5439612903225806451612903225806451584
06/30/2010 09:06:18,1.5439612903225806451612903225806451584
06/30/2010 09:06:19,1.5439612903225806451612903225806451584
06/30/2010 09:06:20,1.5439612903225806451612903225806451584
06/30/2010 09:06:21,1.5439612903225806451612903225806451584
06/30/2010 09:06:22,1.5439612903225806451612903225806451584
06/30/2010 09:06:23,1.5440335483870967741935483870967741856
06/30/2010 09:06:24,1.5439612903225806451612903225806451584
06/30/2010 09:06:25,1.5439612903225806451612903225806451584
06/30/2010 09:06:26,1.5439612903225806451612903225806451584
06/30/2010 09:06:27,1.5439612903225806451612903225806451584
06/30/2010 09:06:28,1.5439612903225806451612903225806451584
06/30/2010 09:06:29,1.5439612903225806451612903225806451584
06/30/2010 09:06:30,1.5439612903225806451612903225806451584
06/30/2010 09:06:32,1.5439612903225806451612903225806451584
06/30/2010 09:06:33,1.5439612903225806451612903225806451584
06/30/2010 09:06:34,1.5440335483870967741935483870967741856
06/30/2010 09:06:35,1.5439612903225806451612903225806451584
06/30/2010 09:06:36,1.5440335483870967741935483870967741856
06/30/2010 09:06:37,1.5439612903225806451612903225806451584
