time,latitude,longitude,acceleration,light,temperature,sound,altitude
04/12/2010 09:56:44,42.129784,-71.04276,0.82,1064.99,24.11,0,77
04/12/2010 09:56:45,42.129784,-71.04273,0.90,1065.74,24.11,0,78
04/12/2010 09:56:47,42.129784,-71.04272,0.86,1064.99,23.79,0,79
04/12/2010 09:56:48,42.129784,-71.0427,0.86,1064.99,23.79,0,79
04/12/2010 09:56:49,42.12977,-71.04269,0.98,1064.23,23.79,0,80
04/12/2010 09:56:50,42.12977,-71.04269,0.94,1065.74,23.79,0,81
04/12/2010 09:56:51,42.12977,-71.04267,0.90,1066.50,24.11,0,81
04/12/2010 09:56:52,42.12977,-71.04267,1.02,1067.25,24.11,0,82
04/12/2010 09:56:53,42.12977,-71.04265,1.45,1067.25,23.79,0,82
04/12/2010 09:56:54,42.12977,-71.04265,0.74,1067.25,24.11,0,82
04/12/2010 09:56:55,42.12977,-71.04263,0.55,1065.74,23.79,0,84
04/12/2010 09:56:56,42.129784,-71.04263,0.74,1064.99,23.79,0,85
04/12/2010 09:56:57,42.129784,-71.04263,0.59,1064.99,23.79,0,86
04/12/2010 09:56:59,42.129784,-71.04262,1.21,1071.72,23.47,2,87
04/12/2010 09:57:00,42.129803,-71.0426,1.41,1064.23,23.47,0,88
04/12/2010 09:57:01,42.129803,-71.0426,0.59,1064.23,23.47,0,88
04/12/2010 09:57:02,42.129803,-71.04259,0.70,1063.47,23.14,0,88
04/12/2010 09:57:03,42.129818,-71.04259,0.78,1070.98,22.82,0,88
04/12/2010 09:57:04,42.129818,-71.04259,1.95,1079.03,22.50,0,88
04/12/2010 09:57:05,42.129833,-71.04257,0.62,1064.99,22.50,0,87
04/12/2010 09:57:06,42.129833,-71.04256,1.05,1064.99,22.50,0,87
04/12/2010 09:57:07,42.129833,-71.04253,1.05,1076.86,22.18,0,87
04/12/2010 09:57:08,42.129833,-71.042496,0.86,1069.49,22.18,0,87
04/12/2010 09:57:09,42.129833,-71.04248,0.70,1071.72,22.18,0,87
04/12/2010 09:57:10,42.129818,-71.04248,1.56,1065.74,21.86,2,87
04/12/2010 09:57:12,42.129818,-71.042465,0.94,1068.75,21.86,0,86
04/12/2010 09:57:13,42.129818,-71.042465,0.82,1070.98,21.86,0,86
04/12/2010 09:57:14,42.129803,-71.04245,0.78,1070.98,21.86,0,86
04/12/2010 09:57:15,42.129803,-71.042435,0.74,1065.74,21.53,0,86
04/12/2010 09:57:16,42.129803,-71.042435,0.94,1065.74,21.53,0,86
04/12/2010 09:57:17,42.129803,-71.04241,0.94,1066.50,21.53,0,86
04/12/2010 09:57:18,42.129803,-71.0424,0.82,1066.50,21.53,0,86
04/12/2010 09:57:19,42.129803,-71.0424,0.78,1063.47,21.21,0,86
04/12/2010 09:57:20,42.129803,-71.0424,0.98,1064.23,21.21,0,85
04/12/2010 09:57:21,42.129803,-71.04238,0.62,1064.99,21.21,0,85
04/12/2010 09:57:22,42.129803,-71.04238,0.86,1063.47,20.89,2,85
04/12/2010 09:57:23,42.129803,-71.042366,3.59,1074.67,20.57,2,85
04/12/2010 09:57:24,42.129818,-71.04235,3.95,1072.46,20.24,2,84
04/12/2010 09:57:26,42.129833,-71.04235,1.52,1064.23,20.24,0,83
04/12/2010 09:57:27,42.12985,-71.04232,0.55,1068.00,20.24,22,83
04/12/2010 09:57:28,42.12985,-71.04232,1.29,1063.47,19.92,0,83
04/12/2010 09:57:29,42.129868,-71.042305,0.98,1061.95,19.92,7,82
04/12/2010 09:57:30,42.129868,-71.042305,1.33,1060.42,19.60,0,82
04/12/2010 09:57:31,42.129868,-71.042305,0.78,1067.25,19.92,0,82
04/12/2010 09:57:32,42.129868,-71.04228,1.17,1067.25,19.60,0,82
04/12/2010 09:57:33,42.12985,-71.04228,1.13,1074.67,19.92,0,82
04/12/2010 09:57:34,42.12985,-71.04225,1.37,1074.67,19.60,0,81
04/12/2010 09:57:35,42.12985,-71.04224,0.94,1064.23,19.60,0,80
04/12/2010 09:57:36,42.129868,-71.04222,0.78,1064.23,19.92,0,80
04/12/2010 09:57:38,42.129868,-71.04222,0.86,1061.95,19.92,0,80
