time,latitude,longitude,light,external,altitude,pedometer
"Jul 27 2009 18:00:56",,,281.75,0,60000,0
"Jul 27 2009 18:00:58",,,300.08,0,60000,0
"Jul 27 2009 18:00:59",,,281.75,0,60000,0
"Jul 27 2009 18:00:01",,,266.96,0,60000,0
"Jul 27 2009 18:00:01",,,399.38,0,60000,0
"Jul 27 2009 18:00:04",,,218.10,0,60000,0
"Jul 27 2009 18:00:04",,,47.80,0,60000,0
"Jul 27 2009 18:00:06",,,35.42,0,60000,2
"Jul 27 2009 18:00:07",,,39.56,0,60000,0
"Jul 27 2009 18:00:09",,,43.68,0,60000,0
"Jul 27 2009 18:00:10",,,45.74,0,60000,0
"Jul 27 2009 18:00:12",,,35.42,0,60000,0
"Jul 27 2009 18:00:13",,,116.72,0,60000,0
"Jul 27 2009 18:00:15",,,88.59,0,60000,0
"Jul 27 2009 18:00:16",,,62.16,0,60000,1
"Jul 27 2009 18:00:18",,,86.57,0,60000,0
"Jul 27 2009 18:00:19",,,210.47,0,60000,0
"Jul 27 2009 18:00:21",,,387.27,0,60000,0
"Jul 27 2009 18:00:21",,,425.02,0,60000,0
"Jul 27 2009 18:00:24",,,617.03,0,60000,0
"Jul 27 2009 18:00:24",,,533.02,0,60000,1
"Jul 27 2009 18:00:26",,,729.51,0,60000,3
"Jul 27 2009 18:00:27",,,499.51,0,60000,1
"Jul 27 2009 18:00:29",,,713.37,0,60000,2
"Jul 27 2009 18:00:30",,,744.08,0,60000,0
"Jul 27 2009 18:00:32",,,468.50,0,60000,0
"Jul 27 2009 18:00:33",,,476.72,0,60000,0
"Jul 27 2009 18:00:35",,,597.67,0,60000,1
"Jul 27 2009 18:00:36",,,775.10,0,60000,2
"Jul 27 2009 18:00:38",,,786.47,0,60000,1
"Jul 27 2009 18:00:38",,,767.44,0,60000,0
"Jul 27 2009 18:00:40",,,791.47,0,60000,0
"Jul 27 2009 18:00:41",,,797.69,0,60000,1
"Jul 27 2009 18:00:43",,,806.31,0,60000,1
"Jul 27 2009 18:00:44",,,813.64,0,60000,1
"Jul 27 2009 18:00:46",,,657.71,0,60000,1
"Jul 27 2009 18:00:47",,,814.85,0,60000,1
"Jul 27 2009 18:00:49",,,829.28,0,60000,1
"Jul 27 2009 18:00:50",,,676.12,0,60000,1
"Jul 27 2009 18:00:52",,,666.24,0,60000,0
"Jul 27 2009 18:00:52",,,670.49,0,60000,1
"Jul 27 2009 18:00:55",,,667.66,0,60000,1
"Jul 27 2009 18:00:55",,,819.69,0,60000,1
"Jul 27 2009 18:00:57",,,820.89,0,60000,1
"Jul 27 2009 18:00:58",,,820.89,0,60000,0
"Jul 27 2009 18:00:00",,,822.10,0,60000,1
"Jul 27 2009 18:00:01",,,819.69,0,60000,2
"Jul 27 2009 18:00:03",,,819.69,0,60000,1
"Jul 27 2009 18:00:04",,,824.50,0,60000,0
"Jul 27 2009 18:00:06",,,822.10,0,60000,0
"Jul 27 2009 18:00:07",,,814.85,0,60000,0
"Jul 27 2009 18:00:09",,,816.06,0,60000,0
"Jul 27 2009 18:00:09",,,816.06,0,60000,2
"Jul 27 2009 18:00:12",,,813.64,0,60000,0
"Jul 27 2009 18:00:12",,,814.85,0,60000,0
"Jul 27 2009 18:00:14",,,814.85,0,60000,0
"Jul 27 2009 18:00:15",,,814.85,0,60000,1
"Jul 27 2009 18:00:17",,,817.27,0,60000,0
"Jul 27 2009 18:00:18",,,819.69,0,60000,0
"Jul 27 2009 18:00:20",,,819.69,0,60000,0
"Jul 27 2009 18:00:21",,,818.48,0,60000,0
"Jul 27 2009 18:00:23",,,820.89,0,60000,1
"Jul 27 2009 18:00:24",,,822.10,0,60000,1
"Jul 27 2009 18:00:26",,,816.06,0,60000,1
"Jul 27 2009 18:00:26",,,818.48,0,60000,0
"Jul 27 2009 18:00:29",,,671.90,0,60000,1
"Jul 27 2009 18:00:29",,,673.31,0,60000,1
"Jul 27 2009 18:00:31",,,828.09,0,60000,1
"Jul 27 2009 18:00:32",,,825.70,0,60000,3
"Jul 27 2009 18:00:34",,,824.50,0,60000,2
"Jul 27 2009 18:00:35",,,829.28,0,60000,1
"Jul 27 2009 18:00:37",,,681.72,0,60000,2
"Jul 27 2009 18:00:38",,,666.24,0,60000,4
"Jul 27 2009 18:00:40",,,813.64,0,60000,3
"Jul 27 2009 18:00:40",,,812.42,0,60000,0
"Jul 27 2009 18:00:43",,,812.42,0,60000,0
"Jul 27 2009 18:00:43",,,825.70,0,60000,3
"Jul 27 2009 18:00:45",,,814.85,0,60000,2
"Jul 27 2009 18:00:46",,,814.85,0,60000,0
"Jul 27 2009 18:00:48",,,813.64,0,60000,0
"Jul 27 2009 18:00:49",,,814.85,0,60000,0
"Jul 27 2009 18:00:51",,,823.30,0,60000,1
"Jul 27 2009 18:00:52",,,822.10,0,60000,1
"Jul 27 2009 18:00:54",,,814.85,0,60000,1
"Jul 27 2009 18:00:55",,,814.85,0,60000,3
"Jul 27 2009 18:00:57",,,813.64,0,60000,2
"Jul 27 2009 18:00:57",,,817.27,0,60000,0
"Jul 27 2009 18:04:00",,,813.64,0,60000,0
"Jul 27 2009 18:04:00",,,812.42,0,60000,0
"Jul 27 2009 18:04:02",,,811.20,0,60000,2
"Jul 27 2009 18:04:03",,,812.42,0,60000,0
"Jul 27 2009 18:04:05",,,809.98,0,60000,0
"Jul 27 2009 18:04:06",,,814.85,0,60000,0
"Jul 27 2009 18:04:08",,,814.85,0,60000,0
"Jul 27 2009 18:04:09",,,811.20,0,60000,0
"Jul 27 2009 18:04:11",,,814.85,0,60000,0
"Jul 27 2009 18:04:12",,,826.89,0,60000,0
"Jul 27 2009 18:04:14",,,814.85,0,60000,0
"Jul 27 2009 18:04:14",,,812.42,0,60000,0
"Jul 27 2009 18:04:16",,,800.16,0,60000,0
"Jul 27 2009 18:04:17",,,814.85,0,60000,0
"Jul 27 2009 18:04:19",,,818.48,0,60000,2
"Jul 27 2009 18:04:20",,,828.09,0,60000,2
"Jul 27 2009 18:04:22",,,832.85,0,60000,3
"Jul 27 2009 18:04:23",,,822.10,0,60000,4
"Jul 27 2009 18:04:25",,,664.83,0,60000,3
"Jul 27 2009 18:04:26",,,676.12,0,60000,2
"Jul 27 2009 18:04:28",,,836.40,0,60000,5
"Jul 27 2009 18:04:28",,,677.52,0,60000,5
"Jul 27 2009 18:04:31",,,816.06,0,60000,2
"Jul 27 2009 18:04:31",,,673.31,0,60000,3
"Jul 27 2009 18:04:33",,,837.58,0,60000,3
"Jul 27 2009 18:04:34",,,828.09,0,60000,3
"Jul 27 2009 18:04:36",,,678.92,0,60000,0
"Jul 27 2009 18:04:37",,,678.92,0,60000,0
"Jul 27 2009 18:04:39",,,681.72,0,60000,0
"Jul 27 2009 18:04:40",,,681.72,0,60000,0
"Jul 27 2009 18:04:42",,,830.47,0,60000,1
"Jul 27 2009 18:04:42",,,834.03,0,60000,4
"Jul 27 2009 18:04:45",,,814.85,0,60000,1
"Jul 27 2009 18:04:45",,,677.52,0,60000,1
"Jul 27 2009 18:04:47",,,832.85,0,60000,0
"Jul 27 2009 18:04:48",,,820.89,0,60000,0
"Jul 27 2009 18:04:50",,,674.71,0,60000,0
"Jul 27 2009 18:04:51",,,828.09,0,60000,1
"Jul 27 2009 18:04:53",,,678.92,0,60000,5
