time,latitude,longitude,light,external,altitude,pedometer
"Jul 27 2009 18:04:27",36.29418,-109.21556,705.21,32.83015,2161,4
"Jul 27 2009 18:04:28",36.294117,-109.21546,702.47,32.7177,2161,2
"Jul 27 2009 18:04:29",36.29435,-109.21553,709.30,32.83015,2161,2
"Jul 27 2009 18:04:30",36.29433,-109.21536,707.94,32.9426,2161,1
"Jul 27 2009 18:04:32",36.29418,-109.21551,703.84,32.9426,2161,3
"Jul 27 2009 18:04:33",36.293736,-109.215775,710.66,32.9426,2161,3
"Jul 27 2009 18:04:35",36.294052,-109.21566,718.78,33.05505,2161,2
"Jul 27 2009 18:04:36",36.294018,-109.21566,707.94,32.9426,2161,3
"Jul 27 2009 18:04:38",36.2941,-109.21569,707.94,33.05505,2161,1
"Jul 27 2009 18:04:39",36.293667,-109.21579,709.30,33.1675,2161,0
"Jul 27 2009 18:04:41",36.29387,-109.21582,705.21,33.05505,2161,0
"Jul 27 2009 18:04:42",36.29395,-109.21589,706.57,33.05505,2161,0
"Jul 27 2009 18:04:43",36.293884,-109.215866,706.57,32.9426,2161,1
"Jul 27 2009 18:04:44",36.293884,-109.21585,709.30,32.83015,2161,4
"Jul 27 2009 18:04:46",36.29395,-109.215866,706.57,32.83015,2161,3
"Jul 27 2009 18:04:47",36.293583,-109.21605,706.57,32.83015,2161,4
"Jul 27 2009 18:04:49",36.293766,-109.21602,707.94,33.05505,2161,2
"Jul 27 2009 18:04:50",36.293816,-109.21595,702.47,33.1675,2161,3
"Jul 27 2009 18:04:52",36.293816,-109.21595,707.94,33.27995,2161,1
"Jul 27 2009 18:04:53",36.293816,-109.21595,720.13,33.27995,2161,3
"Jul 27 2009 18:04:55",36.293816,-109.21595,732.18,33.1675,2161,3
"Jul 27 2009 18:04:56",36.293816,-109.21595,730.85,33.27995,2161,3
"Jul 27 2009 18:04:58",36.293816,-109.21595,733.51,33.3924,2161,3
"Jul 27 2009 18:04:59",36.293816,-109.21595,732.18,33.50485,2161,2
"Jul 27 2009 18:04:00",36.294117,-109.21579,733.51,33.72975,2161,1
"Jul 27 2009 18:04:01",36.29395,-109.21592,724.16,33.72975,2161,1
"Jul 27 2009 18:04:03",36.29387,-109.215935,724.16,33.8422,2161,1
"Jul 27 2009 18:04:04",36.294285,-109.215836,720.13,33.8422,2161,0
"Jul 27 2009 18:04:06",36.294285,-109.215836,721.48,33.95465,2161,0
"Jul 27 2009 18:04:07",36.294285,-109.215836,728.18,33.95465,2161,1
"Jul 27 2009 18:04:09",36.29437,-109.215675,720.13,34.0671,2161,2
"Jul 27 2009 18:04:10",36.294434,-109.21561,714.73,34.0671,2161,0
"Jul 27 2009 18:04:12",36.294235,-109.215576,729.51,34.17955,2161,2
"Jul 27 2009 18:04:13",36.294617,-109.21549,717.43,34.17955,2161,1
"Jul 27 2009 18:04:14",36.2945,-109.21561,729.51,34.0671,2161,0
"Jul 27 2009 18:04:16",36.294052,-109.21589,730.85,34.0671,2161,0
"Jul 27 2009 18:04:17",36.294132,-109.21598,718.78,34.0671,2161,2
"Jul 27 2009 18:04:18",36.294,-109.21605,734.83,34.17955,2161,2
"Jul 27 2009 18:04:20",36.294147,-109.21592,733.51,34.2920,2161,1
"Jul 27 2009 18:04:21",36.294735,-109.21569,728.18,34.40445,2161,2
"Jul 27 2009 18:04:23",36.294216,-109.215935,737.48,34.40445,2161,1
"Jul 27 2009 18:04:24",36.294567,-109.21559,728.18,34.5169,2161,2
"Jul 27 2009 18:04:26",36.2944,-109.21559,737.48,34.5169,2161,0
"Jul 27 2009 18:04:27",36.294582,-109.21575,737.48,34.62935,2161,1
"Jul 27 2009 18:04:29",36.29495,-109.21559,737.48,34.7418,2161,4
"Jul 27 2009 18:04:30",36.294918,-109.21575,736.16,34.62935,2161,4
"Jul 27 2009 18:04:31",36.29475,-109.21561,738.81,34.40445,2161,2
"Jul 27 2009 18:04:32",36.29468,-109.21566,737.48,34.40445,2161,1
"Jul 27 2009 18:04:34",36.294765,-109.21569,737.48,34.2920,2161,2
"Jul 27 2009 18:04:35",36.29442,-109.21595,734.83,34.2920,2161,3
"Jul 27 2009 18:04:37",36.2945,-109.215935,738.81,34.2920,2161,2
"Jul 27 2009 18:04:38",36.29418,-109.21618,712.02,34.17955,2161,1
"Jul 27 2009 18:04:40",36.294167,-109.216095,710.66,34.17955,2161,2
"Jul 27 2009 18:04:41",36.29437,-109.21608,722.82,34.17955,2161,4
"Jul 27 2009 18:04:43",36.294384,-109.21616,710.66,34.0671,2161,2
"Jul 27 2009 18:04:44",36.2943,-109.216064,725.50,34.0671,2161,4
"Jul 27 2009 18:04:45",36.29418,-109.216095,721.48,33.95465,2161,2
"Jul 27 2009 18:04:46",36.294216,-109.216064,709.30,33.72975,2161,2
"Jul 27 2009 18:04:48",36.294132,-109.21615,709.30,33.72975,2161,0
"Jul 27 2009 18:04:49",36.294167,-109.21615,706.57,33.72975,2161,3
"Jul 27 2009 18:04:51",36.29433,-109.21615,496.27,33.6173,2161,3
"Jul 27 2009 18:04:52",36.29433,-109.21615,138.57,33.50485,2161,4
"Jul 27 2009 18:04:54",36.29433,-109.21615,82.52,33.3924,2161,4
"Jul 27 2009 18:04:55",36.29433,-109.21615,279.91,33.50485,2161,5
"Jul 27 2009 18:04:57",36.294235,-109.21624,126.68,33.50485,2161,4
"Jul 27 2009 18:04:58",36.293983,-109.21638,724.16,33.50485,2161,2
"Jul 27 2009 18:04:59",36.294132,-109.21628,738.81,33.50485,2161,4
"Jul 27 2009 18:04:01",36.294537,-109.21615,734.83,33.50485,2161,2
"Jul 27 2009 18:04:02",36.294285,-109.21624,734.83,33.6173,2161,3
"Jul 27 2009 18:04:03",36.294067,-109.21644,737.48,33.6173,2161,2
"Jul 27 2009 18:04:05",36.294468,-109.21618,736.16,33.6173,2161,3
"Jul 27 2009 18:04:06",36.294052,-109.21647,729.51,33.72975,2161,3
"Jul 27 2009 18:04:08",36.294266,-109.21638,736.16,33.6173,2161,1
"Jul 27 2009 18:04:09",36.294315,-109.216354,728.18,33.6173,2161,1
"Jul 27 2009 18:04:11",36.294315,-109.21642,728.18,33.95465,2161,3
"Jul 27 2009 18:04:12",36.294235,-109.21644,725.50,33.72975,2161,1
"Jul 27 2009 18:04:14",36.294235,-109.21644,712.02,33.50485,2161,3
"Jul 27 2009 18:04:15",36.294582,-109.216194,713.37,33.50485,2161,0
"Jul 27 2009 18:04:16",36.294285,-109.216354,717.43,33.3924,2161,0
"Jul 27 2009 18:04:17",36.2945,-109.21624,716.08,33.27995,2161,0
"Jul 27 2009 18:04:19",36.2945,-109.21624,713.37,33.1675,2161,0
"Jul 27 2009 18:04:20",36.2943,-109.21629,714.73,33.1675,2161,0
"Jul 27 2009 18:04:22",36.2943,-109.21629,714.73,33.27995,2161,1
"Jul 27 2009 18:04:23",36.294315,-109.21634,712.02,33.3924,2161,1
"Jul 27 2009 18:04:25",36.29425,-109.21639,713.37,33.3924,2161,0
"Jul 27 2009 18:04:26",36.294266,-109.216354,717.43,33.50485,2161,2
"Jul 27 2009 18:04:28",36.294216,-109.21638,725.50,33.8422,2161,1
"Jul 27 2009 18:04:29",36.29437,-109.21634,728.18,33.95465,2161,0
"Jul 27 2009 18:04:31",36.294285,-109.21629,725.50,34.17955,2161,0
"Jul 27 2009 18:04:32",36.294315,-109.21624,722.82,34.17955,2161,1
"Jul 27 2009 18:04:33",36.2944,-109.21629,716.08,34.17955,2126,2
"Jul 27 2009 18:04:34",36.294235,-109.21641,712.02,34.17955,2151,3
"Jul 27 2009 18:04:36",36.294132,-109.21644,718.78,34.17955,2168,4
"Jul 27 2009 18:04:37",36.2944,-109.21631,717.43,34.40445,2120,6
"Jul 27 2009 18:04:39",36.294434,-109.21629,720.13,34.5169,2119,3
"Jul 27 2009 18:04:40",36.29445,-109.21631,717.43,34.62935,2116,2
"Jul 27 2009 18:04:42",36.294384,-109.21631,728.18,34.62935,2133,2
"Jul 27 2009 18:04:43",36.294384,-109.21631,716.08,34.62935,2128,0
"Jul 27 2009 18:04:45",36.29442,-109.21631,713.37,34.62935,2121,0
"Jul 27 2009 18:04:46",36.2944,-109.21631,710.66,34.7418,2121,0
"Jul 27 2009 18:04:48",36.294384,-109.21631,712.02,34.9667,2122,0
"Jul 27 2009 18:04:49",36.29435,-109.21634,712.02,34.9667,2125,0
"Jul 27 2009 18:04:50",36.29433,-109.21634,710.66,35.07915,2126,0
"Jul 27 2009 18:04:51",36.2943,-109.21634,712.02,35.07915,2127,0
"Jul 27 2009 18:04:53",36.294285,-109.21634,712.02,35.1916,2127,0
"Jul 27 2009 18:04:54",36.294266,-109.21634,710.66,35.1916,2128,0
"Jul 27 2009 18:04:56",36.29425,-109.21631,710.66,35.1916,2128,0
"Jul 27 2009 18:04:57",36.294235,-109.21631,710.66,35.1916,2128,0
"Jul 27 2009 18:04:59",36.294216,-109.21634,712.02,35.1916,2130,0
"Jul 27 2009 18:04:00",36.294167,-109.21634,712.02,35.1916,2133,0
"Jul 27 2009 18:04:02",36.294132,-109.216354,709.30,35.4165,2134,0
"Jul 27 2009 18:04:03",36.293983,-109.21641,712.02,35.4165,2147,0
"Jul 27 2009 18:04:04",36.29395,-109.21641,712.02,35.52895,2150,0
"Jul 27 2009 18:04:05",36.29392,-109.21641,712.02,35.6414,2151,0
