time,latitude,longitude,light,external,altitude,pedometer
"Jul 27 2009 18:56:47",36.2923,-109.21618,805.09,30.13135,2167,0
"Jul 27 2009 18:56:48",36.2923,-109.21618,805.09,30.2438,2167,0
"Jul 27 2009 18:56:49",36.2923,-109.21618,792.72,30.35625,2167,0
"Jul 27 2009 18:56:51",36.2923,-109.21618,797.69,30.35625,2167,0
"Jul 27 2009 18:56:52",36.2923,-109.21618,800.16,30.4687,2167,0
"Jul 27 2009 18:56:54",36.2923,-109.21618,798.92,30.4687,2167,0
"Jul 27 2009 18:56:55",36.2923,-109.21618,802.63,30.58115,2167,0
"Jul 27 2009 18:56:57",36.2923,-109.21618,806.31,30.58115,2167,0
"Jul 27 2009 18:56:58",36.2923,-109.21618,820.89,30.6936,2167,2
"Jul 27 2009 18:56:59",36.2923,-109.21618,819.69,30.80605,2167,0
"Jul 27 2009 19:00:01",36.2923,-109.21618,835.22,31.03095,2167,0
"Jul 27 2009 19:00:02",36.2923,-109.21618,822.10,31.1434,2167,0
"Jul 27 2009 19:00:03",36.2923,-109.21618,822.10,31.1434,2167,0
"Jul 27 2009 19:00:05",36.2923,-109.21618,823.30,31.1434,2167,1
"Jul 27 2009 19:00:06",36.2923,-109.21618,822.10,31.25585,2167,2
"Jul 27 2009 19:00:08",36.2923,-109.21618,818.48,31.3683,2167,0
"Jul 27 2009 19:00:09",36.2923,-109.21618,816.06,31.3683,2167,0
"Jul 27 2009 19:00:11",36.2923,-109.21618,812.42,31.3683,2167,2
"Jul 27 2009 19:00:12",36.2923,-109.21618,816.06,31.3683,2167,1
"Jul 27 2009 19:00:14",36.2923,-109.21618,660.56,31.48075,2167,2
"Jul 27 2009 19:00:15",36.2923,-109.21618,813.64,31.5932,2167,0
"Jul 27 2009 19:00:16",36.2923,-109.21618,816.06,31.5932,2167,0
"Jul 27 2009 19:00:18",36.2923,-109.21618,814.85,31.8181,2167,0
"Jul 27 2009 19:00:19",36.2923,-109.21618,816.06,31.8181,2167,0
"Jul 27 2009 19:00:20",36.2923,-109.21618,816.06,31.93055,2167,0
"Jul 27 2009 19:00:22",36.2923,-109.21618,824.50,31.93055,2167,0
"Jul 27 2009 19:00:23",36.2923,-109.21618,817.27,31.93055,2167,0
"Jul 27 2009 19:00:25",36.2923,-109.21618,813.64,32.0430,2167,0
"Jul 27 2009 19:00:26",36.2923,-109.21618,817.27,32.0430,2167,0
"Jul 27 2009 19:00:28",36.2923,-109.21618,814.85,32.15545,2167,0
"Jul 27 2009 19:00:29",36.2923,-109.21618,817.27,32.2679,2167,0
"Jul 27 2009 19:00:31",36.2923,-109.21618,817.27,32.2679,2167,0
"Jul 27 2009 19:00:32",36.2923,-109.21618,814.85,32.38035,2167,0
"Jul 27 2009 19:00:33",36.2923,-109.21618,817.27,32.38035,2167,0
"Jul 27 2009 19:00:34",36.2923,-109.21618,808.76,32.4928,2167,0
"Jul 27 2009 19:00:36",36.2923,-109.21618,813.64,32.4928,2167,1
"Jul 27 2009 19:00:37",36.2923,-109.21618,811.20,32.60525,2167,0
"Jul 27 2009 19:00:39",36.2923,-109.21618,816.06,32.7177,2167,0
"Jul 27 2009 19:00:40",36.2923,-109.21618,806.31,32.7177,2167,0
"Jul 27 2009 19:00:42",36.2923,-109.21618,814.85,32.7177,2167,0
"Jul 27 2009 19:00:43",36.2923,-109.21618,809.98,32.7177,2167,0
"Jul 27 2009 19:00:45",36.2923,-109.21618,814.85,32.83015,2167,0
"Jul 27 2009 19:00:46",36.2923,-109.21618,814.85,32.83015,2167,0
"Jul 27 2009 19:00:47",36.2923,-109.21618,816.06,32.9426,2167,0
"Jul 27 2009 19:00:48",36.2923,-109.21618,814.85,32.9426,2167,0
"Jul 27 2009 19:00:50",36.2923,-109.21618,814.85,32.9426,2167,0
"Jul 27 2009 19:00:51",36.2923,-109.21618,806.31,32.9426,2167,0
"Jul 27 2009 19:00:53",36.2923,-109.21618,811.20,32.83015,2167,0
"Jul 27 2009 19:00:54",36.2923,-109.21618,811.20,32.83015,2167,0
"Jul 27 2009 19:00:56",36.2923,-109.21618,811.20,32.83015,2167,0
"Jul 27 2009 19:00:57",36.2923,-109.21618,812.42,32.83015,2167,0
"Jul 27 2009 19:00:59",36.2923,-109.21618,812.42,32.83015,2167,0
"Jul 27 2009 19:00:00",36.2923,-109.21618,816.06,32.83015,2167,0
"Jul 27 2009 19:00:02",36.2923,-109.21618,811.20,32.83015,2167,0
"Jul 27 2009 19:00:03",36.2923,-109.21618,825.70,32.7177,2167,1
"Jul 27 2009 19:00:04",36.2923,-109.21618,826.89,32.60525,2167,0
"Jul 27 2009 19:00:05",36.2923,-109.21618,823.30,32.4928,2167,0
"Jul 27 2009 19:00:07",36.2923,-109.21618,656.28,32.38035,2167,1
"Jul 27 2009 19:00:08",36.2923,-109.21618,826.89,32.38035,2167,1
"Jul 27 2009 19:00:10",36.2923,-109.21618,838.76,32.38035,2167,2
"Jul 27 2009 19:00:11",36.2923,-109.21618,676.12,32.38035,2167,2
"Jul 27 2009 19:00:13",36.2923,-109.21618,674.71,32.2679,2167,0
"Jul 27 2009 19:00:14",36.2923,-109.21618,676.12,32.2679,2167,0
"Jul 27 2009 19:00:16",36.2923,-109.21618,660.56,32.15545,2167,0
"Jul 27 2009 19:00:17",36.2923,-109.21618,830.47,32.0430,2167,0
"Jul 27 2009 19:00:19",36.2923,-109.21618,674.71,31.93055,2167,0
"Jul 27 2009 19:00:20",36.2923,-109.21618,676.12,31.93055,2167,0
"Jul 27 2009 19:00:21",36.2923,-109.21618,661.99,31.8181,2167,0
"Jul 27 2009 19:00:22",36.2923,-109.21618,830.47,31.70565,2167,0
"Jul 27 2009 19:00:24",36.2923,-109.21618,676.12,31.70565,2167,0
"Jul 27 2009 19:00:25",36.2923,-109.21618,677.52,31.70565,2167,0
"Jul 27 2009 19:00:27",36.2923,-109.21618,676.12,31.70565,2167,0
"Jul 27 2009 19:00:28",36.2923,-109.21618,673.31,31.70565,2167,0
"Jul 27 2009 19:00:30",36.2923,-109.21618,674.71,31.70565,2167,0
"Jul 27 2009 19:00:31",36.2923,-109.21618,677.52,31.8181,2167,0
"Jul 27 2009 19:00:33",36.2923,-109.21618,674.71,31.8181,2167,0
"Jul 27 2009 19:00:34",36.2923,-109.21618,676.12,31.8181,2167,0
"Jul 27 2009 19:00:36",36.2923,-109.21618,837.58,31.8181,2167,0
"Jul 27 2009 19:00:37",36.2923,-109.21618,676.12,31.8181,2167,0
"Jul 27 2009 19:00:38",36.2923,-109.21618,661.99,31.8181,2167,0
"Jul 27 2009 19:00:39",36.2923,-109.21618,837.58,31.8181,2167,0
"Jul 27 2009 19:00:41",36.2923,-109.21618,674.71,31.8181,2167,1
"Jul 27 2009 19:00:42",36.2923,-109.21618,676.12,31.93055,2167,1
"Jul 27 2009 19:00:44",36.2923,-109.21618,673.31,31.93055,2167,0
"Jul 27 2009 19:00:45",36.2923,-109.21618,676.12,31.93055,2167,2
"Jul 27 2009 19:00:47",36.2923,-109.21618,673.31,32.0430,2167,1
"Jul 27 2009 19:00:48",36.2923,-109.21618,661.99,32.0430,2167,1
"Jul 27 2009 19:00:50",36.2923,-109.21618,661.99,32.0430,2167,0
"Jul 27 2009 19:00:51",36.2923,-109.21618,828.09,32.15545,2167,0
"Jul 27 2009 19:00:53",36.2923,-109.21618,839.93,32.2679,2167,0
"Jul 27 2009 19:00:54",36.2923,-109.21618,660.56,32.2679,2167,0
"Jul 27 2009 19:00:55",36.2923,-109.21618,674.71,32.38035,2167,0
"Jul 27 2009 19:00:56",36.2923,-109.21618,826.89,32.2679,2167,0
"Jul 27 2009 19:00:58",36.2923,-109.21618,673.31,32.38035,2167,0
"Jul 27 2009 19:00:59",36.2923,-109.21618,674.71,32.38035,2167,0
"Jul 27 2009 19:00:01",36.2923,-109.21618,829.28,32.38035,2167,0
"Jul 27 2009 19:00:02",36.2923,-109.21618,659.14,32.38035,2167,1
"Jul 27 2009 19:00:04",36.2923,-109.21618,808.76,32.2679,2167,3
"Jul 27 2009 19:00:05",36.2923,-109.21618,808.76,32.2679,2167,3
"Jul 27 2009 19:00:07",36.2923,-109.21618,808.76,32.15545,2167,2
"Jul 27 2009 19:00:08",36.2923,-109.21618,819.69,32.15545,2167,0
"Jul 27 2009 19:00:09",36.2923,-109.21618,673.31,32.2679,2167,0
"Jul 27 2009 19:00:11",36.2923,-109.21618,826.89,32.4928,2167,0
"Jul 27 2009 19:00:12",36.2923,-109.21618,673.31,32.4928,2167,0
"Jul 27 2009 19:00:13",36.2923,-109.21618,659.14,32.60525,2167,0
"Jul 27 2009 19:00:15",36.2923,-109.21618,823.30,32.60525,2167,0
"Jul 27 2009 19:00:16",36.2923,-109.21618,817.27,32.60525,2167,0
"Jul 27 2009 19:00:18",36.2923,-109.21618,671.90,32.4928,2167,0
