time,latitude,longitude,light,external,altitude,pedometer
"Dec 27 2009 24:08:29",36.287003,-109.22145,0.00,22.48475,2148,2
"Dec 27 2009 24:08:30",36.287003,-109.22145,2.10,22.25985,2148,3
"Dec 27 2009 24:08:32",36.28709,-109.22145,0.00,22.03495,2150,2
"Dec 27 2009 24:08:33",36.28713,-109.221405,0.00,21.81005,2151,2
"Dec 27 2009 24:08:34",36.287174,-109.221405,4.19,21.58515,2151,3
"Dec 27 2009 24:08:35",36.287216,-109.221275,6.29,21.36025,2152,2
"Dec 27 2009 24:08:37",36.28726,-109.221275,4.19,21.2478,2153,3
"Dec 27 2009 24:08:38",36.2873,-109.22122,6.29,21.0229,2153,3
"Dec 27 2009 24:08:40",36.287346,-109.221275,4.19,20.91045,2153,3
"Dec 27 2009 24:08:41",36.287388,-109.221275,6.29,20.68555,2153,2
"Dec 27 2009 24:08:43",36.28743,-109.22132,6.29,20.5731,2154,3
"Dec 27 2009 24:08:44",36.28747,-109.22132,4.19,20.3482,2154,2
"Dec 27 2009 24:08:46",36.287518,-109.22135,0.00,20.1233,2154,3
"Dec 27 2009 24:08:47",36.287518,-109.221405,0.00,20.01085,2154,2
"Dec 27 2009 24:08:49",36.287556,-109.22145,0.00,19.8984,2154,3
"Dec 27 2009 24:08:50",36.2876,-109.22145,0.00,19.78595,2153,2
"Dec 27 2009 24:08:51",36.287643,-109.22145,0.00,19.6735,2153,3
"Dec 27 2009 24:08:52",36.287685,-109.22145,0.00,19.56105,2153,2
"Dec 27 2009 24:08:54",36.287685,-109.22148,0.00,19.4486,2153,3
"Dec 27 2009 24:08:55",36.287773,-109.22148,0.00,19.33615,2153,2
"Dec 27 2009 24:08:57",36.287773,-109.22148,0.00,19.11125,2153,2
"Dec 27 2009 24:08:58",36.287815,-109.22148,0.00,18.9988,2153,3
"Dec 27 2009 24:08:00",36.287815,-109.22145,0.00,18.7739,2154,1
"Dec 27 2009 24:08:01",36.2879,-109.221405,0.00,18.66145,2152,0
"Dec 27 2009 24:08:03",36.287945,-109.221405,0.00,18.5490,2152,3
"Dec 27 2009 24:08:04",36.28803,-109.22148,0.00,18.3241,2152,0
"Dec 27 2009 24:08:05",36.28803,-109.221535,0.00,18.3241,2154,2
"Dec 27 2009 24:08:06",36.28803,-109.22161,0.00,18.21165,2153,3
"Dec 27 2009 24:08:08",36.28803,-109.22161,0.00,18.0992,2153,2
"Dec 27 2009 24:08:09",36.287983,-109.221664,0.00,17.98675,2155,2
"Dec 27 2009 24:08:11",36.287983,-109.221695,0.00,17.8743,2155,2
"Dec 27 2009 24:08:12",36.287983,-109.22175,0.00,17.8743,2155,0
"Dec 27 2009 24:08:14",36.28803,-109.22188,0.00,17.76185,2154,0
"Dec 27 2009 24:08:15",36.28803,-109.22191,0.00,17.6494,2154,0
"Dec 27 2009 24:08:17",36.28803,-109.22191,0.00,17.53695,2155,0
"Dec 27 2009 24:08:18",36.28803,-109.22201,0.00,17.53695,2154,2
"Dec 27 2009 24:08:19",36.287983,-109.22201,0.00,17.4245,2154,0
