time,lat,lon,light,temp,sound,ext
"Jun 26 2009 13:44:34",42.50538,-71.242355,74.00,23.06,14.00,25.30
"Jun 26 2009 13:44:35",42.505234,-71.24254,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:36",42.505283,-71.2424,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:37",42.50525,-71.24234,74.00,23.06,1.00,25.30
"Jun 26 2009 13:44:38",42.505257,-71.242584,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:39",42.505337,-71.2424,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:40",42.505386,-71.24241,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:41",42.505436,-71.2425,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:42",42.505493,-71.24253,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:44",42.505608,-71.24247,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:45",42.505608,-71.242424,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:46",42.505535,-71.242424,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:47",42.505413,-71.242455,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:48",42.50535,-71.24244,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:49",42.505356,-71.24228,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:50",42.505234,-71.242065,73.00,21.67,0.00,25.30
"Jun 26 2009 13:44:51",42.5053,-71.241875,73.00,21.67,0.00,25.30
"Jun 26 2009 13:44:52",42.505184,-71.24199,73.00,21.67,0.00,25.30
"Jun 26 2009 13:44:53",42.50512,-71.241844,67.00,21.67,0.00,25.30
"Jun 26 2009 13:44:54",42.505234,-71.24203,73.00,21.67,0.00,25.30
"Jun 26 2009 13:44:55",42.50516,-71.2418,73.00,21.67,3.00,25.30
"Jun 26 2009 13:44:56",42.505062,-71.24195,73.00,21.67,7.00,25.30
"Jun 26 2009 13:44:58",42.50502,-71.241745,74.00,21.67,0.00,25.30
"Jun 26 2009 13:44:59",42.504955,-71.24169,73.00,21.67,0.00,25.30
"Jun 26 2009 13:45:00",42.505062,-71.241714,73.00,21.67,0.00,25.30
"Jun 26 2009 13:45:01",42.50502,-71.24147,73.00,23.06,9.00,25.30
