time,latitude,longitude,acceleration,light,temperature,sound,"cricket temperature probe"
"10/15/2009 14:48:02",42.910637,-71.06323,1.09,229.48,-12.30,0,29.7940
"10/15/2009 14:48:03",42.91062,-71.06323,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:04",42.91062,-71.06323,1.05,229.48,-12.30,0,29.68155
"10/15/2009 14:48:05",42.91062,-71.06323,1.05,229.48,-12.30,0,29.68155
"10/15/2009 14:48:06",42.91062,-71.06323,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:07",42.91062,-71.06325,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:08",42.91062,-71.06325,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:09",42.91062,-71.06325,1.09,229.48,-12.30,0,29.68155
"10/15/2009 14:48:10",42.91062,-71.06325,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:11",42.91062,-71.06325,1.05,229.48,-12.30,0,29.68155
"10/15/2009 14:48:12",42.910637,-71.06325,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:13",42.910637,-71.06325,1.02,229.48,-12.30,0,29.68155
"10/15/2009 14:48:14",42.910637,-71.06325,1.05,229.48,-12.30,0,29.68155
"10/15/2009 14:48:16",42.910637,-71.06325,1.09,229.48,-12.30,0,29.68155
"10/15/2009 14:48:17",42.910637,-71.06325,1.09,231.37,-12.30,0,29.68155
"10/15/2009 14:48:18",42.910637,-71.06323,1.09,227.59,-12.30,0,29.68155
"10/15/2009 14:48:19",42.910652,-71.0632,1.05,200.90,-12.30,0,29.68155
"10/15/2009 14:48:20",42.910686,-71.06315,1.13,173.86,-12.30,0,29.68155
"10/15/2009 14:48:21",42.910732,-71.06309,1.09,158.25,-12.30,0,29.68155
"10/15/2009 14:48:22",42.910816,-71.063034,1.09,152.36,-12.30,0,29.68155
"10/15/2009 14:48:23",42.910896,-71.06301,1.05,150.40,-12.30,0,29.68155
"10/15/2009 14:48:24",42.910988,-71.06307,1.05,152.36,-12.30,0,29.68155
"10/15/2009 14:48:25",42.911118,-71.06316,1.05,152.36,-12.30,0,29.7940
"10/15/2009 14:48:26",42.911385,-71.0634,1.02,154.33,-12.30,0,29.7940
"10/15/2009 14:48:27",42.911514,-71.06353,1.09,154.33,-12.30,0,29.7940
"10/15/2009 14:48:28",42.911655,-71.063644,0.98,152.36,-12.30,0,29.7940
"10/15/2009 14:48:28",,,1.02,150.40,-12.30,0,29.7940
"10/15/2009 14:48:31",42.91188,-71.06392,1.05,150.40,-12.30,0,29.7940
"10/15/2009 14:48:32",42.912003,-71.06405,1.09,150.40,-12.30,0,29.7940
