time,lat,lon,light,temp,sound,ext
"Jun 26 2009 13:36:35",0.0,0.0,74.00,18.91,0.00,22.15
"Jun 26 2009 13:36:36",0.0,0.0,75.00,18.91,0.00,22.60
"Jun 26 2009 13:36:38",0.0,0.0,75.00,18.91,5.00,22.60
"Jun 26 2009 13:36:39",0.0,0.0,76.00,18.91,100.00,22.60
"Jun 26 2009 13:36:40",0.0,0.0,76.00,18.91,0.00,22.60
"Jun 26 2009 13:36:41",0.0,0.0,76.00,18.91,0.00,23.05
"Jun 26 2009 13:36:42",0.0,0.0,76.00,18.91,0.00,23.05
"Jun 26 2009 13:36:43",0.0,0.0,76.00,18.91,0.00,23.05
"Jun 26 2009 13:36:44",0.0,0.0,76.00,18.91,10.00,23.05
"Jun 26 2009 13:36:45",0.0,0.0,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:46",0.0,0.0,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:47",0.0,0.0,76.00,18.91,1.00,23.50
"Jun 26 2009 13:36:48",0.0,0.0,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:49",0.0,0.0,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:51",0.0,0.0,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:51",0.0,0.0,76.00,18.91,45.00,23.95
"Jun 26 2009 13:36:53",42.504135,-71.24399,76.00,18.91,0.00,23.95
"Jun 26 2009 13:36:54",42.504223,-71.244255,76.00,18.91,2.00,23.95
"Jun 26 2009 13:36:55",42.50425,-71.244125,76.00,18.91,0.00,23.95
"Jun 26 2009 13:36:56",42.5042,-71.24392,75.00,18.91,0.00,23.95
"Jun 26 2009 13:36:57",42.50425,-71.24393,76.00,18.91,0.00,23.95
"Jun 26 2009 13:36:58",42.50425,-71.24401,75.00,18.91,0.00,23.95
"Jun 26 2009 13:36:59",42.504322,-71.24422,75.00,20.29,0.00,23.95
"Jun 26 2009 13:37:00",42.504322,-71.24422,76.00,18.91,0.00,23.95
"Jun 26 2009 13:37:01",42.504337,-71.24427,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:02",42.504345,-71.244385,75.00,18.91,43.00,24.40
"Jun 26 2009 13:37:03",42.50433,-71.244316,75.00,18.91,40.00,24.40
"Jun 26 2009 13:37:03",42.50433,-71.244316,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:06",42.50425,-71.24423,75.00,18.91,24.00,24.40
"Jun 26 2009 13:37:07",42.50428,-71.24421,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:08",42.504337,-71.24425,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:09",42.504345,-71.24424,75.00,20.29,0.00,24.40
"Jun 26 2009 13:37:10",42.504322,-71.24424,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:11",42.504322,-71.24423,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:12",42.504314,-71.24423,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:13",42.504307,-71.244225,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:14",42.504295,-71.24421,75.00,20.29,14.00,24.40
"Jun 26 2009 13:37:16",42.504307,-71.244156,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:17",42.504307,-71.24415,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:18",42.504295,-71.24412,75.00,18.91,46.00,24.40
"Jun 26 2009 13:37:19",42.504288,-71.2441,75.00,20.29,0.00,24.40
"Jun 26 2009 13:37:20",42.504288,-71.244095,75.00,18.91,0.00,24.40
"Jun 26 2009 13:37:21",42.504288,-71.24407,76.00,18.91,0.00,24.40
"Jun 26 2009 13:37:22",42.50428,-71.24405,76.00,18.91,7.00,24.40
"Jun 26 2009 13:37:23",42.504272,-71.24403,76.00,18.91,0.00,24.40
"Jun 26 2009 13:37:24",42.504265,-71.24402,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:25",42.504257,-71.243996,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:26",42.504257,-71.24399,76.00,18.91,0.00,24.40
"Jun 26 2009 13:37:27",42.504257,-71.24398,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:28",42.504257,-71.243965,76.00,20.29,7.00,24.40
"Jun 26 2009 13:37:29",42.504257,-71.24395,76.00,18.91,0.00,24.40
"Jun 26 2009 13:37:31",42.504257,-71.24392,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:32",42.504257,-71.2439,76.00,18.91,0.00,24.40
"Jun 26 2009 13:37:33",42.504265,-71.24388,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:34",42.504265,-71.243866,76.00,20.29,5.00,24.40
"Jun 26 2009 13:37:35",42.504265,-71.24384,76.00,20.29,14.00,24.40
"Jun 26 2009 13:37:36",42.504272,-71.24383,76.00,20.29,3.00,24.40
"Jun 26 2009 13:37:37",42.504288,-71.24383,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:38",42.504288,-71.24383,76.00,20.29,7.00,24.40
"Jun 26 2009 13:37:39",42.504288,-71.24382,76.00,20.29,32.00,24.40
"Jun 26 2009 13:37:40",42.504288,-71.2438,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:41",42.504295,-71.24379,76.00,20.29,7.00,24.40
"Jun 26 2009 13:37:42",42.504288,-71.243774,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:44",42.504288,-71.24374,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:45",42.50428,-71.243706,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:46",42.50428,-71.24368,76.00,18.91,47.00,24.40
"Jun 26 2009 13:37:47",42.504272,-71.243675,76.00,20.29,0.00,24.85
"Jun 26 2009 13:37:48",42.504265,-71.243675,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:49",42.504265,-71.24368,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:50",42.50425,-71.24367,76.00,18.91,15.00,24.40
"Jun 26 2009 13:37:51",42.50424,-71.243645,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:52",42.50423,-71.24363,76.00,20.29,14.00,24.40
"Jun 26 2009 13:37:53",42.504223,-71.24361,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:54",42.504215,-71.2436,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:55",42.504208,-71.243576,76.00,20.29,0.00,24.40
"Jun 26 2009 13:37:56",42.5042,-71.24356,76.00,20.29,28.00,24.40
"Jun 26 2009 13:37:57",42.504192,-71.24353,76.00,20.29,2.00,24.40
"Jun 26 2009 13:37:59",42.504192,-71.243484,76.00,20.29,32.00,24.40
"Jun 26 2009 13:38:00",42.504192,-71.24348,76.00,20.29,6.00,24.40
"Jun 26 2009 13:38:01",42.504192,-71.24346,75.00,20.29,0.00,24.40
"Jun 26 2009 13:38:02",42.504192,-71.24345,73.00,20.29,0.00,24.40
"Jun 26 2009 13:38:03",42.5042,-71.24345,72.00,20.29,0.00,24.40
"Jun 26 2009 13:38:04",42.5042,-71.24343,74.00,20.29,1.00,24.40
"Jun 26 2009 13:38:05",42.504208,-71.24342,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:06",42.5042,-71.2434,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:07",42.504192,-71.243355,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:08",42.504208,-71.24336,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:09",42.504215,-71.24337,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:10",42.504215,-71.243355,75.00,20.29,0.00,24.40
"Jun 26 2009 13:38:12",42.504208,-71.243324,75.00,20.29,0.00,24.40
"Jun 26 2009 13:38:13",42.504208,-71.243324,74.00,20.29,0.00,24.40
"Jun 26 2009 13:38:14",42.5042,-71.24331,75.00,20.29,0.00,24.40
"Jun 26 2009 13:38:15",42.504192,-71.24329,75.00,20.29,0.00,24.40
"Jun 26 2009 13:38:16",42.504192,-71.24328,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:17",42.504192,-71.243256,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:18",42.504185,-71.24322,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:19",42.504185,-71.24321,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:20",42.504173,-71.24321,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:21",42.504166,-71.2432,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:22",42.504166,-71.2432,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:23",42.504158,-71.243195,76.00,20.29,0.00,24.40
"Jun 26 2009 13:38:24",42.504158,-71.243195,76.00,20.29,0.00,24.40
