time,lat,lon,light,temp,sound,ext
"Jun 26 2009 13:36:01",0.0,0.0,74.00,17.52,0.00,22.60
"Jun 26 2009 13:36:02",0.0,0.0,75.00,17.52,0.00,22.60
"Jun 26 2009 13:36:03",0.0,0.0,76.00,18.91,0.00,22.60
"Jun 26 2009 13:36:04",0.0,0.0,76.00,18.91,0.00,23.05
"Jun 26 2009 13:36:05",0.0,0.0,76.00,17.52,0.00,23.05
"Jun 26 2009 13:36:06",0.0,0.0,76.00,17.52,0.00,23.05
"Jun 26 2009 13:36:07",42.50433,-71.244576,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:08",42.504288,-71.2444,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:09",42.50433,-71.24428,76.00,18.91,13.00,23.50
"Jun 26 2009 13:36:10",42.504272,-71.24429,76.00,18.91,0.00,23.50
"Jun 26 2009 13:36:11",42.504257,-71.24425,75.00,18.91,0.00,23.50
"Jun 26 2009 13:36:13",42.50428,-71.24427,75.00,18.91,0.00,23.95
"Jun 26 2009 13:36:14",42.50428,-71.24426,76.00,18.91,0.00,23.95
"Jun 26 2009 13:36:15",42.50428,-71.244255,76.00,18.91,8.00,24.40
"Jun 26 2009 13:36:16",42.504265,-71.24419,76.00,18.91,0.00,24.40
"Jun 26 2009 13:36:17",42.50428,-71.24421,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:18",42.50428,-71.24421,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:19",42.50428,-71.24419,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:20",42.504288,-71.244194,76.00,18.91,16.00,24.85
"Jun 26 2009 13:36:21",42.504295,-71.24421,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:22",42.504307,-71.24421,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:23",42.504295,-71.244194,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:24",42.504295,-71.244194,76.00,18.91,0.00,24.85
"Jun 26 2009 13:36:25",42.504307,-71.24421,76.00,18.91,0.00,26.65
"Jun 26 2009 13:36:26",42.504314,-71.24422,76.00,18.91,0.00,27.54
"Jun 26 2009 13:36:28",42.504307,-71.24421,76.00,18.91,0.00,27.10
"Jun 26 2009 13:36:29",42.504295,-71.244194,76.00,18.91,0.00,27.10
"Jun 26 2009 13:36:30",42.504295,-71.24419,76.00,18.91,60.00,27.10
"Jun 26 2009 13:36:31",42.504288,-71.24419,75.00,18.91,0.00,26.20
"Jun 26 2009 13:36:32",42.504288,-71.24421,73.00,18.91,4.00,25.30
"Jun 26 2009 13:36:33",42.504295,-71.244225,72.00,18.91,0.00,26.65
"Jun 26 2009 13:36:34",42.504288,-71.24423,71.00,18.91,2.00,27.99
"Jun 26 2009 13:36:35",42.50428,-71.24423,70.00,18.91,0.00,28.44
"Jun 26 2009 13:36:36",42.504288,-71.24424,75.00,18.91,0.00,27.54
"Jun 26 2009 13:36:37",42.504288,-71.24425,76.00,18.91,8.00,27.10
"Jun 26 2009 13:36:38",42.504288,-71.24425,76.00,18.91,46.00,27.10
"Jun 26 2009 13:36:39",42.504288,-71.24425,76.00,18.91,13.00,26.65
"Jun 26 2009 13:36:40",42.504288,-71.24424,76.00,18.91,0.00,26.65
"Jun 26 2009 13:36:42",42.504307,-71.24424,76.00,18.91,0.00,26.20
"Jun 26 2009 13:36:43",42.504307,-71.24423,76.00,18.91,0.00,26.20
"Jun 26 2009 13:36:44",42.504314,-71.24423,76.00,18.91,0.00,25.75
"Jun 26 2009 13:36:45",42.504322,-71.244225,75.00,18.91,0.00,25.30
"Jun 26 2009 13:36:46",42.504322,-71.24423,76.00,18.91,0.00,25.30
"Jun 26 2009 13:36:47",42.50433,-71.24424,76.00,18.91,0.00,25.30
"Jun 26 2009 13:36:48",42.50433,-71.244255,75.00,18.91,0.00,25.30
"Jun 26 2009 13:36:49",42.504337,-71.244255,75.00,18.91,0.00,25.30
"Jun 26 2009 13:36:50",42.504337,-71.24426,75.00,18.91,0.00,24.85
"Jun 26 2009 13:36:51",42.504337,-71.24427,75.00,18.91,0.00,24.40
"Jun 26 2009 13:36:52",42.504337,-71.244255,75.00,18.91,10.00,24.85
"Jun 26 2009 13:36:53",42.504337,-71.24425,74.00,18.91,0.00,24.85
"Jun 26 2009 13:36:54",42.504337,-71.24424,74.00,18.91,0.00,24.85
"Jun 26 2009 13:36:55",42.50433,-71.244225,25.00,18.91,67.00,23.95
"Jun 26 2009 13:36:57",42.50433,-71.24422,71.00,18.91,0.00,22.15
"Jun 26 2009 13:36:58",42.50433,-71.24422,72.00,18.91,0.00,22.15
"Jun 26 2009 13:36:59",42.50433,-71.24422,71.00,18.91,0.00,22.15
"Jun 26 2009 13:37:00",42.50433,-71.24421,71.00,18.91,0.00,22.15
"Jun 26 2009 13:37:01",42.50433,-71.244194,71.00,18.91,0.00,22.15
"Jun 26 2009 13:37:02",42.504322,-71.244194,70.00,18.91,0.00,22.15
"Jun 26 2009 13:37:03",42.504322,-71.244194,61.00,18.91,0.00,22.15
"Jun 26 2009 13:37:04",42.504322,-71.24419,25.00,18.91,0.00,22.15
"Jun 26 2009 13:37:05",42.504314,-71.24418,74.00,18.91,0.00,22.15
"Jun 26 2009 13:37:06",42.504314,-71.24418,75.00,18.91,0.00,22.15
"Jun 26 2009 13:37:07",42.504307,-71.24417,75.00,18.91,0.00,22.15
"Jun 26 2009 13:37:08",42.504307,-71.244156,75.00,18.91,0.00,22.15
"Jun 26 2009 13:37:09",42.504307,-71.24414,75.00,18.91,0.00,21.70
"Jun 26 2009 13:37:10",42.504307,-71.24413,74.00,18.91,0.00,21.70
"Jun 26 2009 13:37:12",42.504295,-71.24411,75.00,18.91,0.00,21.70
"Jun 26 2009 13:37:13",42.504288,-71.2441,75.00,18.91,0.00,21.70
"Jun 26 2009 13:37:14",42.50428,-71.24409,75.00,18.91,0.00,21.70
"Jun 26 2009 13:37:15",42.50428,-71.244064,75.00,18.91,0.00,21.70
"Jun 26 2009 13:37:16",42.50428,-71.24404,75.00,18.91,0.00,21.70
"Jun 26 2009 13:37:17",42.504272,-71.244026,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:18",42.504265,-71.24402,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:19",42.504257,-71.243996,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:20",42.504257,-71.24399,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:21",42.50425,-71.24397,76.00,18.91,74.00,21.70
"Jun 26 2009 13:37:22",42.50423,-71.243965,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:23",42.50424,-71.24394,76.00,18.91,2.00,21.70
"Jun 26 2009 13:37:24",42.50423,-71.243935,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:26",42.504223,-71.24391,76.00,18.91,47.00,21.70
"Jun 26 2009 13:37:27",42.504215,-71.243904,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:28",42.504223,-71.24389,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:29",42.50423,-71.24387,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:30",42.50424,-71.243866,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:31",42.50425,-71.24385,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:32",42.50424,-71.24385,76.00,18.91,16.00,21.70
"Jun 26 2009 13:37:33",42.504257,-71.24385,76.00,18.91,0.00,21.70
"Jun 26 2009 13:37:34",42.504257,-71.24384,76.00,18.91,50.00,21.70
"Jun 26 2009 13:37:35",42.504265,-71.24384,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:36",42.504265,-71.24384,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:37",42.504272,-71.24385,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:38",42.504272,-71.243866,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:39",42.50428,-71.24387,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:41",42.504288,-71.24388,76.00,18.91,0.00,22.60
"Jun 26 2009 13:37:42",42.504295,-71.24389,76.00,20.29,0.00,22.60
"Jun 26 2009 13:37:43",42.504307,-71.2439,76.00,18.91,0.00,22.60
"Jun 26 2009 13:37:44",42.504314,-71.243904,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:45",42.504314,-71.243904,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:46",42.504307,-71.243904,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:47",42.504314,-71.24391,76.00,18.91,10.00,22.15
"Jun 26 2009 13:37:48",42.504322,-71.24392,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:49",42.50433,-71.243935,76.00,20.29,0.00,22.15
"Jun 26 2009 13:37:50",42.50433,-71.243935,76.00,18.91,42.00,22.15
"Jun 26 2009 13:37:51",42.504337,-71.24395,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:52",42.50433,-71.243965,76.00,18.91,2.00,22.15
"Jun 26 2009 13:37:53",42.50433,-71.243965,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:55",42.504322,-71.243965,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:56",42.504314,-71.24397,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:57",42.504307,-71.24398,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:58",42.504295,-71.24399,76.00,18.91,0.00,22.15
"Jun 26 2009 13:37:59",42.504288,-71.24398,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:00",42.504288,-71.24399,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:01",42.50428,-71.243996,76.00,18.91,18.00,22.15
"Jun 26 2009 13:38:02",42.504265,-71.243996,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:03",42.504265,-71.244,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:04",42.504257,-71.24401,75.00,18.91,0.00,22.15
"Jun 26 2009 13:38:05",42.50425,-71.24401,75.00,18.91,0.00,22.15
"Jun 26 2009 13:38:06",42.50424,-71.24401,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:07",42.50423,-71.24402,75.00,18.91,0.00,22.15
"Jun 26 2009 13:38:08",42.50423,-71.24402,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:10",42.504208,-71.24404,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:11",42.5042,-71.24406,76.00,18.91,6.00,22.15
"Jun 26 2009 13:38:12",42.504192,-71.24407,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:13",42.504185,-71.244095,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:14",42.504185,-71.24411,75.00,18.91,0.00,22.15
"Jun 26 2009 13:38:15",42.504185,-71.24412,75.00,18.91,0.00,22.15
"Jun 26 2009 13:38:16",42.504173,-71.24413,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:17",42.504173,-71.24414,76.00,20.29,0.00,22.15
"Jun 26 2009 13:38:18",42.504166,-71.244156,76.00,18.91,9.00,22.15
"Jun 26 2009 13:38:19",42.504166,-71.24416,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:20",42.504166,-71.24417,76.00,18.91,0.00,22.15
"Jun 26 2009 13:38:21",42.504166,-71.24419,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:22",42.504166,-71.24419,76.00,20.29,37.00,22.15
"Jun 26 2009 13:38:24",42.504173,-71.244225,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:25",42.504185,-71.24424,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:26",42.504185,-71.244255,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:27",42.504185,-71.24427,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:28",42.504185,-71.244286,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:29",42.504185,-71.244316,76.00,20.29,18.00,22.60
"Jun 26 2009 13:38:30",42.504192,-71.24434,76.00,18.91,18.00,22.60
"Jun 26 2009 13:38:31",42.504192,-71.244354,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:32",42.5042,-71.24438,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:33",42.504208,-71.2444,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:34",42.504215,-71.24442,76.00,20.29,0.00,22.60
"Jun 26 2009 13:38:35",42.504223,-71.24444,76.00,20.29,30.00,22.60
"Jun 26 2009 13:38:36",42.50423,-71.24447,76.00,18.91,33.00,22.60
"Jun 26 2009 13:38:37",42.50423,-71.244484,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:39",42.50424,-71.24451,75.00,20.29,0.00,22.60
"Jun 26 2009 13:38:40",42.50424,-71.24452,75.00,18.91,0.00,22.60
"Jun 26 2009 13:38:41",42.50424,-71.24454,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:42",42.50425,-71.24455,75.00,18.91,40.00,22.60
"Jun 26 2009 13:38:43",42.504257,-71.24456,75.00,20.29,26.00,22.60
"Jun 26 2009 13:38:44",42.504257,-71.24458,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:45",42.504265,-71.2446,76.00,18.91,0.00,22.60
"Jun 26 2009 13:38:46",42.504272,-71.244606,76.00,18.91,8.00,22.60
"Jun 26 2009 13:38:47",42.50428,-71.24462,76.00,18.91,0.00,23.05
"Jun 26 2009 13:38:48",42.50428,-71.24464,76.00,18.91,0.00,23.05
"Jun 26 2009 13:38:49",42.504288,-71.244644,76.00,20.29,3.00,23.05
"Jun 26 2009 13:38:50",42.504295,-71.24465,76.00,20.29,11.00,23.05
"Jun 26 2009 13:38:51",42.504307,-71.24466,76.00,18.91,0.00,23.05
"Jun 26 2009 13:38:53",42.504314,-71.244675,76.00,20.29,0.00,23.05
"Jun 26 2009 13:38:54",42.504322,-71.24468,76.00,18.91,31.00,23.05
"Jun 26 2009 13:38:55",42.50433,-71.24468,76.00,20.29,0.00,23.05
"Jun 26 2009 13:38:56",42.50433,-71.2447,76.00,20.29,22.00,23.05
"Jun 26 2009 13:38:57",42.504337,-71.2447,76.00,20.29,0.00,23.05
"Jun 26 2009 13:38:58",42.504345,-71.244705,76.00,20.29,0.00,23.05
"Jun 26 2009 13:38:59",42.504353,-71.24471,76.00,20.29,0.00,23.05
"Jun 26 2009 13:39:00",42.504353,-71.24472,76.00,18.91,13.00,22.60
"Jun 26 2009 13:39:01",42.504353,-71.24472,76.00,20.29,0.00,23.05
"Jun 26 2009 13:39:02",42.50436,-71.24473,76.00,18.91,0.00,22.60
"Jun 26 2009 13:39:03",42.50437,-71.244736,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:04",42.50437,-71.24474,76.00,20.29,8.00,23.05
"Jun 26 2009 13:39:05",42.50437,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:06",42.50437,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:08",42.504345,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:09",42.504337,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:10",42.50433,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:11",42.50433,-71.24474,76.00,20.29,20.00,22.60
"Jun 26 2009 13:39:12",42.504314,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:13",42.504314,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:14",42.504307,-71.244736,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:15",42.504314,-71.24474,76.00,20.29,12.00,22.60
"Jun 26 2009 13:39:16",42.504314,-71.24474,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:17",42.504307,-71.244736,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:18",42.504314,-71.24473,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:19",42.504322,-71.24471,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:20",42.50433,-71.244705,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:21",42.504337,-71.2447,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:23",42.504345,-71.24467,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:24",42.504353,-71.24465,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:25",42.504353,-71.244644,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:26",42.50436,-71.24464,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:27",42.50436,-71.24463,76.00,20.29,12.00,22.60
"Jun 26 2009 13:39:28",42.50437,-71.24461,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:29",42.50437,-71.244606,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:30",42.50438,-71.2446,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:31",42.504387,-71.24459,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:32",42.504387,-71.24458,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:33",42.504395,-71.24456,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:34",42.504395,-71.24455,76.00,20.29,5.00,22.60
"Jun 26 2009 13:39:35",42.504395,-71.24455,76.00,20.29,0.00,22.60
"Jun 26 2009 13:39:37",42.504395,-71.24455,76.00,20.29,0.00,22.15
"Jun 26 2009 13:39:38",42.504402,-71.244576,76.00,20.29,0.00,22.15
"Jun 26 2009 13:39:39",42.50441,-71.24458,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:40",42.504417,-71.2446,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:41",42.504417,-71.24463,74.00,20.29,0.00,22.15
"Jun 26 2009 13:39:42",42.50443,-71.244644,73.00,20.29,0.00,22.15
"Jun 26 2009 13:39:43",42.50443,-71.24465,74.00,20.29,0.00,22.15
"Jun 26 2009 13:39:44",42.50443,-71.244644,74.00,20.29,0.00,22.15
"Jun 26 2009 13:39:45",42.504436,-71.244644,74.00,20.29,0.00,22.15
"Jun 26 2009 13:39:46",42.504444,-71.24466,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:47",42.50445,-71.24466,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:48",42.50445,-71.24466,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:49",42.504467,-71.24467,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:50",42.504494,-71.2447,75.00,20.29,0.00,22.15
"Jun 26 2009 13:39:52",42.50445,-71.24462,74.00,20.29,0.00,22.60
"Jun 26 2009 13:39:53",42.504436,-71.2446,74.00,20.29,0.00,22.15
"Jun 26 2009 13:39:54",42.504436,-71.2446,75.00,20.29,0.00,22.60
"Jun 26 2009 13:39:55",42.504436,-71.244606,75.00,20.29,0.00,22.60
