time,lat,lon,light,temp,sound,ext
"Jun 26 2009 13:38:11",42.504158,-71.244286,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:12",42.50415,-71.244286,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:13",42.504143,-71.244286,75.00,23.06,40.00,25.30
"Jun 26 2009 13:38:14",42.50415,-71.24428,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:15",42.50415,-71.24428,74.00,23.06,0.00,25.30
"Jun 26 2009 13:38:16",42.504158,-71.24427,75.00,23.06,15.00,25.30
"Jun 26 2009 13:38:17",42.504166,-71.24428,75.00,23.06,49.00,25.30
"Jun 26 2009 13:38:18",42.504158,-71.244286,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:19",42.50415,-71.244286,75.00,23.06,23.00,25.75
"Jun 26 2009 13:38:20",42.504143,-71.244286,75.00,23.06,0.00,25.75
"Jun 26 2009 13:38:21",42.504135,-71.24428,75.00,23.06,0.00,25.75
"Jun 26 2009 13:38:23",42.504135,-71.24426,75.00,23.06,0.00,26.20
"Jun 26 2009 13:38:24",42.504135,-71.24426,75.00,23.06,0.00,26.20
"Jun 26 2009 13:38:25",42.504128,-71.24426,75.00,23.06,80.00,25.75
"Jun 26 2009 13:38:26",42.504135,-71.24426,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:27",42.504143,-71.24426,75.00,23.06,0.00,24.85
"Jun 26 2009 13:38:28",42.50415,-71.24427,75.00,23.06,0.00,24.40
"Jun 26 2009 13:38:29",42.504158,-71.24428,75.00,23.06,0.00,24.40
"Jun 26 2009 13:38:30",42.504166,-71.24428,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:31",42.504166,-71.244286,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:32",42.504166,-71.244286,75.00,23.06,0.00,23.50
"Jun 26 2009 13:38:33",42.504166,-71.244286,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:34",42.504158,-71.24429,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:35",42.504143,-71.2443,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:36",42.504135,-71.2443,75.00,23.06,0.00,24.40
"Jun 26 2009 13:38:38",42.5041,-71.244316,75.00,23.06,19.00,24.40
"Jun 26 2009 13:38:39",42.504093,-71.24433,75.00,23.06,0.00,24.85
"Jun 26 2009 13:38:39",42.504086,-71.24434,75.00,23.06,0.00,24.85
"Jun 26 2009 13:38:40",42.504078,-71.24435,75.00,23.06,0.00,24.85
"Jun 26 2009 13:38:41",42.504063,-71.244354,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:42",42.504044,-71.244354,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:43",42.504044,-71.244354,75.00,23.06,0.00,25.30
"Jun 26 2009 13:38:44",42.504036,-71.244354,75.00,23.06,35.00,25.30
"Jun 26 2009 13:38:45",42.504036,-71.244354,75.00,23.06,0.00,24.85
"Jun 26 2009 13:38:46",42.50405,-71.244354,75.00,23.06,0.00,24.85
"Jun 26 2009 13:38:47",42.50407,-71.244354,75.00,23.06,0.00,24.40
"Jun 26 2009 13:38:48",42.504078,-71.24436,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:49",42.504086,-71.24436,75.00,23.06,0.00,23.95
"Jun 26 2009 13:38:50",42.504093,-71.24436,75.00,23.06,0.00,23.50
"Jun 26 2009 13:38:51",42.5041,-71.24437,75.00,23.06,0.00,23.50
"Jun 26 2009 13:38:53",42.504116,-71.24439,75.00,23.06,0.00,23.05
"Jun 26 2009 13:38:54",42.504116,-71.24441,75.00,23.06,20.00,23.05
"Jun 26 2009 13:38:55",42.504116,-71.24442,75.00,23.06,0.00,23.05
"Jun 26 2009 13:38:56",42.50411,-71.24444,75.00,23.06,100.00,22.60
"Jun 26 2009 13:38:57",42.504116,-71.24446,75.00,23.06,0.00,22.60
"Jun 26 2009 13:38:58",42.504128,-71.24448,75.00,23.06,0.00,22.60
"Jun 26 2009 13:38:59",42.504143,-71.244484,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:00",42.50415,-71.2445,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:01",42.504158,-71.244514,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:02",42.504158,-71.24452,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:03",42.504158,-71.24453,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:04",42.50415,-71.24454,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:05",42.50415,-71.244545,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:06",42.504143,-71.24455,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:08",42.504128,-71.244576,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:09",42.504116,-71.244576,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:10",42.50411,-71.24458,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:11",42.5041,-71.24459,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:12",42.5041,-71.2446,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:13",42.504093,-71.244606,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:14",42.504078,-71.24461,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:15",42.504086,-71.24461,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:16",42.504093,-71.24461,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:17",42.504093,-71.24461,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:18",42.5041,-71.24461,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:19",42.5041,-71.24461,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:20",42.50411,-71.24461,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:21",42.50411,-71.244606,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:22",42.50411,-71.244606,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:24",42.504116,-71.2446,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:25",42.50411,-71.2446,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:26",42.50411,-71.2446,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:27",42.50411,-71.24459,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:28",42.5041,-71.24459,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:29",42.5041,-71.24459,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:30",42.5041,-71.24458,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:31",42.5041,-71.24458,75.00,23.06,0.00,22.60
"Jun 26 2009 13:39:32",42.5041,-71.24458,76.00,23.06,18.00,22.60
"Jun 26 2009 13:39:33",42.504093,-71.24458,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:34",42.504093,-71.24458,76.00,23.06,0.00,22.60
"Jun 26 2009 13:39:35",42.504086,-71.24458,76.00,23.06,0.00,23.50
"Jun 26 2009 13:39:36",42.504086,-71.24458,76.00,23.06,0.00,24.40
"Jun 26 2009 13:39:37",42.504078,-71.24458,76.00,23.06,29.00,25.30
"Jun 26 2009 13:39:39",42.50407,-71.24458,76.00,23.06,0.00,25.75
"Jun 26 2009 13:39:40",42.504044,-71.24458,76.00,23.06,0.00,25.30
"Jun 26 2009 13:39:41",42.50403,-71.24458,76.00,23.06,0.00,24.85
"Jun 26 2009 13:39:42",42.504013,-71.24459,76.00,23.06,0.00,24.40
"Jun 26 2009 13:39:43",42.504005,-71.24459,76.00,23.06,0.00,25.30
"Jun 26 2009 13:39:44",42.504005,-71.24459,76.00,23.06,0.00,25.75
"Jun 26 2009 13:39:45",42.503994,-71.24459,75.00,23.06,0.00,26.20
"Jun 26 2009 13:39:46",42.503986,-71.24458,76.00,23.06,0.00,26.65
"Jun 26 2009 13:39:47",42.503994,-71.24458,75.00,23.06,0.00,26.65
"Jun 26 2009 13:39:48",42.503994,-71.24456,76.00,23.06,0.00,25.75
"Jun 26 2009 13:39:49",42.504005,-71.24455,75.00,23.06,0.00,25.75
"Jun 26 2009 13:39:50",42.50402,-71.24454,75.00,23.06,0.00,25.30
"Jun 26 2009 13:39:51",42.504036,-71.24452,75.00,23.06,0.00,25.30
"Jun 26 2009 13:39:52",42.504044,-71.24451,76.00,23.06,0.00,24.85
"Jun 26 2009 13:39:54",42.50407,-71.24448,75.00,23.06,0.00,24.85
"Jun 26 2009 13:39:55",42.504078,-71.24446,75.00,23.06,0.00,24.85
"Jun 26 2009 13:39:56",42.504086,-71.24446,75.00,23.06,0.00,24.85
"Jun 26 2009 13:39:57",42.5041,-71.24446,75.00,23.06,0.00,24.85
"Jun 26 2009 13:39:58",42.50411,-71.24445,75.00,23.06,0.00,24.85
"Jun 26 2009 13:39:59",42.504116,-71.24445,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:00",42.504128,-71.24444,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:01",42.504128,-71.24444,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:02",42.504135,-71.24444,74.00,23.06,7.00,24.85
"Jun 26 2009 13:40:03",42.504143,-71.24444,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:04",42.504143,-71.24443,72.00,23.06,15.00,24.85
"Jun 26 2009 13:40:05",42.504135,-71.24443,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:06",42.504135,-71.244415,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:07",42.504128,-71.24439,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:09",42.504135,-71.244385,74.00,23.06,20.00,24.85
"Jun 26 2009 13:40:10",42.504135,-71.244385,73.00,23.06,7.00,24.85
"Jun 26 2009 13:40:11",42.504143,-71.24438,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:12",42.50415,-71.24437,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:13",42.50415,-71.24435,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:14",42.50415,-71.24434,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:15",42.50415,-71.24434,73.00,23.06,0.00,24.85
"Jun 26 2009 13:40:16",42.504143,-71.24435,73.00,23.06,0.00,24.85
"Jun 26 2009 13:40:17",42.50415,-71.24436,74.00,23.06,0.00,24.85
"Jun 26 2009 13:40:18",42.50415,-71.24437,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:19",42.504158,-71.24438,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:20",42.504158,-71.244385,76.00,23.06,23.00,24.85
"Jun 26 2009 13:40:21",42.504158,-71.244385,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:22",42.50415,-71.24439,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:24",42.50415,-71.2444,75.00,23.06,9.00,24.85
"Jun 26 2009 13:40:25",42.504158,-71.2444,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:26",42.504166,-71.2444,75.00,23.06,9.00,24.85
"Jun 26 2009 13:40:27",42.504173,-71.2444,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:28",42.504173,-71.24439,75.00,23.06,0.00,24.85
"Jun 26 2009 13:40:29",42.504185,-71.24439,75.00,23.06,0.00,25.30
"Jun 26 2009 13:40:30",42.504192,-71.24439,75.00,23.06,0.00,25.75
"Jun 26 2009 13:40:31",42.504192,-71.24439,75.00,23.06,0.00,25.75
"Jun 26 2009 13:40:32",42.5042,-71.24439,76.00,23.06,24.00,26.20
"Jun 26 2009 13:40:33",42.5042,-71.2444,75.00,23.06,0.00,26.20
"Jun 26 2009 13:40:34",42.5042,-71.2444,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:35",42.504208,-71.2444,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:36",42.5042,-71.24439,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:37",42.504185,-71.244385,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:39",42.504173,-71.24437,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:40",42.504173,-71.24437,75.00,23.06,9.00,26.65
"Jun 26 2009 13:40:41",42.504173,-71.24437,75.00,23.06,0.00,26.20
"Jun 26 2009 13:40:42",42.504173,-71.24437,75.00,23.06,0.00,26.20
"Jun 26 2009 13:40:43",42.504166,-71.24438,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:44",42.504166,-71.244385,76.00,23.06,14.00,26.65
"Jun 26 2009 13:40:45",42.504166,-71.244385,75.00,23.06,42.00,27.10
"Jun 26 2009 13:40:46",42.504158,-71.24439,75.00,23.06,0.00,27.10
"Jun 26 2009 13:40:47",42.504158,-71.2444,75.00,23.06,0.00,27.10
"Jun 26 2009 13:40:48",42.504158,-71.24439,75.00,23.06,0.00,27.10
"Jun 26 2009 13:40:49",42.504158,-71.24439,76.00,24.44,0.00,27.10
"Jun 26 2009 13:40:50",42.504166,-71.24439,75.00,23.06,0.00,27.10
"Jun 26 2009 13:40:51",42.504166,-71.24439,75.00,23.06,28.00,26.65
"Jun 26 2009 13:40:52",42.504166,-71.24439,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:54",42.504166,-71.2444,75.00,23.06,0.00,26.65
"Jun 26 2009 13:40:55",42.504166,-71.2444,76.00,23.06,68.00,26.20
"Jun 26 2009 13:40:56",42.504166,-71.2444,75.00,23.06,0.00,26.20
"Jun 26 2009 13:40:57",42.504166,-71.2444,75.00,23.06,0.00,26.20
"Jun 26 2009 13:40:58",42.504166,-71.2444,75.00,23.06,0.00,26.20
"Jun 26 2009 13:40:59",42.504173,-71.24439,75.00,23.06,0.00,26.20
"Jun 26 2009 13:41:00",42.504185,-71.24439,75.00,23.06,0.00,25.75
"Jun 26 2009 13:41:01",42.504185,-71.244385,76.00,23.06,0.00,25.75
"Jun 26 2009 13:41:02",42.504192,-71.244385,76.00,23.06,0.00,25.75
"Jun 26 2009 13:41:03",42.504192,-71.24438,76.00,23.06,0.00,25.75
"Jun 26 2009 13:41:04",42.5042,-71.24438,75.00,23.06,100.00,25.75
"Jun 26 2009 13:41:05",42.5042,-71.24438,76.00,23.06,0.00,25.75
"Jun 26 2009 13:41:06",42.504208,-71.24437,75.00,23.06,0.00,25.75
"Jun 26 2009 13:41:07",42.504208,-71.24437,76.00,23.06,0.00,25.75
"Jun 26 2009 13:41:08",42.504215,-71.24437,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:10",42.504215,-71.24436,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:11",42.504223,-71.24436,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:12",42.504223,-71.24436,76.00,23.06,0.00,25.30
"Jun 26 2009 13:41:13",42.504223,-71.24436,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:14",42.504215,-71.24437,75.00,23.06,100.00,25.30
"Jun 26 2009 13:41:15",42.504215,-71.24437,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:16",42.504215,-71.24438,76.00,23.06,11.00,25.30
"Jun 26 2009 13:41:17",42.504215,-71.24438,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:18",42.504208,-71.24438,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:19",42.504215,-71.24438,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:20",42.504223,-71.24437,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:21",42.504223,-71.24437,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:22",42.504223,-71.24438,76.00,23.06,5.00,25.30
"Jun 26 2009 13:41:23",42.504215,-71.24438,75.00,23.06,0.00,25.30
"Jun 26 2009 13:41:25",42.504215,-71.24438,76.00,23.06,0.00,24.85
"Jun 26 2009 13:41:26",42.504215,-71.24438,76.00,23.06,0.00,24.85
"Jun 26 2009 13:41:27",42.504215,-71.24437,75.00,23.06,7.00,24.85
"Jun 26 2009 13:41:28",42.504223,-71.24437,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:29",42.504223,-71.24437,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:30",42.504223,-71.24437,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:31",42.504215,-71.24437,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:32",42.504215,-71.24438,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:33",42.504223,-71.24437,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:34",42.504215,-71.24438,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:35",42.504223,-71.24438,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:36",42.504223,-71.24437,76.00,23.06,0.00,24.85
"Jun 26 2009 13:41:37",42.504223,-71.24436,75.00,23.06,0.00,24.85
"Jun 26 2009 13:41:38",42.504215,-71.244354,75.00,23.06,1.00,25.30
"Jun 26 2009 13:41:40",42.504208,-71.24433,75.00,23.06,0.00,25.75
"Jun 26 2009 13:41:41",42.504208,-71.244316,75.00,23.06,16.00,26.20
"Jun 26 2009 13:41:42",42.504208,-71.24431,75.00,23.06,0.00,26.65
"Jun 26 2009 13:41:43",42.5042,-71.24429,75.00,23.06,2.00,26.65
"Jun 26 2009 13:41:44",42.5042,-71.244286,75.00,23.06,0.00,26.65
"Jun 26 2009 13:41:45",42.504185,-71.24426,75.00,23.06,0.00,26.65
"Jun 26 2009 13:41:46",42.504185,-71.24425,75.00,23.06,0.00,27.10
"Jun 26 2009 13:41:47",42.504173,-71.24424,75.00,23.06,0.00,26.65
"Jun 26 2009 13:41:48",42.504173,-71.244225,75.00,23.06,0.00,26.65
"Jun 26 2009 13:41:49",42.504166,-71.24422,75.00,24.44,0.00,26.65
"Jun 26 2009 13:41:50",42.504173,-71.244194,75.00,23.06,0.00,26.65
"Jun 26 2009 13:41:51",42.504166,-71.24418,75.00,23.06,0.00,27.10
"Jun 26 2009 13:41:52",42.504166,-71.24417,75.00,23.06,6.00,27.10
"Jun 26 2009 13:41:53",42.504158,-71.24416,75.00,23.06,0.00,27.10
"Jun 26 2009 13:41:54",42.504158,-71.24415,75.00,23.06,7.00,27.54
"Jun 26 2009 13:41:56",42.504158,-71.244125,75.00,23.06,0.00,27.54
"Jun 26 2009 13:41:57",42.50415,-71.24412,75.00,23.06,7.00,27.54
"Jun 26 2009 13:41:58",42.50415,-71.2441,75.00,23.06,0.00,27.54
"Jun 26 2009 13:41:59",42.50415,-71.24409,75.00,23.06,0.00,27.54
"Jun 26 2009 13:42:00",42.50415,-71.24407,75.00,23.06,0.00,27.54
"Jun 26 2009 13:42:01",42.50415,-71.24406,75.00,23.06,0.00,27.54
"Jun 26 2009 13:42:02",42.504143,-71.24404,75.00,23.06,0.00,27.54
"Jun 26 2009 13:42:03",42.504143,-71.244026,75.00,23.06,0.00,27.54
"Jun 26 2009 13:42:04",42.504143,-71.24402,75.00,23.06,0.00,27.10
"Jun 26 2009 13:42:05",42.504143,-71.244,75.00,23.06,0.00,27.10
"Jun 26 2009 13:42:06",42.504143,-71.24399,75.00,23.06,0.00,27.10
"Jun 26 2009 13:42:07",42.504143,-71.24398,75.00,23.06,0.00,27.10
"Jun 26 2009 13:42:08",42.504143,-71.243965,75.00,23.06,5.00,26.65
"Jun 26 2009 13:42:09",42.504143,-71.24394,75.00,23.06,0.00,26.65
"Jun 26 2009 13:42:11",42.504143,-71.24393,75.00,23.06,0.00,26.65
"Jun 26 2009 13:42:12",42.504143,-71.24391,74.00,23.06,0.00,26.65
"Jun 26 2009 13:42:13",42.504143,-71.243904,74.00,23.06,56.00,26.65
"Jun 26 2009 13:42:14",42.504143,-71.24389,74.00,23.06,0.00,26.65
"Jun 26 2009 13:42:15",42.504135,-71.24388,74.00,23.06,0.00,26.20
"Jun 26 2009 13:42:16",42.504135,-71.243866,74.00,23.06,0.00,26.20
"Jun 26 2009 13:42:17",42.504128,-71.24384,74.00,23.06,0.00,26.20
"Jun 26 2009 13:42:18",42.504128,-71.24384,74.00,23.06,0.00,26.20
"Jun 26 2009 13:42:19",42.504128,-71.24382,74.00,23.06,0.00,26.20
"Jun 26 2009 13:42:20",42.504128,-71.24381,74.00,23.06,19.00,25.75
"Jun 26 2009 13:42:21",42.504135,-71.243805,74.00,23.06,0.00,25.75
"Jun 26 2009 13:42:22",42.504135,-71.243805,74.00,23.06,14.00,25.75
"Jun 26 2009 13:42:23",42.504135,-71.2438,74.00,23.06,0.00,25.75
"Jun 26 2009 13:42:24",42.504135,-71.24378,74.00,23.06,0.00,25.75
"Jun 26 2009 13:42:26",42.504135,-71.24377,74.00,23.06,0.00,25.75
"Jun 26 2009 13:42:27",42.504135,-71.243774,74.00,23.06,0.00,25.75
