time,light
06/29/2010 15:37:11,259.52
06/29/2010 15:37:12,303.72
06/29/2010 15:37:13,212.38
06/29/2010 15:37:14,244.56
06/29/2010 15:37:15,185.49
06/29/2010 15:37:16,173.86
06/29/2010 15:37:17,189.35
06/29/2010 15:37:18,193.21
06/29/2010 15:37:20,195.13
06/29/2010 15:37:21,195.13
06/29/2010 15:37:22,195.13
06/29/2010 15:37:23,195.13
06/29/2010 15:37:24,195.13
06/29/2010 15:37:25,193.21
06/29/2010 15:37:26,195.13
06/29/2010 15:37:27,195.13
06/29/2010 15:37:28,195.13
06/29/2010 15:37:29,195.13
06/29/2010 15:37:30,197.06
06/29/2010 15:37:31,197.06
06/29/2010 15:37:33,197.06
06/29/2010 15:37:34,195.13
06/29/2010 15:37:35,195.13
06/29/2010 15:37:36,195.13
06/29/2010 15:37:37,197.06
06/29/2010 15:37:38,197.06
06/29/2010 15:37:39,195.13
06/29/2010 15:37:40,195.13
06/29/2010 15:37:41,195.13
06/29/2010 15:37:42,195.13
06/29/2010 15:37:43,197.06
06/29/2010 15:37:44,197.06
06/29/2010 15:37:46,197.06
06/29/2010 15:37:47,198.98
06/29/2010 15:37:48,198.98
06/29/2010 15:37:49,197.06
06/29/2010 15:37:50,198.98
06/29/2010 15:37:51,200.90
06/29/2010 15:37:52,197.06
06/29/2010 15:37:53,195.13
06/29/2010 15:37:54,195.13
06/29/2010 15:37:55,195.13
06/29/2010 15:37:56,195.13
06/29/2010 15:37:57,195.13
06/29/2010 15:37:58,195.13
06/29/2010 15:38:00,195.13
06/29/2010 15:38:01,195.13
06/29/2010 15:38:02,193.21
06/29/2010 15:38:03,195.13
06/29/2010 15:38:04,195.13
06/29/2010 15:38:05,195.13
06/29/2010 15:38:06,193.21
06/29/2010 15:38:07,193.21
06/29/2010 15:38:08,195.13
06/29/2010 15:38:09,193.21
06/29/2010 15:38:10,195.13
06/29/2010 15:38:11,195.13
06/29/2010 15:38:13,193.21
06/29/2010 15:38:14,193.21
06/29/2010 15:38:15,195.13
06/29/2010 15:38:16,195.13
06/29/2010 15:38:17,193.21
06/29/2010 15:38:18,195.13
06/29/2010 15:38:19,195.13
06/29/2010 15:38:20,195.13
06/29/2010 15:38:21,195.13
06/29/2010 15:38:22,195.13
06/29/2010 15:38:23,195.13
06/29/2010 15:38:24,195.13
06/29/2010 15:38:26,195.13
06/29/2010 15:38:27,197.06
06/29/2010 15:38:28,197.06
06/29/2010 15:38:29,195.13
06/29/2010 15:38:30,195.13
06/29/2010 15:38:31,195.13
06/29/2010 15:38:32,195.13
06/29/2010 15:38:33,195.13
06/29/2010 15:38:34,195.13
06/29/2010 15:38:35,195.13
06/29/2010 15:38:36,197.06
06/29/2010 15:38:37,195.13
06/29/2010 15:38:38,197.06
06/29/2010 15:38:40,197.06
06/29/2010 15:38:41,197.06
06/29/2010 15:38:42,195.13
06/29/2010 15:38:43,195.13
06/29/2010 15:38:44,195.13
06/29/2010 15:38:45,195.13
06/29/2010 15:38:46,195.13
06/29/2010 15:38:47,195.13
06/29/2010 15:38:48,195.13
06/29/2010 15:38:49,193.21
06/29/2010 15:38:50,195.13
06/29/2010 15:38:51,195.13
06/29/2010 15:38:53,195.13
06/29/2010 15:38:54,193.21
06/29/2010 15:38:55,195.13
06/29/2010 15:38:56,197.06
06/29/2010 15:38:57,193.21
