time,accel
"Jul 6 2009 03:43:11",4.00
"Jul 6 2009 03:43:11",4.00
"Jul 6 2009 03:43:11",4.00
"Jul 6 2009 03:43:11",4.00
"Jul 6 2009 03:43:11",3.00
"Jul 6 2009 03:43:11",3.00
"Jul 6 2009 03:43:11",28.00
"Jul 6 2009 03:43:11",3.00
"Jul 6 2009 03:43:12",3.00
"Jul 6 2009 03:43:12",43.00
"Jul 6 2009 03:43:12",27.00
"Jul 6 2009 03:43:12",0.00
"Jul 6 2009 03:43:12",0.00
"Jul 6 2009 03:43:12",0.00
"Jul 6 2009 03:43:12",0.00
"Jul 6 2009 03:43:12",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:13",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",0.00
"Jul 6 2009 03:43:14",1.00
"Jul 6 2009 03:43:15",1.00
"Jul 6 2009 03:43:15",2.00
"Jul 6 2009 03:43:15",3.00
"Jul 6 2009 03:43:15",6.00
"Jul 6 2009 03:43:15",9.00
"Jul 6 2009 03:43:15",12.00
"Jul 6 2009 03:43:15",14.00
"Jul 6 2009 03:43:15",16.00
"Jul 6 2009 03:43:16",17.00
"Jul 6 2009 03:43:16",54.00
"Jul 6 2009 03:43:16",51.00
"Jul 6 2009 03:43:16",33.00
"Jul 6 2009 03:43:16",29.00
"Jul 6 2009 03:43:16",2.00
"Jul 6 2009 03:43:16",41.00
"Jul 6 2009 03:43:16",41.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:17",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:18",0.00
"Jul 6 2009 03:43:19",1.00
"Jul 6 2009 03:43:19",2.00
"Jul 6 2009 03:43:19",3.00
"Jul 6 2009 03:43:19",5.00
"Jul 6 2009 03:43:19",8.00
"Jul 6 2009 03:43:19",10.00
"Jul 6 2009 03:43:19",13.00
"Jul 6 2009 03:43:19",14.00
"Jul 6 2009 03:43:20",18.00
"Jul 6 2009 03:43:20",18.00
"Jul 6 2009 03:43:20",55.00
"Jul 6 2009 03:43:20",52.00
"Jul 6 2009 03:43:20",43.00
"Jul 6 2009 03:43:20",47.00
"Jul 6 2009 03:43:20",44.00
"Jul 6 2009 03:43:21",42.00
"Jul 6 2009 03:43:21",40.00
"Jul 6 2009 03:43:21",0.00
"Jul 6 2009 03:43:21",0.00
"Jul 6 2009 03:43:21",0.00
"Jul 6 2009 03:43:21",0.00
"Jul 6 2009 03:43:21",0.00
"Jul 6 2009 03:43:21",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:22",0.00
"Jul 6 2009 03:43:23",0.00
"Jul 6 2009 03:43:23",0.00
"Jul 6 2009 03:43:23",0.00
"Jul 6 2009 03:43:23",0.00
"Jul 6 2009 03:43:23",0.00
"Jul 6 2009 03:43:23",0.00
"Jul 6 2009 03:43:23",1.00
"Jul 6 2009 03:43:23",1.00
"Jul 6 2009 03:43:24",1.00
"Jul 6 2009 03:43:24",2.00
"Jul 6 2009 03:43:24",4.00
"Jul 6 2009 03:43:24",7.00
"Jul 6 2009 03:43:24",9.00
"Jul 6 2009 03:43:24",10.00
"Jul 6 2009 03:43:24",12.00
"Jul 6 2009 03:43:24",16.00
"Jul 6 2009 03:43:25",18.00
"Jul 6 2009 03:43:25",57.00
"Jul 6 2009 03:43:25",40.00
"Jul 6 2009 03:43:25",53.00
"Jul 6 2009 03:43:25",49.00
"Jul 6 2009 03:43:25",31.00
"Jul 6 2009 03:43:25",5.00
"Jul 6 2009 03:43:25",4.00
"Jul 6 2009 03:43:26",4.00
"Jul 6 2009 03:43:26",3.00
"Jul 6 2009 03:43:26",3.00
"Jul 6 2009 03:43:26",3.00
"Jul 6 2009 03:43:26",28.00
"Jul 6 2009 03:43:26",3.00
