time,latitude,longitude,acceleration,light,temperature,sound,"cricket temperature probe",altitude
"3/30/2128 20:00:00",,,0.62,763.59,17.67,0,11.3522,60000
"3/30/2128 20:00:00",,,0.94,768.72,17.67,0,11.3522,60000
"3/30/2128 20:00:00",,,1.05,766.16,17.67,0,11.23975,60000
"3/30/2128 20:00:00",,,1.21,768.72,17.67,0,11.23975,60000
"3/30/2128 20:00:00",,,0.86,761.01,17.67,0,11.1273,60000
"3/30/2128 20:00:00",,,0.70,758.42,17.34,0,11.1273,60000
"3/30/2128 20:00:00",,,0.70,771.28,17.34,0,11.01485,60000
"4/7/2000 20:04:20",-55.6,-2.9414382,0.00,801.39,17.67,0,11.5771,61386
"3/30/2128 20:00:00",,,0.74,809.98,17.67,0,11.5771,60000
"3/30/2128 20:00:00",,,1.05,823.30,17.67,0,11.5771,60000
"3/30/2128 20:00:00",,,1.09,783.95,17.67,0,11.46465,60000
"3/30/2128 20:00:00",,,0.62,763.59,17.67,0,11.3522,60000
"3/30/2128 20:00:00",,,0.94,768.72,17.67,0,11.3522,60000
"3/30/2128 20:00:00",,,1.05,766.16,17.67,0,11.23975,60000
"3/30/2128 20:00:00",,,1.21,768.72,17.67,0,11.23975,60000
"3/30/2128 20:00:00",,,0.86,761.01,17.67,0,11.1273,60000
"3/30/2128 20:00:00",,,0.70,758.42,17.34,0,11.1273,60000
"3/30/2128 20:00:00",,,0.70,771.28,17.34,0,11.01485,60000
"4/7/2000 20:03:08",-55.6,-2.946558,0.00,772.55,17.02,0,10.6775,60411
"3/30/2128 20:00:00",,,0.86,775.10,17.02,0,10.56505,60000
"3/30/2128 20:00:00",,,1.17,775.10,17.02,0,10.56505,60000
"3/30/2128 20:00:00",,,0.90,829.28,15.41,0,14.7257,60000
"3/30/2128 20:00:00",,,1.25,829.28,15.73,0,14.7257,60000
"3/30/2128 20:00:00",,,1.25,831.66,15.41,0,14.61325,60000
"3/30/2128 20:00:00",,,0.78,830.47,15.41,0,14.7257,60000
"3/30/2128 20:00:00",,,0.74,831.66,15.73,0,14.7257,60000
"3/30/2128 20:00:00",,,0.66,831.66,15.73,0,14.61325,60000
"3/30/2128 20:00:00",,,0.78,832.85,15.41,0,14.7257,60000
"3/30/2128 20:00:00",,,1.25,831.66,15.73,0,14.7257,60000
"4/7/2000 20:03:08",-55.6,-2.946558,0.00,772.55,17.02,0,10.6775,60411
"3/30/2128 20:00:00",,,0.86,775.10,17.02,0,10.56505,60000
"3/30/2128 20:00:00",,,1.17,775.10,17.02,0,10.56505,60000
"3/30/2128 20:00:00",,,0.90,829.28,15.41,0,14.7257,60000
"3/30/2128 20:00:00",,,1.25,829.28,15.73,0,14.7257,60000
"3/30/2128 20:00:00",,,1.25,831.66,15.41,0,14.61325,60000
"3/30/2128 20:00:00",,,0.78,830.47,15.41,0,14.7257,60000
"3/30/2128 20:00:00",,,0.74,831.66,15.73,0,14.7257,60000
"3/30/2128 20:00:00",,,0.66,831.66,15.73,0,14.61325,60000
"3/30/2128 20:00:00",,,0.78,832.85,15.41,0,14.7257,60000
"3/30/2128 20:00:00",,,1.25,831.66,15.73,0,14.7257,60000
"4/7/2000 20:02:44",-55.6,-2.9448516,0.00,818.48,15.73,0,14.9506,60658
"3/30/2128 20:00:00",,,0.90,797.69,15.73,0,15.06305,60000
"3/30/2128 20:00:00",,,1.37,796.45,15.73,2,14.83815,60000
"3/30/2128 20:00:00",,,0.70,797.69,15.73,0,14.7257,60000
"3/30/2128 20:00:00",,,1.29,802.63,15.73,1,14.61325,60000
"3/30/2128 20:00:00",,,1.29,802.63,15.73,0,14.61325,60000
"3/30/2128 20:00:00",,,0.90,806.31,15.73,0,14.5008,60000
"3/30/2128 20:00:00",,,0.94,807.54,15.73,0,14.61325,60000
"3/30/2128 20:00:00",,,0.78,824.50,15.73,0,14.83815,60000
"3/30/2128 20:00:00",,,0.78,820.89,15.73,0,14.9506,60000
"3/30/2128 20:00:00",,,1.02,830.47,15.73,0,15.28795,60000
"4/7/2000 20:02:44",-55.6,-2.9448516,0.00,818.48,15.73,0,14.9506,60658
"3/30/2128 20:00:00",,,0.90,797.69,15.73,0,15.06305,60000
"3/30/2128 20:00:00",,,1.37,796.45,15.73,2,14.83815,60000
"3/30/2128 20:00:00",,,0.70,797.69,15.73,0,14.7257,60000
"3/30/2128 20:00:00",,,1.29,802.63,15.73,1,14.61325,60000
"3/30/2128 20:00:00",,,1.29,802.63,15.73,0,14.61325,60000
"3/30/2128 20:00:00",,,0.90,806.31,15.73,0,14.5008,60000
"3/30/2128 20:00:00",,,0.94,807.54,15.73,0,14.61325,60000
"3/30/2128 20:00:00",,,0.78,824.50,15.73,0,14.83815,60000
"3/30/2128 20:00:00",,,0.78,820.89,15.73,0,14.9506,60000
"3/30/2128 20:00:00",,,1.02,830.47,15.73,0,15.28795,60000
"4/7/2000 20:02:34",-55.6,-2.9435716,0.00,812.42,16.05,0,16.7498,61166
"3/30/2128 20:00:00",,,0.82,831.66,16.05,0,16.9747,60000
"3/30/2128 20:00:00",,,0.78,832.85,16.05,0,17.1996,60000
"3/30/2128 20:00:00",,,1.05,822.10,16.05,0,17.1996,60000
"3/30/2128 20:00:00",,,1.02,811.20,16.05,0,17.08715,60000
"3/30/2128 20:00:00",,,0.82,823.30,16.05,0,17.31205,60000
"3/30/2128 20:00:00",,,0.66,832.85,16.38,0,17.4245,60000
"3/30/2128 20:00:00",,,0.78,832.85,16.05,0,17.76185,60000
"3/30/2128 20:00:00",,,1.13,828.09,16.38,0,17.76185,60000
"3/30/2128 20:00:00",,,1.05,832.85,16.38,0,17.8743,60000
"3/30/2128 20:00:00",,,0.86,831.66,16.70,0,17.98675,60000
"4/7/2000 20:02:34",-55.6,-2.9435716,0.00,812.42,16.05,0,16.7498,61166
"3/30/2128 20:00:00",,,0.82,831.66,16.05,0,16.9747,60000
"3/30/2128 20:00:00",,,0.78,832.85,16.05,0,17.1996,60000
"3/30/2128 20:00:00",,,1.05,822.10,16.05,0,17.1996,60000
"3/30/2128 20:00:00",,,1.02,811.20,16.05,0,17.08715,60000
"3/30/2128 20:00:00",,,0.82,823.30,16.05,0,17.31205,60000
"3/30/2128 20:00:00",,,0.66,832.85,16.38,0,17.4245,60000
"3/30/2128 20:00:00",,,0.78,832.85,16.05,0,17.76185,60000
"3/30/2128 20:00:00",,,1.13,828.09,16.38,0,17.76185,60000
"3/30/2128 20:00:00",,,1.05,832.85,16.38,0,17.8743,60000
"3/30/2128 20:00:00",,,0.86,831.66,16.70,0,17.98675,60000
"4/7/2000 20:02:24",-55.6,-2.9444249,0.00,817.27,17.02,0,17.31205,62185
"3/30/2128 20:00:00",,,0.90,816.06,17.02,0,17.53695,60000
"3/30/2128 20:00:00",,,0.90,818.48,17.02,0,17.6494,60000
"3/30/2128 20:00:00",,,0.90,818.48,17.02,0,17.76185,60000
"3/30/2128 20:00:00",,,0.86,817.27,17.02,0,18.21165,60000
"3/30/2128 20:00:00",,,0.90,824.50,17.02,0,18.88635,60000
"3/30/2128 20:00:00",,,0.94,818.48,17.02,0,19.33615,60000
"3/30/2128 20:00:00",,,0.90,824.50,17.02,0,19.2237,60000
"3/30/2128 20:00:00",,,0.94,817.27,17.02,0,19.11125,60000
"3/30/2128 20:00:00",,,0.90,820.89,17.02,0,18.88635,60000
"3/30/2128 20:00:00",,,0.90,817.27,17.34,0,18.88635,60000
"4/7/2000 20:02:24",-55.6,-2.9444249,0.00,817.27,17.02,0,17.31205,62185
"3/30/2128 20:00:00",,,0.90,816.06,17.02,0,17.53695,60000
"3/30/2128 20:00:00",,,0.90,818.48,17.02,0,17.6494,60000
"3/30/2128 20:00:00",,,0.90,818.48,17.02,0,17.76185,60000
"3/30/2128 20:00:00",,,0.86,817.27,17.02,0,18.21165,60000
"3/30/2128 20:00:00",,,0.90,824.50,17.02,0,18.88635,60000
"3/30/2128 20:00:00",,,0.94,818.48,17.02,0,19.33615,60000
"3/30/2128 20:00:00",,,0.90,824.50,17.02,0,19.2237,60000
"3/30/2128 20:00:00",,,0.94,817.27,17.02,0,19.11125,60000
"3/30/2128 20:00:00",,,0.90,820.89,17.02,0,18.88635,60000
"3/30/2128 20:00:00",,,0.90,817.27,17.34,0,18.88635,60000
"4/7/2000 20:03:04",-55.6,-2.9410114,0.00,811.20,17.99,0,17.4245,62698
"3/30/2128 20:00:00",,,0.94,816.06,18.31,0,17.1996,60000
"3/30/2128 20:00:00",,,0.98,812.42,18.31,0,17.53695,60000
"3/30/2128 20:00:00",,,0.98,819.69,18.31,0,17.98675,60000
"3/30/2128 20:00:00",,,0.90,814.85,18.31,0,18.43655,60000
"3/30/2128 20:00:00",,,0.86,796.45,18.31,0,18.7739,60000
"3/30/2128 20:00:00",,,0.90,809.98,18.31,0,18.5490,60000
"3/30/2128 20:00:00",,,0.90,820.89,18.31,0,18.5490,60000
"3/30/2128 20:00:00",,,0.86,822.10,18.31,0,18.66145,60000
"3/30/2128 20:00:00",,,1.02,808.76,18.31,0,18.5490,60000
"3/30/2128 20:00:00",,,0.98,816.06,18.31,0,18.43655,60000
"4/7/2000 20:03:04",-55.6,-2.9410114,0.00,811.20,17.99,0,17.4245,62698
"3/30/2128 20:00:00",,,0.94,816.06,18.31,0,17.1996,60000
"3/30/2128 20:00:00",,,0.98,812.42,18.31,0,17.53695,60000
"3/30/2128 20:00:00",,,0.98,819.69,18.31,0,17.98675,60000
"3/30/2128 20:00:00",,,0.90,814.85,18.31,0,18.43655,60000
"3/30/2128 20:00:00",,,0.86,796.45,18.31,0,18.7739,60000
"3/30/2128 20:00:00",,,0.90,809.98,18.31,0,18.5490,60000
"3/30/2128 20:00:00",,,0.90,820.89,18.31,0,18.5490,60000
"3/30/2128 20:00:00",,,0.86,822.10,18.31,0,18.66145,60000
"3/30/2128 20:00:00",,,1.02,808.76,18.31,0,18.5490,60000
"3/30/2128 20:00:00",,,0.98,816.06,18.31,0,18.43655,60000
"4/7/2000 20:03:44",-55.6,-2.9439983,0.00,812.42,18.63,0,15.06305,62963
"3/30/2128 20:00:00",,,1.05,812.42,18.96,10,14.83815,60000
"3/30/2128 20:00:00",,,0.82,812.42,18.63,0,14.7257,60000
"3/30/2128 20:00:00",,,0.98,812.42,18.96,0,14.5008,60000
"3/30/2128 20:00:00",,,1.25,813.64,18.96,0,14.38835,60000
"3/30/2128 20:00:00",,,0.82,813.64,18.96,0,14.2759,60000
"3/30/2128 20:00:00",,,1.13,817.27,18.96,1,14.16345,60000
"3/30/2128 20:00:00",,,1.02,817.27,18.96,0,14.0510,60000
"3/30/2128 20:00:00",,,0.70,818.48,18.96,0,13.93855,60000
"3/30/2128 20:00:00",,,0.98,814.85,18.96,0,13.8261,60000
"3/30/2128 20:00:00",,,0.90,813.64,18.96,0,13.8261,60000
"4/7/2000 20:03:44",-55.6,-2.9439983,0.00,812.42,18.63,0,15.06305,62963
"3/30/2128 20:00:00",,,1.05,812.42,18.96,10,14.83815,60000
"3/30/2128 20:00:00",,,0.82,812.42,18.63,0,14.7257,60000
"3/30/2128 20:00:00",,,0.98,812.42,18.96,0,14.5008,60000
"3/30/2128 20:00:00",,,1.25,813.64,18.96,0,14.38835,60000
"3/30/2128 20:00:00",,,0.82,813.64,18.96,0,14.2759,60000
"3/30/2128 20:00:00",,,1.13,817.27,18.96,1,14.16345,60000
"3/30/2128 20:00:00",,,1.02,817.27,18.96,0,14.0510,60000
"3/30/2128 20:00:00",,,0.70,818.48,18.96,0,13.93855,60000
"3/30/2128 20:00:00",,,0.98,814.85,18.96,0,13.8261,60000
"3/30/2128 20:00:00",,,0.90,813.64,18.96,0,13.8261,60000
"4/7/2000 20:03:42",-55.6,-2.9435716,0.00,822.10,18.96,0,12.81405,63739
"3/30/2128 20:00:00",,,0.94,822.10,18.96,0,12.81405,60000
"3/30/2128 20:00:00",,,0.90,811.20,18.96,0,12.9265,60000
"3/30/2128 20:00:00",,,0.86,800.16,18.96,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,806.31,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,828.09,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,803.86,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,805.09,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,802.63,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.98,808.76,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.86,817.27,19.28,0,12.9265,60000
"4/7/2000 20:03:42",-55.6,-2.9435716,0.00,822.10,18.96,0,12.81405,63739
"3/30/2128 20:00:00",,,0.94,822.10,18.96,0,12.81405,60000
"3/30/2128 20:00:00",,,0.90,811.20,18.96,0,12.9265,60000
"3/30/2128 20:00:00",,,0.86,800.16,18.96,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,806.31,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,828.09,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,803.86,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,805.09,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,802.63,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.98,808.76,19.28,0,12.9265,60000
"3/30/2128 20:00:00",,,0.86,817.27,19.28,0,12.9265,60000
"4/7/2000 20:03:58",-55.6,-2.9444249,0.00,831.66,19.92,0,12.9265,63986
"3/30/2128 20:00:00",,,0.90,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,832.85,20.24,0,12.81405,60000
"3/30/2128 20:00:00",,,0.94,832.85,19.92,0,12.81405,60000
"3/30/2128 20:00:00",,,0.90,832.85,20.24,0,12.7016,60000
"3/30/2128 20:00:00",,,0.90,832.85,19.92,0,12.7016,60000
"3/30/2128 20:00:00",,,0.94,832.85,20.24,0,12.58915,60000
"4/7/2000 20:03:58",-55.6,-2.9444249,0.00,831.66,19.92,0,12.9265,63986
"3/30/2128 20:00:00",,,0.90,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.94,831.66,19.92,0,12.9265,60000
"3/30/2128 20:00:00",,,0.90,832.85,20.24,0,12.81405,60000
"3/30/2128 20:00:00",,,0.94,832.85,19.92,0,12.81405,60000
"3/30/2128 20:00:00",,,0.90,832.85,20.24,0,12.7016,60000
"3/30/2128 20:00:00",,,0.90,832.85,19.92,0,12.7016,60000
"3/30/2128 20:00:00",,,0.94,832.85,20.24,0,12.58915,60000
"4/7/2000 20:04:04",-55.6,-2.9439983,0.00,829.28,20.24,0,12.13935,64240
"3/30/2128 20:00:00",,,0.90,811.20,20.57,0,12.0269,60000
"3/30/2128 20:00:00",,,0.94,811.20,20.57,0,11.91445,60000
"3/30/2128 20:00:00",,,0.94,809.98,20.24,0,11.91445,60000
"3/30/2128 20:00:00",,,0.90,811.20,20.57,0,11.91445,60000
"3/30/2128 20:00:00",,,0.94,811.20,20.24,0,11.91445,60000
"3/30/2128 20:00:00",,,0.94,809.98,20.24,0,11.91445,60000
"3/30/2128 20:00:00",,,0.90,806.31,20.24,0,11.91445,60000
"3/30/2128 20:00:00",,,0.94,798.92,20.57,0,11.8020,60000
"3/30/2128 20:00:00",,,0.86,761.01,20.57,0,11.8020,60000
"3/30/2128 20:00:00",,,0.94,791.47,20.57,0,11.68955,60000
