time,ext
"Jun 25 2009 17:38:6",23.69
"Jun 25 2009 17:38:7",23.69
"Jun 25 2009 17:38:8",23.69
"Jun 25 2009 17:38:9",23.69
"Jun 25 2009 17:38:11",23.69
"Jun 25 2009 17:38:12",23.69
"Jun 25 2009 17:38:13",23.69
"Jun 25 2009 17:38:14",23.69
"Jun 25 2009 17:38:15",23.69
"Jun 25 2009 17:38:16",23.35
"Jun 25 2009 17:38:17",23.35
"Jun 25 2009 17:38:18",23.01
"Jun 25 2009 17:38:19",22.02
"Jun 25 2009 17:38:20",21.69
"Jun 25 2009 17:38:21",21.05
"Jun 25 2009 17:38:22",20.73
"Jun 25 2009 17:38:23",20.42
"Jun 25 2009 17:38:25",20.11
"Jun 25 2009 17:38:26",20.11
"Jun 25 2009 17:38:27",19.80
"Jun 25 2009 17:38:28",19.80
"Jun 25 2009 17:38:29",19.80
"Jun 25 2009 17:38:30",19.49
"Jun 25 2009 17:38:31",19.49
"Jun 25 2009 17:38:32",19.49
"Jun 25 2009 17:38:33",19.19
"Jun 25 2009 17:38:34",19.19
"Jun 25 2009 17:38:35",19.19
"Jun 25 2009 17:38:36",19.19
"Jun 25 2009 17:38:37",19.19
"Jun 25 2009 17:38:39",19.19
"Jun 25 2009 17:38:40",18.89
"Jun 25 2009 17:38:41",18.89
"Jun 25 2009 17:38:42",18.89
"Jun 25 2009 17:38:43",18.89
